prof,awards,famous,height,dob,birthplace
"Actress,Soundtrack",no awards no nominations,"Mr. Hobbs Takes a Vacation,For Love of Ivy,Ghost Story,Summer Holiday",(1.78 m,"July 2, 1943","Detroit, Michigan, USA"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"We Bought a Zoo,Push,Under the Dome,Daybreak",3 m,"September 12, 1996","Nashville, Tennessee, USA"
"Director,Actor,Producer",no awards no nominations,"A Midnight Clear,Waking the Dead,Mother Night,Fargo",1.70 m,"February 3, 1961","New York City, New York, USA"
"Actress,Writer,Music Department",no awards no nominations,"Dead Ringers,Coma,Anne of the Thousand Days,Murder by Decree",1.63 m,"July 1, 1942","Montréal, Québec, Canada"
"Producer,Additional Crew,Costume and Wardrobe Department",no awards no nominations,"A Quiet Place,A Quiet Place Part II,Teenage Mutant Ninja Turtles,The First Purge",1.63 m,"July 1, 1942","Montréal, Québec, Canada"
"Actor,Director,Producer",no awards no nominations,"X-Men,The Crucible,Short Cuts,X2",1.85 m,"June 28, 1946","Philadelphia, Pennsylvania, USA"
"Actor,Soundtrack",no awards no nominations,"Quantum of Solace,Harry Potter and the Half-Blood Prince,Hannibal Rising,The Libertine",(1.78 m,"December 20, 1966","Gravesend, Kent, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Prisoner,Braveheart,A Time to Kill,Columbo",(1.87 m,"March 19, 1928","Astoria, Queens, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"The Goldbergs,God's Not Dead 2,The Fight Before Christmas,Be Alright",1.63 m,"February 21, 1994","Arlington, Texas, USA"
"Actress,Director,Writer",no awards no nominations,"Bodies Bodies Bodies,On the Rocks,A Trivial Exclusion,Last Migration",1.63 m,"February 21, 1994","Arlington, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"Wallander,Five Days,New Tricks,Casualty 1907",1.60 m,"March 3, 1977","Birmingham, England, UK"
"Actress,Writer,Soundtrack",no awards no nominations,"She Done Him Wrong,I'm No Angel,Goin' to Town,My Little Chickadee",2 m,"August 17, 1893","Brooklyn, New York City, New York, USA"
"Actress,Writer,Additional Crew",no awards no nominations,"Everything Everywhere All at Once,GLOW,Spirited,Save Yourselves!",2 m,"December 13, 1986","Dickson, Tennessee, USA"
"Actress,Producer,Writer",no awards no nominations,"Singin' in the Rain,The Unsinkable Molly Brown,In & Out,Tammy and the Bachelor",1.57 m,"April 1, 1932","El Paso, Texas, USA"
Actress,no awards no nominations,"General Hospital,Spartacus: Gods of the Arena,Blue Bloods,All Souls Day: Dia de los Muertos",(1.66 m,"September 15, 1977","Los Angeles, California, USA"
"Actress,Director,Writer",no awards no nominations,"The Machine,Legends of Tomorrow,The Flash,400 Days",1.68 m,"December 30, 1986","San Diego, California, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Game Over, Man!,The Disaster Artist,Me Time,This Is Us",1.85 m,"October 16, 1983","Chicago, Illinois, USA"
Actor,no awards no nominations,"Locke & Key,American Vandal,Why Him?,Silicon Valley",(1.71 m,"August 24, 2000","Los Angeles, California, USA"
Actress,no awards no nominations,"Aloha,A Walk Among the Tombstones,Legacies,Wonder",(1.58 m,"October 31, 1999","Pequannock Township, New Jersey"
"Actor,Producer,Camera and Electrical Department",no awards no nominations,"Peter Pan,Frailty,Into the Storm,Cyber Seduction: His Secret Life",3 m,"February 5, 1989","Monterey, California, USA"
"Actress,Producer",no awards no nominations,"Kingdom,House of Cards,Mad Men,Wyatt Earp",1.63 m,"July 22, 1963","Washington, District of Columbia, USA"
Actress,no awards no nominations,"NOS4A2,Shots Fired,The Secret of Sinchanee,Black-ish",1.63 m,"July 22, 1963","Washington, District of Columbia, USA"
"Actor,Soundtrack",no awards no nominations,"Game of Thrones,Overlord,4.3.2.1.,Anne Rice's Interview with the Vampire",1.75 m,"June 18, 1990","London, England, UK"
"Writer,Producer,Director",no awards no nominations,"Julie & Julia,When Harry Met Sally...,Bewitched,You've Got Mail",1.65 m,"May 19, 1941","New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"God's Not Dead,Out of Time,Lois & Clark: The New Adventures of Superman,Rat Race", (1.82 m,"July 31, 1966","Mt. Clemens, Michigan, USA"
"Actor,Writer,Producer",no awards no nominations,"Key and Peele,Superstore,Hatchet II,Blockers",3 m,"June 30, 1977","Normal, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"Veep,Inherent Vice,Don't Worry Darling,Goosebumps",(1.97 m,"June 12, 1978","Readfield, Maine, USA"
"Actress,Writer,Producer",no awards no nominations,"Extra Ordinary,Long Shot,Trainwreck,Love",1.57 m,"November 29, 1983","Sydney, New South Wales, Australia"
Actress,no awards no nominations,"Conquest of the Planet of the Apes,Beneath the Planet of the Apes,Escape from the Planet of the Apes,Battle for the Planet of the Apes",(1.71 m,"August 5, 1940","Boston, Massachusetts, USA"
"Writer,Producer,Actor",no awards no nominations,"Bad Grandpa,The Dukes of Hazzard,Teenage Mutant Ninja Turtles,The Ringer",1.85 m,"March 11, 1971","Knoxville, Tennessee, USA"
"Director,Writer,Producer",no awards no nominations,"Antidisturbios,El reino,Stockholm,The Beasts",1.85 m,"September 16, 1981","Madrid, Spain"
Actress,no awards no nominations,"The Road Warrior,Farscape,The Living Daylights,Rick and Morty", (1.79 m,"June 19, 1952","Coogee, New South Wales, Australia"
"Actor,Producer,Writer",no awards no nominations,"Aladdin,The Royal Treatment,Hotel for the Holidays,In Broad Daylight",1.73 m,"September 17, 1991","Cairo, Egypt"
"Actor,Music Department,Additional Crew",no awards no nominations,"Rebel Without a Cause,Exodus,Escape from the Planet of the Apes,Giant",1.68 m,"January 10, 1939","The Bronx, New York City, New York, USA"
"Actress,Producer",no awards no nominations,"The Thief Collector,The Devil We Know,GMO OMG,Legit",1.75 m,"January 10, 1939","The Bronx, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Suicide Squad,True Blood,Battle: Los Angeles,Fury",1.93 m,"February 8, 1981","Allen, Texas, USA"
"Actor,Soundtrack",no awards no nominations,"Basic Instinct,The X Files,Shocker,The X Files: I Want to Believe",(1.87 m,"April 5, 1952","Portland, Oregon, USA"
"Actor,Writer,Producer",no awards no nominations,"Crazy Rich Asians,M3gan,Comedy Showroom: Ronny Chieng - International Student,Godzilla vs. Kong",(1.87 m,"November 21, 1985","Johor Bahru, Johor, Malaysia"
"Actress,Producer,Writer",no awards no nominations,"The Menu,Orange Is the New Black,Friends from College,Legends of Tomorrow",(1.87 m,January 14,"Manhattan, New York City, New York, USA"
"Director,Producer,Writer",no awards no nominations,"Wo Hu Cang Long,Life of Pi,Xi yan,Se, Jie",1.70 m,"October 23, 1954","Pingtung, Taiwan"
"Actress,Writer,Music Department",no awards no nominations,"The Transporter,Ci Ke Nie Yin Niang,Xun Long Jue,Xi You: Xiang Mo Pian",1.68 m,"April 16, 1976","New Taipei, Taiwan"
"Actor,Soundtrack",no awards no nominations,"Transparent,Arrested Development,How the Grinch Stole Christmas,Hellboy",1.85 m,"July 8, 1944","San Francisco, California, USA"
"Actor,Soundtrack",no awards no nominations,"The Mummy,Deep Rising,Van Helsing,Peggy Sue Got Married",(1.87 m,"November 15, 1963","Chicago, Illinois, USA"
Actress,no awards no nominations,"My Brother Is My Sister,Spinal Tap,The Hollywood Knights,The Flash",(1.87 m,"December 20, 1957","New York City, New York, USA"
"Actor,Producer",no awards no nominations,"John Wick,Mission: Impossible - Ghost Protocol,Män som hatar kvinnor,Tillsammans",(1.78 m,"November 8, 1960","Stockholm, Stockholms län, Sweden"
"Actor,Producer,Director",no awards no nominations,"Patriot,The Shawshank Redemption,Love and a .45,Jett",(1.80 m,"June 28, 1967","Vancouver, British Columbia, Canada"
"Actor,Sound Department,Music Department",no awards no nominations,"Transformers: Dark of the Moon,Transformers: Age of Extinction,Mortal Kombat,Transformers: The Last Knight",1.73 m,"March 12, 1946","Denver, Colorado, USA"
"Actress,Writer,Producer",no awards no nominations,"Doctor Foster,Scott & Bailey,Coronation Street,Vincent",1.70 m,"August 27, 1978","Oldham, Greater Manchester, England, UK"
"Writer,Producer,Director",no awards no nominations,"A Quiet Place,65,Haunt,The Boogeyman",1.85 m,"October 22, 1984","Denver, Colorado, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Lone Survivor,The November Man,Killer Klowns from Outer Space,End of Watch",(1.80 m,"November 10, 1961","Los Angeles, California, USA"
"Actress,Producer",no awards no nominations,"Avatar,The Shield,The Mortal Instruments: City of Bones,RoboCop 3",1.70 m,"December 25, 1952","Georgetown, British Guiana (present-day Georgetown, Guyana)"
"Actress,Producer,Director",no awards no nominations,"Coyote Ugly,Deadwood,Clash of the Titans,The Mick",1.65 m,"January 21, 1981","Lódz, Lódzkie, Poland"
"Actor,Writer,Director",no awards no nominations,"You People,Loiter Squad,Tyler, the Creator: French!,Tyler, the Creator: Bastard",1.65 m,"January 21, 1981","Lódz, Lódzkie, Poland"
Actress,no awards no nominations,"BASEketball,Baywatch: Hawaiian Wedding,Nash Bridges,Baywatch",1.65 m,"June 14, 1968","New York City, New York, USA"
Actress,no awards no nominations,"The Voyeurs,The Society,Day Shift,Ahsoka",1.70 m,"August 25, 1994","Sydney, New South Wales, Australia"
"Actress,Music Department,Producer",no awards no nominations,"Teenage Bounty Hunters,Why Women Kill,Fuller House,Fairly Legal",1.70 m,March 19,"Memphis, Tennessee, USA"
"Actress,Soundtrack",no awards no nominations,"I, the Jury,Invasion, U.S.A.,Mike Hammer,Lawman",1.70 m,"December 22, 1927","Appalachia, Virginia, USA"
Actor,no awards no nominations,"The Souvenir,The Souvenir: Part II,Against the Ice,Cradle to Grave",1.70 m,"June 27, 1993","Dagenham, Essex, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Without a Trace,Lantana,Empire Records,So I Married an Axe Murderer",(1.78 m,"January 31, 1959","Adelaide, South Australia, Australia"
"Actor,Soundtrack",no awards no nominations,"Prodigal Son,The Walking Dead,The Physician,Miss Pettigrew Lives for a Day",(1.68 m,"December 21, 1982","Chelmsford, Essex, England, UK"
"Actress,Producer,Writer",no awards no nominations,"Shiva Baby,Bodies Bodies Bodies,Bottoms,Stuck in the Mall", (1.82 m,"September 19, 1995","Simsbury, Connecticut, USA"
"Actress,Producer,Music Department",no awards no nominations,"The Dukes of Hazzard,Love Guru,Employee of the Month,Newlyweds: Nick & Jessica",1.57 m,"July 10, 1980","Abilene, Texas, USA"
"Actress,Producer,Writer",no awards no nominations,"Accepted,State of Play,Forgetting Sarah Marshall,Hitch",(1.63 m,October 30,"Boring, Oregon, USA"
"Actor,Soundtrack",no awards no nominations,"Dunkirk,Bandersnatch,The Children Act,Emily",1.75 m,"July 18, 1997","Richmond upon Thames, London, England, UK"
Actress,no awards no nominations,"Casino Royale,Voice from the Stone,Summer Night, Winter Moon,L'enquête corse",1.75 m,"September 15, 1977","Cagliari, Sardinia, Italy"
"Actress,Writer,Script and Continuity Department",no awards no nominations,"Sightseers,Prevenge,Bandersnatch,Hot Fuzz",(1.66 m,"April 3, 1977","Coventry, West Midlands, England, UK"
"Actor,Soundtrack",no awards no nominations,"Jane the Virgin,Fresh,Schooled,Whose Line Is It Anyway?",(1.84 m,"February 14, 1990","London, Ontario, Canada"
"Actress,Writer,Producer",no awards no nominations,"Hillbilly Elegy,Snakes on a Plane,xXx: State of the Union",1.73 m,"November 28, 1975","Gadsden, Alabama, USA"
"Writer,Producer,Director",no awards no nominations,"Happy Valley,Last Tango in Halifax,Gentleman Jack,Scott & Bailey",1.73 m,1964,"Huddersfield, Yorkshire, England, UK"
"Writer,Producer,Actor",no awards no nominations,"A League of Their Own,Never Been Kissed,Pretty Woman,New Year's Eve",(1.78 m,"November 13, 1934","Manhattan, New York City, New York, USA"
"Producer,Writer,Director",no awards no nominations,"Smokin' Aces,Narc,The A-Team,Copshop",1.88 m,"May 9, 1969","Sacramento, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Hairspray,The Heartbreak Kid,Seinfeld,Zoolander",1.65 m,"June 8, 1927","Brooklyn, New York, USA"
"Producer,Director,Additional Crew",no awards no nominations,"Veer Zara,The Heart Is Crazy,Jab Tak Hai Jaan,Dilwale Dulhania Le Jayenge",1.65 m,"September 27, 1932","Lahore, Punjab, British India [now Pakistan]"
"Actress,Soundtrack,Producer",no awards no nominations,"The School for Good and Evil,High School Musical: The Musical - The Series",(1.80 m,"January 7, 2004","Scottsdale, Arizona, USA"
"Actress,Soundtrack",no awards no nominations,"Cowboy Bebop,Strange Angel,Twin Peaks,Magic City",1.68 m,November 24,"Tbilisi, Georgian SSR, USSR [now Republic of Georgia]"
Actress,no awards no nominations,"Game of Thrones,The Wolfman,Emma.,Wise Girl",(1.66 m,"April 23, 1981","Leeds, Yorkshire, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Riverdale,F*&% the Prom,Polaroid,Sightless",(1.67 m,"August 18, 1994","Port Orchard, Washington, USA"
Actress,no awards no nominations,"Catch Me If You Can,It's Always Sunny in Philadelphia,Tru Calling,Nip/Tuck",1.70 m,"April 1, 1971","Schenectady, New York, USA"
Actress,no awards no nominations,"Bob Hearts Abishola,Vader Immortal: A Star Wars VR Series - Episode III,Transparent,David Bowie: The Next Day",(1.80 m,"October 26, 1983","Lagos, Nigeria"
"Actress,Producer,Director",no awards no nominations,"Moms' Night Out,Radio,Reindeer Games,Grey's Anatomy",(1.64 m,"October 1, 1980","Stony Brook, New York, USA"
"Actress,Soundtrack,Music Artist",no awards no nominations,"Tár,IMDb on the Scene - Interviews",(1.64 m,2001,"London, England, United Kingdom"
"Actress,Producer,Additional Crew",no awards no nominations,"Uncharted 4: A Thief's End,Haven,ER,Graceland",1.65 m,February 2,"Renton, Washington, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Spider-Man 3,Wild Things,Bad Timing,Physical Evidence",,,
"Actor,Producer,Additional Crew",no awards no nominations,"Three Billboards Outside Ebbing, Missouri,Seven Psychopaths,Argo,Hannibal",1.70 m,"August 15, 1957","Ljubljana, Slovenia"
"Writer,Director,Producer",no awards no nominations,"The Family Man,Stree,Go Goa Gone,Guns & Gulaabs",1.70 m,December 13,India
Actress,no awards no nominations,"Sierra Burgess Is a Loser,The Punisher,The Orville,What We Found",1.68 m,"August 19, 1997","New York City, New York, USA"
Actress,no awards no nominations,"The Lost Flowers of Alice Hart,Nine Perfect Strangers,Three Thousand Years of Longing,True Spirit",1.68 m,"August 19, 1997","New York City, New York, USA"
Actor,no awards no nominations,"The Cave,The Best Man Holiday,Sunset Beach,Third Watch",1.85 m,"June 16, 1973","Burbank, California, USA"
"Actor,Director,Writer",no awards no nominations,"The Insider,Rubber,Vice Squad,Tough Guys Don't Dance",1.88 m,"December 12, 1947","Hollywood, Los Angeles, California, USA"
"Actress,Producer",no awards no nominations,"Heat,The Jackal,Romeo + Juliet,Bird",1.88 m,"August 10, 1952","Hartford, Connecticut, USA"
"Actor,Producer,Stunts",no awards no nominations,"Saw V,Saw IV,Gilmore Girls,Little Big League",3 m,"September 11, 1958","Philadelphia, Pennsylvania, USA"
"Actor,Producer,Writer",no awards no nominations,"Sex and the City 2,The Falcon and the Winter Soldier,2 Broke Girls,NCIS: Hawai'i",1.88 m,"April 26, 1983","Toronto, Ontario, Canada"
"Actress,Producer,Director",no awards no nominations,"Out of This World,Starved,Northern Exposure,Boston Public",1.68 m,"December 30, 1973","Inglewood, California, USA"
"Writer,Director,Producer",no awards no nominations,"First Reformed,The Card Counter,Affliction,Taxi Driver",1.73 m,"July 22, 1946","Grand Rapids, Michigan, USA"
"Actor,Writer,Producer",no awards no nominations,"Yesterday,Don't Look Up,Station Eleven,Tenet", (1.79 m,"October 13, 1990","Huntingdon, Cambridgeshire, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Giant,Pillow Talk,Come September,Seconds",1.96 m,"November 17, 1925","Winnetka, Illinois, USA"
"Actor,Director,Writer",no awards no nominations,"Carlito's Way,Near Dark,Top Gun,Queer Fish in God's Waiting Room",(1.78 m,"April 30, 1965","Pittsfield, Massachusetts, USA"
"Actor,Soundtrack",no awards no nominations,"Land of the Lost,Lambs of God,Little Monsters,The Secrets She Keeps",(1.78 m,"March 1, 2011",Australia
"Actor,Director,Producer",no awards no nominations,"World War Z,A Most Violent Year,Scorpion,Grimshaw",3 m,"May 8, 1983","London, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Memento,30 Days of Night,Batman Begins,2 Fast 2 Furious",(1.71 m,"March 17, 1955","Cincinnati, Ohio, USA"
"Actor,Soundtrack",no awards no nominations,"...and justice for all.,12 Angry Men,While You Were Sleeping,Mr. Chance",(1.77 m,"September 18, 1920","Newark, New Jersey, USA"
Actress,no awards no nominations,"Anacondas: The Hunt for the Blood Orchid,Fever Pitch,The Grudge,Private Practice",1.65 m,"December 14, 1975","Patterson, Georgia, USA"
"Actor,Additional Crew,Animation Department",no awards no nominations,"Dazed and Confused,Waking Life,The Faculty,Computer Chess",1.65 m,"November 6, 1976","Austin, Texas, USA"
"Actor,Producer,Writer",no awards no nominations,"Independence Day,The Last Detail,National Lampoon's Christmas Vacation,Kingpin",(1.96 m,"October 1, 1950","Houston, Texas, USA"
"Actress,Producer",no awards no nominations,"Borgen,Westworld,Inferno,The Duke of Burgundy",1.68 m,November 22,"Copenhagen, Denmark"
"Actress,Director,Writer",no awards no nominations,"Latin Lover,Hansel & Gretel: Witch Hunters,Kaiken se kestää,Marian Paratiisi",(1.69 m,"September 30, 1982","Helsinki, Finland"
"Actress,Soundtrack",no awards no nominations,"Sen Çal Kapimi,Günesin Kizlari,Ask Laftan Anlamaz,Halka",1.75 m,"November 24, 1993","Bandirma, Balikesir, Turkey"
Actor,no awards no nominations,"Life of Pi,Happy Death Day 2U,Million Dollar Arm,The Illegal",1.70 m,"March 21, 1993","New Delhi, India"
"Music Artist,Music Department,Producer",no awards no nominations,"The Porter Wagoner Show,Dolly,Dolly,Nine to Five",2 m,"January 19, 1946","Pittman Center, Tennessee, USA"
"Actor,Stunts,Soundtrack",no awards no nominations,"Master and Commander: The Far Side of the World,AVPR: Aliens vs Predator - Requiem,The 13th Warrior,Seventh Son",2.06 m,"November 13, 1973","Nanaimo, British Columbia, Canada"
Actor,no awards no nominations,"Varsity Blues,The Fan,Shiloh 2: Shiloh Season,Beethoven's 4th",1.88 m,"February 14, 1987","Bremerton, Washington, USA"
"Actor,Camera and Electrical Department,Additional Crew",no awards no nominations,"SpongeBob SquarePants,The SpongeBob Movie: Sponge Out of Water,Transformers: Dark of the Moon,Transformers: Revenge of the Fallen",(1.80 m,"July 13, 1962","East Syracuse, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Family Ties,Blank Check,Mikey,Star Trek: The Next Generation",(1.77 m,"December 3, 1981","Torrance, California, USA"
"Actor,Additional Crew,Producer",no awards no nominations,"Downtown Abbey,The Royals,The Tudors,That Good Night",1.88 m,"February 10, 1981","Ilkley, Bradford, West Yorkshire, England, UK"
"Actress,Soundtrack",no awards no nominations,"Emerald City,Alex Rider,Periferic,Inferno",(1.64 m,June 26,"Bucharest, Romania"
"Actor,Director,Writer",no awards no nominations,"The Originals,Spider-Man 2,Bride & Prejudice,Captivity",(1.80 m,"March 14, 1976","Winnipeg, Manitoba, Canada"
"Actress,Producer,Director",no awards no nominations,"Bãhubali: The Beginning,Stree,Batla House,Roar: Tigers of the Sundarbans",1.63 m,"February 6, 1992","Montreal, Quebec, Canada"
"Actress,Producer",no awards no nominations,"The Expanse,Fantastic Beasts and Where to Find Them,The Girl with All the Gifts,MindGamers",1.70 m,"June 24, 1985","Limehouse, East London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Marriage Story,Frances Ha,Horace and Pete,Sharper",,,
"Actress,Writer,Producer",no awards no nominations,"Bones,The Big Bang Theory,Character,The Lizzie Bennet Diaries",1.70 m,"May 8, 1986","Oklahoma City, Oklahoma, USA"
"Actor,Writer,Producer",no awards no nominations,"Rectify,Deadwood,Mud,That Evening Sun",(1.87 m,"November 15, 1957","Adel, Georgia, USA"
"Actor,Director,Writer",no awards no nominations,"Mr. Deeds,The Mummy,Planet of the Apes,Hachi: A Dog's Tale",1.75 m,"April 13, 1952","Darjeeling, West Bengal, India"
"Actor,Producer,Writer",no awards no nominations,"The Fast and the Furious,Die Another Day,Olympus Has Fallen,Ninja Assassin",3 m,"August 22, 1971","Washington D.C., USA"
"Actor,Producer",no awards no nominations,"The Next Three Days,Thelma & Louise,Monkey Shines,G.I. Jane", (1.80 m,"March 12, 1960","New York City, New York, USA"
"Actor,Producer",no awards no nominations,"Parenthood,Cobra Kai,Blue Beetle,Dealin' with Idiots", (1.79 m,"June 9, 2001","Los Angeles, California, USA"
"Actor,Writer,Director",no awards no nominations,"Groundhog Day,Spaceballs,Mississippi Burning,Thelma & Louise",,,
"Actress,Producer",no awards no nominations,"All American,Monster-in-Law,Stoned,Snatch",1.75 m,"April 17, 1976","Los Angeles, California, USA"
"Producer,Actor,Writer",no awards no nominations,"Shakespeare in Love,The Lord of the Rings: The Fellowship of the Ring,The Hateful Eight,The Great Debaters",3 m,"March 19, 1952","Flushing, Queens, New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Mary Tyler Moore Show,Caddyshack,Super Friends,The New Adventures of Superman",1.73 m,"December 7, 1923","Terryville, Connecticut, USA"
"Actor,Writer,Producer",no awards no nominations,"Dirty Work,Billy Madison,The Animal,Norm",1.88 m,"October 17, 1959","Quebec City, Quebec, Canada"
"Actor,Soundtrack",no awards no nominations,"Michael Clayton,In the Bedroom,The Full Monty,The Grand Budapest Hotel",1.86 m,"February 5, 1948","Leeds, West Yorkshire, England, UK"
"Actor,Director,Additional Crew",no awards no nominations,"Big,Independence Day,Lost Highway,Scarface",(1.80 m,"January 3, 1930","Staten Island, New York City, New York, USA"
"Actress,Music Department,Soundtrack",no awards no nominations,"Daddy's Little Girls,9-1-1: Lone Star,Shrink,Mindhunter",,,
Actress,no awards no nominations,"Game of Thrones,Dominion,The Legend of Hercules,Hollyoaks",1.70 m,"August 10, 1980",Canada
"Actor,Producer,Director",no awards no nominations,"ER,Honey,Dawn of the Dead,8 Mile",(1.77 m,"December 29, 1974","Harlem, New York City, New York, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Wanted,Hooligans,Band of Brothers,Land of the Blind",(1.74 m,"March 20, 1967","Northampton, Northamptonshire, England, UK"
"Actress,Producer",no awards no nominations,"Hello Ladies,Perfect Couples,Flashforward,I Don't Feel at Home in This World Anymore.",1.68 m,"September 3, 1983","Lake Forest, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Star Trek,Harold & Kumar Go to White Castle,Searching,Columbus",(1.78 m,"June 16, 1972","Seoul, South Korea"
Actor,no awards no nominations,"X-Men: Apocalypse,Bohemian Rhapsody,6 Underground,Only the Brave",(1.78 m,"January 2, 1991","Bournemouth, Dorset, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Anna,JFK,Tom in America,The Way We Were",(1.77 m,"October 31, 1941","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Charles in Charge,Blown Away,Baywatch,The Haunting of Morella",1.57 m,"January 13, 1972","Glendale, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Raising Arizona,The Devil's Rejects,Dick Tracy,Things to Do in Denver When You're Dead",3 m,"June 7, 1955","Bedford-Stuyvesant, Brooklyn, New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"The Butterfly Effect 3: Revelations,Shark Night 3D,Love Wrecked,The O.C.",1.85 m,"December 22, 1980","Washington, District of Columbia, USA"
"Music Artist,Composer,Actor",no awards no nominations,"The Man Who Fell to Earth,Maze,The Prestige,Zoolander",(1.77 m,"January 8, 1947","Brixton, London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"Power,Unforgettable,Think Like a Man,The New Edition Story",1.68 m,"June 25, 1983","Brooklyn, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Peter Gunn,Lord Love a Duck,Bodyhold,Beauty on Parade",1.65 m,"July 20, 1924","Akron, Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"The Age of Innocence,Romeo + Juliet,Harry Potter and the Deathly Hallows: Part 2,Babe",1.55 m,"May 18, 1941","Oxford, Oxfordshire, England, UK"
"Actor,Additional Crew,Director",no awards no nominations,"A Nightmare on Elm Street,Freddy vs. Jason,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street 3: Dream Warriors", (1.79 m,"June 6, 1947","Glendale, California, USA"
"Actor,Writer,Producer",no awards no nominations,"Battlestar Galactica,Bridget Jones's Diary,Austenland,Battlestar Galactica",1.70 m,"June 4, 1971","London, England, UK"
Actress,no awards no nominations,"The Theory of Everything,His Dark Materials,Miss Peregrine's Home for Peculiar Children,Homebound",1.70 m,"October 11, 2007","Hastings, East Sussex, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Mad Men,Happy!,Mulholland Dr.,Lost: The Story of the Oceanic 6",1.73 m,"December 29, 1969","Los Angeles, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"A Simple Plan,Men in Black,Spider-Man 3,The Half of It",1.73 m,"February 17, 1953","Fort Knox, Kentucky, USA"
Actress,no awards no nominations,"24,Absolute Power,Star Trek: Deep Space Nine,The Larry Sanders Show",1.65 m,"March 14, 1961","Baltimore, Maryland, USA"
Actress,no awards no nominations,Quantum Leap,1.70 m,"March 16, 1990","Maryland, USA"
"Actor,Producer,Writer",no awards no nominations,"Better Off Dead...,Risky Business,Revenge of the Nerds,Southland Tales",1.63 m,"November 27, 1953","Detroit, Michigan, USA"
"Actress,Writer,Producer",no awards no nominations,"The Sarah Jane Adventures,Being Eileen,Shetland,William and Mary",1.63 m,"July 24, 1965","Irvine, Ayrshire, Scotland, UK"
"Actor,Director,Producer",no awards no nominations,"Get Shorty,A Serious Man,Sons of Anarchy,Justified",1.85 m,"August 19, 1956","Brooklyn, New York City, New York, USA"
"Director,Writer,Visual Effects",no awards no nominations,"District 9,Elysium,Chappie,Demonic",(1.80 m,"September 17, 1979","Johannesburg, South Africa"
"Actress,Writer,Composer",no awards no nominations,"Five Easy Pieces,The Great Gatsby,House of 1000 Corpses,Nashville",1.70 m,"July 1, 1939","Park Ridge, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"Fast Girls,Sugar Rush,Being Human,Doctor Who",(1.66 m,"January 4, 1985","Westminster, London, England, UK"
"Actress,Producer",no awards no nominations,"Save the Last Dance,The Feast of All Saints,Rogue,Primary Colors",(1.64 m,"March 20, 1979","Los Angeles, California, USA"
"Actress,Producer",no awards no nominations,"Saw III,Saw IV,Saw V,Private School",1.65 m,"September 6, 1963","San Diego, California, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Halloween,The Watcher in the Woods,Halloween Kills,The Car",1.57 m,"January 11, 1969","Los Angeles, California, USA"
"Actor,Producer,Music Department",no awards no nominations,"Taare Zameen Par,Lagaan: Once Upon a Time in India,Dangal,PK",1.62 m,"March 14, 1965","Bombay, Maharashtra, India"
Actress,no awards no nominations,"The Three Musketeers,Endless Love,Carrie,Wonder Woman 1984",(1.78 m,"April 8, 1989","Hampshire, England, UK"
Actress,no awards no nominations,"Austin Powers: International Man of Mystery,Summer School,Jane the Virgin",1.70 m,December 21,"Buenos Aires, Argentina"
"Actress,Producer,Soundtrack",no awards no nominations,"Polytechnique,Cardinal,Séraphin: un homme et son péché,Emporte-moi",1.68 m,"November 24, 1983","Drummondville, Quebec, Canada"
"Actor,Producer,Director",no awards no nominations,"Gossip Girl,Chalet Girl,Children of Men,Son of Rambow",(1.80 m,"June 27, 1987","Stevenage, Hertfordshire, England, UK"
Actress,no awards no nominations,"Romy and Michele's High School Reunion,Dexter,Justified,Kicking & Screaming",1.73 m,"March 12, 1962","Huntsville, Alabama, USA"
