prof,awards,famous,height,dob,birthplace
Actress,no awards no nominations,"Star Trek Beyond,Diary of a Wimpy Kid: Dog Days,Supernatural,Diary of a Wimpy Kid: Rodrick Rules",1.65 m,"December 10, 1992","Vancouver, British Columbia, Canada"
"Actress,Writer,Producer",no awards no nominations,"Wreck-It Ralph,Ralph Breaks the Internet: Wreck-It Ralph 2,The School of Rock,The Sarah Silverman Program.",1.70 m,"December 1, 1970","Bedford, New Hampshire, USA"
"Actor,Camera and Electrical Department,Producer",no awards no nominations,"The Conjuring,Office Space,Adaptation.,Band of Brothers", (1.79 m,"June 5, 1967","Cedar Rapids, Iowa, USA"
"Actor,Producer,Director",no awards no nominations,"Brothers,Spider-Man,Wonder Boys,Pleasantville",(1.72 m,"June 27, 1975","Santa Monica, California, USA"
"Actress,Soundtrack",no awards no nominations,"The Nightingale,The Fall,The Unforgivable,Game of Thrones",1.63 m,1993,"Dublin, Ireland"
"Actress,Producer,Director",no awards no nominations,"Clueless,A Night at the Roxbury,Sabrina the Teenage Witch,Wake Me When You Leave",1.65 m,"February 3, 1971","Poughkeepsie, New York, USA"
"Actor,Soundtrack",no awards no nominations,"My Own Private Idaho,Stand by Me,The Mosquito Coast,Running on Empty",(1.78 m,"August 23, 1970","Madras, Oregon, USA"
Actress,no awards no nominations,"The Book Thief,Pawn Sacrifice,47 Meters Down: Uncaged,Monsieur Lazhar",1.65 m,"March 27, 2000","Windsor, Ontario, Canada"
"Actor,Additional Crew",no awards no nominations,"The Gifted,Wednesday,Cast No Shadow,The Twilight Zone",1.88 m,"October 8, 2001","St. John's, Newfoundland, Canada"
Actress,no awards no nominations,"August: Osage County,Paris, je t'aime,The Hollars,Walk Hard: The Dewey Cox Story",(1.66 m,"July 18, 1951","Jacksonville, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"To Be or Not to Be,My Man Godfrey,Nothing Sacred,Hands Across the Table",1.68 m,"October 6, 1908","Fort Wayne, Indiana, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"American Hustle,Crash,End of Watch,Ant-Man",1.70 m,"January 13, 1976","Chicago, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"Margin Call,The Mentalist,The Devil Wears Prada,Land of the Dead",(1.76 m,"July 30, 1969","Launceston, Tasmania, Australia"
"Actress,Soundtrack",no awards no nominations,"The Rescuers,Green Acres,The Aristo Cats,The Rescuers Down Under",(1.59 m,"February 11, 1919","Budapest, Hungary"
"Actress,Director,Writer",no awards no nominations,"Prey,Legion,Roswell, New Mexico,Hell or High Water",(1.66 m,"April 26, 1997",USA
"Actor,Additional Crew,Writer",no awards no nominations,"Clue,Jingle All the Way,Roseanne,Killers",(1.78 m,"August 18, 1943","Chicago, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"Superbad,Scott Pilgrim vs. The World,Juno,Nick and Norah's Infinite Playlist",(1.74 m,"June 7, 1988","Brampton, Ontario, Canada"
"Actress,Soundtrack",no awards no nominations,"A Simple Plan,The Assassin,Single White Female,Lake Placid",1.68 m,"January 27, 1964","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Blade Runner 2049,The Girl In The Spider's Web,See",1.75 m,"June 1, 1983","Maarheeze, Noord-Brabant, Netherlands"
"Actor,Writer,Producer",no awards no nominations,"The Social Network,Zombieland,The Squid and the Whale,The Double",(1.71 m,"October 5, 1983","New York City, New York, USA"
"Actor,Writer,Producer",no awards no nominations,WandaVision,(1.92 m,"May 27, 1971","Harlesden, London, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Get Out,The West Wing,Saving Mr. Banks,The Cabin in the Woods",(1.80 m,"October 10, 1959","Madison, Wisconsin, USA"
"Actor,Producer,Director",no awards no nominations,"Matilda,Throw Momma from the Train,The War of the Roses,Batman Returns",(1.47 m,"November 17, 1944","Asbury Park, New Jersey, USA"
Actor,no awards no nominations,"Thor: The Dark World,Doctor Who,Shallow Grave,28 Days Later...",3 m,"February 16, 1964","Salford, Lancashire, England, UK"
"Actor,Writer,Director",no awards no nominations,"The Way of the Gun,The Devil's Rejects,Every Which Way but Loose,Il mio nome è Nessuno",1.75 m,"July 31, 1935","Plainfield, New Jersey, USA"
"Actress,Soundtrack",no awards no nominations,"Interstellar,The Twilight Saga: Breaking Dawn - Part 2,Le Petit Prince,The Conjuring",(1.59 m,"November 10, 2000","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Bodyguard,Line of Duty,Honour,Sin",(1.74 m,"February 10, 1976","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Angel,Bones,Valentine,Buffy the Vampire Slayer",1.85 m,"May 16, 1969","Buffalo, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Ally McBeal,The Birdcage,Supergirl,A Midsummer Night's Dream",(1.66 m,"November 11, 1964","Freeport, Illinois, USA"
"Actor,Producer,Writer",no awards no nominations,"It's Always Sunny in Philadelphia,The Strangers,Serenity,Crank", (1.79 m,"April 13, 1976",Japan
"Actress,Producer,Soundtrack",no awards no nominations,"Star Trek: Generations,Star Trek: First Contact,Crash,Star Trek: Insurrection",1.60 m,"March 29, 1955","London, England, UK"
"Actress,Director,Writer",no awards no nominations,"Hitch,The Other Guys,The Place Beyond the Pines,Once Upon a Time in Mexico",1.65 m,"March 5, 1974","Miami, Florida, USA"
"Actress,Producer,Music Department",no awards no nominations,"Final Destination,Obsessed,Legally Blonde,Resident Evil: The Final Chapter",1.73 m,"February 28, 1976","Cherry Hill, New Jersey, USA"
"Actress,Writer,Producer",no awards no nominations,"Ruby Sparks,The Ballad of Buster Scruggs,The Big Sick,In Your Eyes",(1.64 m,"September 9, 1983","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Fargo,Legion,Tokyo Vice",(1.64 m,"December 25, 1992","St. Paul, Minnesota, USA"
"Actor,Producer,Writer",no awards no nominations,"Two and a Half Men,The Three Musketeers,Wall Street,Hot Shots! Part Deux",(1.78 m,"September 3, 1965","New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"The Blue Lagoon,Pretty Baby,Wanda Nevada,Suddenly Susan",3 m,"May 31, 1965","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Les Misérables,The Theory of Everything,The Danish Girl,Fantastic Beasts and Where to Find Them",3 m,"January 6, 1982","Westminster, London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Argo,Monsters,12 Years a Slave,Frank",(1.74 m,"November 11, 1977","Dallas, Texas, USA"
"Actor,Production Manager,Producer",no awards no nominations,"Grey's Anatomy,Can't Buy Me Love,Enchanted,Transformers: Dark of the Moon",(1.76 m,"January 13, 1966","Lewiston, Maine, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Star Wars: Episode IX - The Rise of Skywalker,Lady Macbeth,The End of the F***Ing World,I Wanna Dance with Somebody",1.68 m,1991,"Camden, London, England, UK"
"Actress,Writer,Director",no awards no nominations,"Parks and Recreation,Fear the Walking Dead,MADtv,The 40 Year Old Virgin",1.75 m,"July 7, 1965","Minneapolis, Minnesota, USA"
"Actor,Director,Producer",no awards no nominations,"Mindhunters,Æon Flux,Dracula 2000,Trainspotting",(1.77 m,"November 15, 1972","Kingston upon Thames, Surrey, England, UK"
"Actress,Soundtrack",no awards no nominations,"Breaking Bad,Sully,Equity,Sassy Pants",(1.77 m,"August 11, 1968","Cleveland, Ohio, USA"
"Actor,Producer,Writer",no awards no nominations,"Hitman: Agent 47,The Young Victoria,The Death of Stalin,Pride & Prejudice",1.85 m,"October 1, 1981","Oxfordshire, England, UK"
"Writer,Actor,Producer",no awards no nominations,"Pineapple Express,Your Highness,Vice Principals,This Is the End",(1.78 m,"December 29, 1976","Statesboro, Georgia, USA"
"Actress,Producer,Director",no awards no nominations,"Catwoman,Gothika,Die Another Day,Monster's Ball",1.65 m,"August 14, 1966","Cleveland, Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"The Menu,Elena of Avalor,Blindspot,The Last Witch Hunter",1.55 m,"July 15, 1988","Santo Domingo, Dominican Republic"
"Actress,Writer,Producer",no awards no nominations,"Ocean's Eight,Crazy Rich Asians,The Farewell,The Little Mermaid",1.55 m,"June 2, 1988","New York City, New York, USA"
"Actor,Producer",no awards no nominations,"The Passion of the Christ,The Thin Red Line,Frequency,Escape Plan",1.88 m,"September 26, 1968","Mount Vernon, Washington, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Bohemian Rhapsody,Mr. Robot,Papillon,Need for Speed",(1.71 m,"May 12, 1981","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Guardians of the Galaxy,Henry: Portrait of a Serial Killer,Guardians of the Galaxy Vol. 2,Slither",1.75 m,"April 6, 1955","Jasper, Alabama, USA"
"Actress,Director,Producer",no awards no nominations,"American Crime,Insidious: The Last Key,The Wind,Monsters of God",1.70 m,"July 26, 1988","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"Awkwafina Is Nora from Queens,The Boys,The Affair",1.68 m,"April 11, 1973","New York City, New York, USA"
"Actress,Director,Writer",no awards no nominations,"The Haunting in Connecticut,Final Destination 3,The Age of Adaline,Sex Drive",(1.77 m,June 5,"Langley, British Columbia, Canada"
"Actor,Producer,Soundtrack",no awards no nominations,"Sea Robbers: Corpse Treasure,Pirates of the Caribbean: The Curse of the Black Pearl,The Talented Mr. Ripley,Pirates of the Caribbean: At World's End",1.88 m,"March 1, 1973","Suffolk, England, UK"
"Actor,Director,Cinematographer",no awards no nominations,"Past Lives,Decision to Leave,Leto,Dr. Brain",(1.78 m,"March 1, 1973","Suffolk, England, UK"
"Actress,Writer,Director",no awards no nominations,"The Walking Dead,The Walking Dead: World Beyond,Hap and Leonard,The Woman", (1.80 m,"March 15, 1979","Scotland, UK"
"Director,Producer,Stunts",no awards no nominations,"Deadpool 2,Fast & Furious Presents: Hobbs & Shaw,Atomic Blonde,John Wick",(1.80 m,"March 15, 1979","Scotland, UK"
Actress,no awards no nominations,"Bluey,Raven's Hollow,Monster Problems,The End",(1.80 m,"March 15, 1979","Scotland, UK"
"Actor,Producer,Director",no awards no nominations,"Rob Roy,The Hateful Eight,Pulp Fiction,Planet of the Apes",1.73 m,"May 14, 1961","Dulwich, London, England, UK"
"Actress,Additional Crew",no awards no nominations,"The Twilight Saga: New Moon,Twilight,The Twilight Saga: Eclipse,The Twilight Saga: Breaking Dawn - Part 1",1.65 m,"February 21, 1987","Jacksonville, Florida, USA"
"Actress,Writer,Producer",no awards no nominations,"The Faculty,Argo,But I'm a Cheerleader,Ghosts of Mars",1.65 m,"September 25, 1977","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Invisible Man,The One I Love,The Handmaid's Tale,Us",1.60 m,"July 24, 1982","Los Angeles, California, USA"
"Producer,Director,Actor",no awards no nominations,"Armageddon,Transformers: Revenge of the Fallen,Transformers: Age of Extinction,The Rock",1.85 m,"February 17, 1965","Los Angeles, California, USA"
Actor,no awards no nominations,"Terminator Genisys,Divergent,A Good Day to Die Hard,Suicide Squad",1.85 m,"March 15, 1986","Sydney, New South Wales, Australia"
"Actress,Writer,Director",no awards no nominations,"What We Do in the Shadows,Stath Lets Flats,Pls Like,The Festival",1.85 m,1985,"Camden, London, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Rock of Ages,Safe Haven,Footloose,Dirty Grandpa",1.60 m,"July 20, 1988","Salt Lake City, Utah, USA"
"Actor,Producer,Writer",no awards no nominations,"The Big Bang Theory,Roseanne,National Lampoon's Christmas Vacation,Suicide Kings",1.65 m,"April 30, 1975","Bree, Flanders, Belgium"
"Actor,Producer,Director",no awards no nominations,"The Phantom of the Opera,Hard Candy,Insidious,Watchmen",3 m,"July 3, 1973","Norfolk, Virginia, USA"
"Actress,Producer,Executive",no awards no nominations,"House of Cards,The Marvelous Mrs. Maisel,Patriots Day,The Finest Hours",(1.61 m,"July 12, 1990","Milwaukee, Wisconsin, USA"
"Actress,Writer,Director",no awards no nominations,"In Bruges,Tenet,Harry Potter and the Deathly Hallows: Part 1,Mr. Morgan's Last Love",(1.68 m,"October 30, 1982","Meudon, Hauts-de-Seine, France"
"Actor,Producer,Music Department",no awards no nominations,"Far from Heaven,The Day After Tomorrow,Frequency,Innerspace",3 m,"April 9, 1954","Houston, Texas, USA"
"Actor,Producer",no awards no nominations,"1917,Shazam!,Kingsman: The Secret Service,Zero Dark Thirty",1.88 m,"August 5, 1963","Islington, London, England, UK"
Actor,no awards no nominations,"The Fabelmans,Dead Shack,The Predator,iZombie",1.88 m,"August 5, 1963","Islington, London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"Elf,Puss in Boots,Strangers with Candy,BoJack Horseman",(1.56 m,"March 29, 1961","Endicott, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"The LEGO Batman Movie,The Lego Movie,Arrested Development,Teenage Mutant Ninja Turtles: Out of the Shadows",(1.89 m,"May 4, 1970","Toronto, Ontario, Canada"
"Actor,Producer,Director",no awards no nominations,"That '70s Show,Larry Crowne,NCIS,Party Monster",1.73 m,"January 30, 1980","Miami, Florida, USA"
"Actor,Producer,Writer",no awards no nominations,"Friends,Studio 60 on the Sunset Strip,The Whole Nine Yards,Fools Rush In",3 m,"August 19, 1969","Williamstown, Massachusetts, USA"
"Actor,Producer,Animation Department",no awards no nominations,"The Lord of the Rings: The Fellowship of the Ring,Game of Thrones,Black Death,The Lord of the Rings: The Two Towers", (1.79 m,"April 17, 1959","Sheffield, South Yorkshire, England, UK"
"Actress,Costume and Wardrobe Department,Costume Designer",no awards no nominations,"Last Night in Soho,On Her Majesty's Secret Service,Game of Thrones,The Painted Veil",(1.74 m,"July 20, 1938","Doncaster, Yorkshire, England, UK"
Actor,no awards no nominations,"Industry,Lady Chatterley's Lover,The Critic,National Theatre Live: Man and Superman",(1.74 m,"July 20, 1938","Doncaster, Yorkshire, England, UK"
"Actor,Soundtrack",no awards no nominations,"Dear White People,Unaccompanied Minors,Everybody Hates Chris,Abbott Elementary",(1.74 m,"October 9, 1992","Westchester County, New York, USA"
"Producer,Writer,Director",no awards no nominations,"Crazy Ex-Girlfriend,The Devil Wears Prada,Your Place or Mine,27 Dresses",(1.74 m,"August 2, 1967",France
"Actor,Producer,Soundtrack",no awards no nominations,"The Amazing Spider-Man,Notting Hill,Anonymous,Snowden",1.88 m,"July 22, 1967","Haverfordwest, Pembrokeshire, Wales, UK"
"Actress,Writer,Producer",no awards no nominations,"Mary Poppins Returns,Lars and the Real Girl,Match Point,Transsiberian",(1.71 m,"October 6, 1971","Hammersmith, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Psych,The Dukes of Hazzard,Gamer,Psych: The Movie",1.75 m,"April 4, 1976","San Antonio, Texas, USA"
Actor,no awards no nominations,"Bloodline,Gone Girl,Argo,Sons of Anarchy",1.75 m,"April 4, 1976","San Antonio, Texas, USA"
"Actress,Writer,Soundtrack",no awards no nominations,"Hairspray,She's the Man,What a Girl Wants,Easy A",1.73 m,"April 3, 1986","Thousand Oaks, California, USA"
"Actress,Soundtrack",no awards no nominations,"Tron,4: Rise of the Silver Surfer,Turistas,Made of Honor",(1.78 m,"December 28, 1982","Beverly Hills, California, USA"
"Actress,Soundtrack",no awards no nominations,"Significant Mother,Baywatch,Anger Management,Feast",(1.71 m,April 5,"Ventura, California, USA"
"Actress,Producer",no awards no nominations,"Miss Peregrine's Home for Peculiar Children,Wildlike,Kick-Ass 2,Never Let Me Go",1.65 m,"September 17, 1996","London, England, UK"
Actress,no awards no nominations,"Going in Style,Infinitely Polar Bear,The Slap,Emergence",1.68 m,"November 20, 2004",USA
"Actress,Writer",no awards no nominations,"Pulp Fiction,Abigail Harm,The Fisher King,Ratched",1.63 m,"March 23, 1957","New York City, New York, USA"
"Actor,Director,Producer",no awards no nominations,"Fargo,Ghost World,Reservoir Dogs,The Death of Stalin",(1.73 m,"December 13, 1957","Brooklyn, New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Into the Woods,Bad Teacher,Dinner for Schmucks,Stand Up Guys",1.73 m,"December 30, 1977","London, England, UK"
"Actress,Producer,Director",no awards no nominations,"Ghost World,Hocus Pocus,Patriot Games,American Beauty",1.63 m,"March 11, 1982","Los Angeles, California, USA"
"Actress,Music Department,Director",no awards no nominations,"Skyfall,Notes on a Scandal,Shakespeare in Love,The Best Exotic Marigold Hotel",1.55 m,"December 9, 1934","York, North Yorkshire, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Buffy the Vampire Slayer,American Pie,American Reunion,How I Met Your Mother",(1.64 m,"March 24, 1974","Washington, District of Columbia, USA"
Actress,no awards no nominations,"Just Go with It,Battleship,What to Expect When You're Expecting,Stretch",1.75 m,"April 12, 1987","Kettering, Ohio, USA"
"Actor,Producer,Director",no awards no nominations,"Garden Flower,Scrubs,Wish I Was Here,Oz the Great and Powerful", (1.82 m,"April 6, 1975","South Orange, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Broken City,Veronica Mars,Cult,Burn Notice",1.63 m,"October 20, 1983","Herzliya, Israel"
"Actress,Producer,Music Department",no awards no nominations,"Futurama,Married with Children,8 Simple Rules... For Dating My Teenage Daughter,Sons of Anarchy",1.75 m,"January 19, 1954","Hollywood, Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Hobbit: The Desolation of Smaug,The Mortal Instruments: City of Bones,The Hobbit: An Unexpected Journey,The Hobbit: The Battle of the Five Armies", (1.80 m,"June 19, 1983","Dublin, Ireland"
"Actress,Producer,Music Department",no awards no nominations,"Last Vegas,Step Brothers,Back to the Future Part III,Time After Time",1.73 m,"February 8, 1953","Newport, Arkansas, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Machete,From Dusk Till Dawn,Predators,Machete Kills",(1.67 m,"May 16, 1944","Echo Park, Los Angeles, California, USA"
Actress,no awards no nominations,"Mare of Easttown,Willow,Bottoms,Castle Rock",(1.67 m,"May 16, 1944","Echo Park, Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Riverdale,Five Feet Apart,Friends,Big Daddy", (1.82 m,"August 4, 1992","Arezzo, Tuscany, Italy"
"Actress,Writer,Soundtrack",no awards no nominations,"Pride & Prejudice,Secrets & Lies,Little Voice,Saving Grace",1.57 m,"February 20, 1946","Ramsgate, Kent, England, UK"
"Writer,Producer,Actor",no awards no nominations,"Jimmy Kimmel Live!,The Office,The 89th Annual Academy Awards,The 68th Primetime Emmy Awards",1.57 m,"February 20, 1946","Ramsgate, Kent, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Saturday Night Live,Popstar: Never Stop Never Stopping,Palm Springs,Brooklyn Nine-Nine",(1.77 m,"August 18, 1978","Berkeley, California, USA"
"Actor,Producer,Writer",no awards no nominations,"The Hunger Games: Catching Fire,Pride & Prejudice,The Hunger Games: Mockingjay - Part 1,Invasion of the Body Snatchers",1.93 m,"July 17, 1935","Saint John, New Brunswick, Canada"
"Actress,Music Department,Producer",no awards no nominations,"Conan the Destroyer,The Assassin,Star Wars: Episode IX - The Rise of Skywalker,Justice League: Doom",1.65 m,"January 22, 1969","Paddington, London, England, UK"
Actress,no awards no nominations,"Banshee,True Detective,Bone Tomahawk,Ray Donovan",1.70 m,"July 23, 1993","San Diego, California, USA"
"Actress,Producer",no awards no nominations,"Teen Wolf,Escape Room: No Way Out,Lost,Follow Me",(1.61 m,"October 7, 1986","Dallas, Texas, USA"
"Actor,Director,Writer",no awards no nominations,"The Man from Earth,Carrie,House,The Greatest American Hero",(1.78 m,"February 16, 1951","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"Coroner,Ballers,Inhumans,Tron",1.70 m,"July 11, 1984","West Vancouver, British Columbia, Canada"
"Actor,Producer,Art Department",no awards no nominations,"True Grit,The Man Who Shot Liberty Valance,The Alamo,Stagecoach",1.93 m,"May 26, 1907","Winterset, Iowa, USA"
"Actor,Writer,Director",no awards no nominations,"Naked,Harry Potter and the Deathly Hallows: Part 2,The Omen,The Theory of Everything",(1.90 m,"March 20, 1963","Blackpool, Lancashire, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"10 Cloverfield Lane,Barton Fink,Argo,Flight",(1.87 m,"June 20, 1952","Affton, Missouri, USA"
"Actor,Writer,Producer",no awards no nominations,"A Mighty Wind,Waiting for Guffman,Best in Show,American Pie",(1.78 m,"December 17, 1946","Hamilton, Ontario, Canada"
Actress,no awards no nominations,"Rocket Boys,Evaru,Thalaivi,Jyo Achyutananda",1.60 m,"December 13, 1988","Chennai, Tamil Nadu, India"
"Actress,Producer,Writer",no awards no nominations,"Bulletproof Monk,The Beach,About a Boy,Once Upon a Time",1.73 m,"March 31, 1974","Dublin, Ireland"
"Actor,Producer,Writer",no awards no nominations,"Ginny & Georgia,Narcos,Orphan Black,The Rest of My Life",3 m,"November 12, 1989","Toronto, Ontario, Canada"
"Actress,Writer,Producer",no awards no nominations,"2012,A Lot Like Love,Identity,The Whole Nine Yards",(1.69 m,"January 11, 1972","New York City, New York, USA"
"Actor,Sound Department",no awards no nominations,"Howards End,Van Helsing,Notting Hill,Darkest Hour",3 m,"June 19, 1966","Hammersmith, London, England, UK"
Actress,no awards no nominations,"Mystic Pizza,Nixon,Beautiful Girls,Before I Wake",1.73 m,"March 13, 1971","Albuquerque, New Mexico, USA"
Actress,no awards no nominations,"Im Juli,Counterpart,Parlement,FBI: International",(1.72 m,"March 8, 1974","Berlin, Germany"
Actress,no awards no nominations,"Mayor of Kingstown,A Haunting in Venice,From Life,The Crowded Room",(1.72 m,"September 8, 1998",Scotland
"Actor,Writer,Director",no awards no nominations,"Sling Blade,A Simple Plan,The Man Who Wasn't There,Monster's Ball",(1.78 m,"August 4, 1955","Hot Springs, Arkansas, USA"
"Actress,Producer,Director",no awards no nominations,"Double Jeopardy,Bug,Heat,Someone Like You...",(1.67 m,"April 19, 1968","Granada Hills, California, USA"
"Actress,Producer",no awards no nominations,"Bridgerton,Younger,Dickensian,Snatch",1.65 m,"April 17, 1995","Manchester, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Suicide Squad,Disaster Movie,The Mindy Project,Neighbors",(1.89 m,"February 18, 1977","Chicago, Illinois, USA"
"Actress,Producer,Writer",no awards no nominations,"Catastrophe,This Way Up,Pulling,Game Night",1.73 m,"July 13, 1970","Hackney, London, England, UK"
"Actress,Producer",no awards no nominations,"Inherent Vice,Fantastic Beasts and Where to Find Them,Fantastic Beasts: The Crimes of Grindelwald,Alien: Covenant",(1.80 m,"March 3, 1980","Westminster, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Disney Gallery: Star Wars: The Book of Boba Fett,Chief of War,Warrios,Aquaman and the Lost Kingdom",1.75 m,"December 26, 1960","Rotorua, North Island, New Zealand"
"Producer,Director,Additional Crew",no awards no nominations,"1917,Road to Perdition,Skyfall,Revolutionary Road",1.75 m,"August 1, 1965","Reading, Berkshire, England, UK"
"Actor,Director,Writer",no awards no nominations,"Combat!,Twilight Zone: The Movie,The Bad News Bears,Deathwatch",1.75 m,"February 14, 1929","The Bronx, New York City, New York, USA"
"Producer,Director,Visual Effects",no awards no nominations,"Winnie the Pooh: Blood and Honey,Peter Pan's Neverland Nightmare,The Area 51 Incident",,,
"Actress,Music Department,Additional Crew",no awards no nominations,"Rebel Without a Cause,West Side Story,Splendor in the Grass,Love with the Proper Stranger",1.57 m,"July 20, 1938","San Francisco, California, USA"
Actress,no awards no nominations,"The Unbearable Lightness of Being,Alias,Chocolat,Romeo Is Bleeding",(1.78 m,"March 22, 1955","Stockholm, Stockholms län, Sweden"
"Actor,Producer,Soundtrack",no awards no nominations,"Runaway Train,Inherent Vice,The Dark Knight,The Expendables",(1.78 m,"April 18, 1956","Biloxi, Mississippi, USA"
Actor,no awards no nominations,"The White Lotus,Cherry,Nomad,One Day",(1.78 m,September 1996,"Hammersmith, London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"High School Musical 3: Senior Year,Spring Breakers,Beastly,Journey 2: The Mysterious Island",(1.55 m,"December 14, 1988","Salinas, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Game of Thrones,Black Mirror,Ripper Street,Loving Vincent",3 m,"March 16, 1963","Bromley, Kent, England, UK"
"Producer,Writer,Actress",no awards no nominations,"Jumanji,The Green Mile,Jerry Maguire,Rain Man",1.68 m,"September 22, 1961","Chicago, Illinois, USA"
Actress,no awards no nominations,"Django Unchained,Defiance,Once Upon a Time... In Hollywood",(1.74 m,"October 21, 1987","Panama City, Panama"
"Actor,Producer,Soundtrack",no awards no nominations,"Transamerica,The Rookie: Feds,Fifty Dead Men Walking,Dawn of the Dead",(1.77 m,"September 19, 1984","Woodstock, Ontario, Canada"
"Actress,Writer,Soundtrack",no awards no nominations,"Schitt's Creek,The Plateaus,Fingernails,Rookie Blue",1.70 m,"December 19, 1986","Ottawa, Ontario, Canada"
Actor,no awards no nominations,"Sling Blade,The Fast and the Furious: Tokyo Drift,42,Friday Night Lights",1.75 m,"November 29, 1982","Speake, Alabama, USA"
Actor,no awards no nominations,"That '90s Show,Pocket,Colin in Black & White,Borrasca",(1.71 m,March 10,"New York City, New York, USA"
"Actress,Music Department,Producer",no awards no nominations,"A Cinderella Story,The Lizzie McGuire Movie,The Perfect Man,Raise Your Voice",1.57 m,"September 28, 1987","Houston, Texas, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"X-Men: The Last Stand,Grey's Anatomy,Feast,Burlesque",1.85 m,"November 9, 1972","San Francisco, California, USA"
"Actress,Writer,Director",no awards no nominations,"The Sopranos,Assault on Precinct 13,Swordfish,Dark Places",1.68 m,"January 19, 1972","Queens, New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Cobra Kai,Stargirl,Woke,Doom Patrol",1.60 m,"January 19, 1972","Queens, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Orange Is the New Black,In the Heights,Joy,The Cobbler",1.65 m,"December 3, 1982","Santo Domingo, Dominican Republic"
"Actor,Producer,Soundtrack",no awards no nominations,"The Sopranos,Enough Said,Killing Them Softly,The Mexican",(1.84 m,"September 18, 1961","Westwood, New Jersey, USA"
"Actress,Soundtrack",no awards no nominations,"Claire-ity,Mighty Joe Young,Paul's Promise,Visiting Hours",1.65 m,"September 2, 1955","Greenwich, Connecticut, USA"
"Actress,Soundtrack",no awards no nominations,"West Side Story,The Hunger Games: The Ballad of Songbirds and Snakes,Shazam! Fury of the Gods,Snow White",1.57 m,"May 3, 2001","Hackensack, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"The Breakfast Club,Wargames,High Art,Short Circuit",1.65 m,"June 13, 1962","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"An American Werewolf in London,Logan's Run,The Avengers,Walkabout",1.70 m,"December 20, 1952","Taunton, Somerset, England, UK"
"Actress,Producer,Director",no awards no nominations,"Pitch Black,Silent Hill,Man on Fire,Rogue",(1.67 m,"November 12, 1973","Melbourne, Victoria, Australia"
"Actress,Writer,Producer",no awards no nominations,"The to Do List,Hubie Halloween,Don't Worry, He Won't Get Far on Foot,All Hail King Julien",(1.67 m,"June 10, 1984","Leadville, Colorado, USA"
"Actor,Additional Crew,Producer",no awards no nominations,"Star Wars: Episode II - Attack of the Hammocks,The Lord of the Rings: The Two Towers,The Wicker Man,The Lord of the Rings: The Fellowship of the Ring",1.96 m,"May 27, 1922","Belgravia, London, England, UK"
"Actress,Producer,Second Unit Director or Assistant Director",no awards no nominations,"Scream,Yellowjackets,Scream!!,Laggies",(1.71 m,"March 21, 1994","Alameda, California, USA"
"Actor,Director,Writer",no awards no nominations,"What Is It?,Willard,River's Edge,American Gods",1.85 m,"April 20, 1964","New York City, New York, USA"
