prof,awards,famous,height,dob,birthplace
"Actor,Producer,Director",no awards no nominations,"The Ides of March,Michael Clayton,Up in the Air,Good Night, and Good Luck.",(1.80 m,"May 6, 1961","Lexington, Kentucky, USA"
"Actor,Director,Producer",no awards no nominations,"Calvary,The Guard,In Bruges,The Banshees of Inisherin",(1.86 m,"March 29, 1955","Dublin, Ireland"
"Actor,Producer,Soundtrack",no awards no nominations,"Casino Royale,No Time to Die,Skyfall,Spectre",(1.78 m,"March 2, 1968","Chester, Cheshire, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"The Magnificent Seven,The Girl on the Train,Swallow,Music and Lyrics",1.73 m,"January 7, 1988","Fort Myers, Florida, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"The Legend of Vox Machina,Call of Duty: Vanguard,The Last of Us: Part II,Spider-Man",1.65 m,"May 28, 1981","Biloxi, Mississippi, USA"
"Actress,Producer",no awards no nominations,"Deadpool,Serenity,Deadpool 2,V",(1.71 m,"June 2, 1979","Rio de Janeiro, Rio de Janeiro, Brazil"
"Actress,Soundtrack,Music Department",no awards no nominations,"Baby Driver,I Care a Lot,Godzilla vs. Kong,Fast & Furious Presents: Hobbs & Shaw",1.73 m,"January 30, 1990","Mexico City, Distrito Federal, Mexico"
Actress,no awards no nominations,"Jurassic World Dominion,Jurassic World: Fallen Kingdom,Plane,The Vampire Diaries",1.65 m,February 20,"Oakland, California, USA"
"Actress,Producer,Sound Department",no awards no nominations,"Spider-Man: Homecoming,The Greatest Showman,Malcolm & Marie,Spider-Man: No Way Home",(1.78 m,"September 1, 1996","Oakland, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Set It Up,The Politician,Before I Fall,Zombieland: Double Tap",1.63 m,"November 10, 1994","Los Angeles, California, USA"
"Actress,Producer",no awards no nominations,"Father of the Bride,Morbius,True Detective,6 Underground",1.70 m,"April 25, 1992",Puerto Rico
"Actress,Producer,Director",no awards no nominations,"The Patriot,Say My Name,The Ark,Cesar Chavez",1.63 m,February 12,"Long Island, New York, USA"
"Actress,Soundtrack",no awards no nominations,"American Splendor,Synecdoche, New York,About Schmidt,Captain America: Civil War",1.70 m,"March 23, 1964","Englewood, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Justified,High Fidelity,American Pie 2,The Horse Whisperer",(1.77 m,"October 10, 1972","Thomasville, Georgia, USA"
"Actress,Writer,Producer",no awards no nominations,"Girls,Get Out,The Perfection,Peter Pan Live!",(1.67 m,"April 13, 1988","New Canaan, Connecticut, USA"
"Actress,Producer",no awards no nominations,"1883,Bright,Den of Thieves,House of Lies",1.73 m,"February 8, 1981","St. Petersburg, Florida, USA"
"Actress,Producer,Writer",no awards no nominations,"New Girl,Oldboy,Killing Gunther,Folk Hero & Funny Guy",1.70 m,"August 3, 1980","London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Fences,The Help,Widows,Suicide Squad",1.65 m,"August 11, 1965","St. Matthews, South Carolina, USA"
"Actress,Writer,Producer",no awards no nominations,"Infinity Pool,A Lot of Nothing,Dopesick,In the Shadow of the Moon",1.65 m,"October 29, 1987","Byron Bay, New South Wales, Australia"
Actress,no awards no nominations,"The Bold Type,The White Lotus,The Lost Valentine,Miss Sloane",(1.62 m,"April 25, 1990","Longmeadow, Massachusetts, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Casino Royale,Penny Dreadful,The Dreamers,Sin City: A Dame to Kill For",1.70 m,"July 6, 1980","Paris, France"
"Producer,Director,Writer",no awards no nominations,"Mama,It,It Chapter Two,Mamá",1.70 m,"August 26, 1973","Buenos Aires, Federal District, Argentina"
"Actress,Producer,Composer",no awards no nominations,"True Grit,The Edge of Seventeen,Bumblebee,Pitch Perfect 3",(1.74 m,"December 11, 1996","Tarzana, Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Piano,X-Men,X2,The Squid and the Whale",1.63 m,"July 24, 1982","Winnipeg, Manitoba, Canada"
"Actress,Producer,Additional Crew",no awards no nominations,"Klute,Barbarella,Youth,Monster-in-Law",1.70 m,"December 21, 1937","Manhattan, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"The Elite Squad,Narcos,Tropa de Elite 2: O Inimigo Agora é Outro,Marighella",(1.80 m,"June 27, 1976","Rodelas, Bahia, Brazil"
"Actress,Producer,Director",no awards no nominations,"The Constant Gardener,The Lobster,The Mummy,The Fountain",1.68 m,"March 7, 1970","Westminster, London, England, UK"
"Actress,Producer,Writer",no awards no nominations,"The Favourite,Tyrannosaur,The Lost Daughter,The Lobster",1.70 m,"January 30, 1974","Norwich, Norfolk, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"Star Trek,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Return of the King,Doom",1.85 m,"June 7, 1972","Wellington, New Zealand"
"Actress,Producer,Director",no awards no nominations,"When Harry Met Sally...,You've Got Mail,Sleepless in Seattle,City of Angels",1.75 m,"November 19, 1961","Fairfield, Connecticut, USA"
"Actor,Producer,Executive",no awards no nominations,"About a Boy,Mad Max: Fury Road,Warm Bodies,X-Men: Days of Future Past",(1.89 m,"December 7, 1989","Wokingham, Berkshire, England, UK"
"Producer,Director,Actor",no awards no nominations,"Taxi Driver,Mean Streets,GoodFellas,The Age of Innocence",1.60 m,"November 17, 1942","Queens, New York City, New York, USA"
"Actor,Additional Crew,Director",no awards no nominations,"Dog Soldiers,Equilibrium,Event Horizon,Goal! The Dream Begins",3 m,"June 4, 1964","London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"Oblivion,Quantum of Solace,Hitman,Vampire Academy",(1.76 m,"November 14, 1979","Berdyansk, Zaporozhye Oblast, Ukrainian SSR, USSR [now Zaporizhia Oblast, Ukraine]"
"Actress,Producer,Director",no awards no nominations,"12 Years a Slave,Run,American Horror Story,Glass",1.68 m,"December 17, 1974","Tampa, Florida, USA"
"Actress,Soundtrack",no awards no nominations,"G.I. Joe: Retaliation,John Wick,Legion,Friday Night Lights",(1.80 m,"May 6, 1983","Toledo, Ohio, USA"
"Actor,Producer,Director",no awards no nominations,"The Dark Knight,Tinker Tailor Soldier Spy,Darkest Hour,Dracula",(1.74 m,"March 21, 1958","New Cross, London, England, UK"
"Actor,Writer,Music Department",no awards no nominations,"Twilight,The Twilight Saga: Eclipse,The Batman,The Twilight Saga: Breaking Dawn - Part 1",1.85 m,"May 13, 1986","Barnes, London, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"The Big Bang Theory,The Wedding Ringer,8 Simple Rules... For Dating My Teenage Daughter,Virtuosity",1.68 m,"November 30, 1985","Camarillo, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Traffic,Flightplan,Swimfan,The Perfect Score",1.65 m,"August 19, 1982","Seattle, Washington, USA"
"Actress,Producer,Music Department",no awards no nominations,"My Week with Marilyn,Blue Valentine,Manchester by the Sea,Take This Waltz",1.63 m,"September 9, 1980","Kalispell, Montana, USA"
"Actor,Producer,Director",no awards no nominations,"Avengers: Endgame,No Country for Old Men,Avengers: Infinity War,Inherent Vice", (1.79 m,"February 12, 1968","Santa Monica, California, USA"
"Actress,Writer,Soundtrack",no awards no nominations,"Hustle,Life of the Party,Puss in Boots: The Last Wish,Bratz", (1.79 m,"July 27, 1983","Kansas City, Missouri, USA"
"Actress,Producer,Music Department",no awards no nominations,"The Neon Demon,Contact,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Catching Fire",(1.67 m,"November 21, 1984","Sparks, Nevada, USA"
"Actor,Producer,Director",no awards no nominations,"Wall Street,Behind the Candelabra,Basic Instinct,Fatal Attraction",(1.78 m,"September 25, 1944","New Brunswick, New Jersey, USA"
Actress,no awards no nominations,"Young Sheldon,Wish Upon,Modern Family,I See You",(1.56 m,"January 3, 2008","San Diego, California, USA"
"Actress,Producer,Music Department",no awards no nominations,"Moulin Rouge!,The Hours,Rabbit Hole,Cold Mountain", (1.79 m,"June 20, 1967","Honolulu, Hawaii, USA"
"Actress,Producer,Editorial Department",no awards no nominations,"Buffy the Vampire Slayer,Cruel Intentions,Scooby-Doo,I Know What You Did Last Summer",1.63 m,"April 14, 1977","New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Training Day,Before Sunrise,Before Midnight,Before Sunset", (1.79 m,"November 6, 1970","Austin, Texas, USA"
"Actress,Producer",no awards no nominations,"Felicity,Waitress,Mission: Impossible III,Dawn of the Planet of the Apes",1.63 m,"March 23, 1976","Fountain Valley, California, USA"
"Actress,Director,Writer",no awards no nominations,"Snow White and the Huntsman,The Twilight Saga: Eclipse,Twilight,The Twilight Saga: Breaking Dawn - Part 1",1.65 m,"April 9, 1990","Los Angeles, California, USA"
"Actress,Director,Soundtrack",no awards no nominations,"Diary of a Wimpy Kid: Dog Days,Bunk'd,27 Dresses,Remember Me",(1.69 m,"April 6, 1998","Florida, USA"
Actor,no awards no nominations,"Stoker,The Imitation Game,Watchmen,Chasing Liberty",1.88 m,"April 3, 1978","Exeter, Devon, England, UK"
"Actress,Soundtrack",no awards no nominations,"The Whale,Stranger Things,Fear Street: Part Two - 1978,Eli",(1.59 m,"April 16, 2002","Brenham, Texas, USA"
"Actress,Producer,Director",no awards no nominations,"10 Things I Hate About You,Save the Last Dance,The Prince & Me,Silver Linings Playbook",1.70 m,"March 28, 1981","New York City, New York, USA"
"Actor,Soundtrack",no awards no nominations,"A Serious Man,Call Me by Your Name,The Shape of Water,Boardwalk Empire",1.73 m,"July 5, 1968","Long Beach, California, USA"
"Actress,Soundtrack",no awards no nominations,"Normal People,War of the Worlds,Pond Life,Cold Feet",(1.69 m,"May 24, 1998","Islington, London, England, UK"
Actress,no awards no nominations,"Licence to Kill,Law & Order,Sleepless in Seattle,Leaving Las Vegas",(1.78 m,"February 11, 1961","Huntington, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"The Hottie & the Nottie,House of Wax,Repo! The Genetic Opera,Pledge This!",(1.71 m,"February 17, 1981","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Malèna,The Matrix Revolutions,The Matrix Reloaded,Shoot 'Em Up",(1.71 m,"September 30, 1964","Città di Castello, Umbria, Italy"
"Actress,Soundtrack",no awards no nominations,"The Mummy,Annabelle,X: First Class,Malignant",1.70 m,"September 5, 1984","Oxford, Oxfordshire, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"The Avengers,Thor: Ragnarok,Snow White and the Huntsman,Star Trek",1.91 m,"August 11, 1983","Melbourne, Victoria, Australia"
Actress,no awards no nominations,"1923,The Throwback",,,
"Actor,Producer,Writer",no awards no nominations,"Black Panther,Captain America: Civil War,Avengers: Infinity War,Avengers: Endgame",3 m,"November 29, 1976","Anderson, South Carolina, USA"
"Actor,Producer,Executive",no awards no nominations,"Les Misérables,Logan,X-Men,X-Men Origins: Wolverine",1.91 m,"October 12, 1968","Sydney, New South Wales, Australia"
"Actor,Soundtrack",no awards no nominations,"Guardians of the Galaxy,The Good Shepherd,The Fall,The Hobbit: The Battle of the Five Armies",1.96 m,"March 25, 1979","Chickasha, Oklahoma, USA"
Actress,no awards no nominations,"Upright,House of the Dragon,Furlough",1.65 m,"April 11, 2000","Sydney, Australia"
"Actress,Producer,Additional Crew",no awards no nominations,"Aquaman,The Rum Diary,Drive Angry,3 Days to Kill",1.70 m,"April 22, 1986","Austin, Texas, USA"
"Actress,Writer",no awards no nominations,"Guardians of the Galaxy Vol. 2,Oldboy,Avengers: Infinity War",1.70 m,"May 3, 1986","Quebec City, Quebec, Canada"
"Actress,Producer,Director",no awards no nominations,"Before We Go,Star Trek Into Darkness,She's Out of My League,Men in Black 3",(1.66 m,"February 6, 1982","London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"The Sixth Sense,Artificial Intelligence: AI,Pay It Forward,Secondhand Lions",1.68 m,"April 10, 1988","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"Planetary War,I Am Sam,Man on Fire,Bees' Secret Life",1.63 m,"February 23, 1994","Conyers, Georgia, USA"
"Actress,Director,Writer",no awards no nominations,"The Lovely Bones,iZombie,A Christmas Prince,The Piano",(1.62 m,"October 10, 1988","Auckland, New Zealand"
"Actor,Producer,Soundtrack",no awards no nominations,"The Lord of the Rings: The Fellowship of the Ring,Pirates of the Caribbean: The Curse of the Black Pearl,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers",(1.80 m,"January 13, 1977","Canterbury, Kent, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Outlander,A Princess for Christmas,Island at War,Young Alexander the Great",(1.89 m,"April 30, 1980","New Galloway, Dumfriesshire, Scotland, UK"
"Writer,Producer,Director",no awards no nominations,"La La Land,Whiplash,First Man,10 Cloverfield Lane",(1.77 m,"January 19, 1985","Providence, Rhode Island, USA"
"Actor,Producer,Director",no awards no nominations,"Jack Ryan,A Quiet Place,The Office,A Quiet Place Part II",1.91 m,"October 20, 1979","Newton, Massachusetts, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Crash,Westworld,Mission: Impossible II,The Pursuit of Happyness",1.60 m,"November 6, 1972","Westminster, London, England, UK"
"Writer,Producer,Actor",no awards no nominations,"What We Do in the Shadows,Jojo Rabbit,Hunt for the Wilderpeople,Boy",(1.84 m,"August 16, 1975","Wellington, New Zealand"
"Actress,Additional Crew,Producer",no awards no nominations,"La vie d'Adèle,Spectre,No Time to Die,Midnight in Paris",1.68 m,"July 1, 1985","Paris, France"
"Actress,Soundtrack",no awards no nominations,"Crazy Ex-Girlfriend,The Big Sick,Your Place or Mine,The Christmas Chronicles",(1.78 m,"September 13, 1985","New Mexico, USA"
"Actress,Producer,Writer",no awards no nominations,"The Hateful Eight,Single White Female,Short Cuts,Eclipse Total",1.60 m,"February 5, 1962","Hollywood, Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Blacklist,Boston Legal,Sex, Lies, and Videotape,Avengers: Age of Ultron",(1.77 m,"February 7, 1960","Boston, Massachusetts, USA"
Actress,no awards no nominations,"Avengers: Endgame,Blended,The Magic of Belle Isle,Lost in the Sun",1.75 m,September 15,"Dallas, Texas, USA"
"Actress,Writer,Producer",no awards no nominations,"24,The Twilight Saga: Breaking Dawn - Part 1,Twilight,The Twilight Saga: Eclipse",1.63 m,"February 16, 1972","St. Louis, Missouri, USA"
"Actress,Music Department,Soundtrack",no awards no nominations,"Transformers: The Last Knight,Dora and the Lost City of Gold,Instant Family,Sicario 2: Soldado",1.55 m,"July 10, 2001","Cleveland, Ohio, USA"
"Actress,Producer,Writer",no awards no nominations,"Battlestar Galactica,Riddick,Halloween: The Homecoming,Oculus",1.68 m,"April 8, 1980","Portland, Oregon, USA"
"Actor,Producer,Director",no awards no nominations,"Inglourious Basterds,Django Unchained,The Zero Theorem,Carnage",(1.71 m,"October 4, 1956","Vienna, Austria"
"Actress,Producer",no awards no nominations,"The Departed,Jack Reacher,Gangcheolbi,The Dead Zone",(1.76 m,"February 14, 1973","San Diego County, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Ex Machina,Inside Llewyn Davis,A Most Violent Year,Star Wars: The Last Jedi",(1.74 m,"March 9, 1979","Guatemala City, Guatemala"
"Actress,Producer,Camera and Electrical Department",no awards no nominations,"Pirates of the Caribbean: The Curse of the Black Pearl,Pride & Prejudice,Atonement,The Imitation Game",1.70 m,"March 26, 1985","Teddington, Middlesex, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Avengers,Captain America: The First Avenger,Captain America: Civil War,Captain America: The Winter Soldier",3 m,"June 13, 1981","Boston, Massachusetts, USA"
"Actor,Writer,Producer",no awards no nominations,"Community,Deliver Us from Evil,The Happytime Murders,Spy Kids 4: All the Time in the World",1.93 m,"November 20, 1971","Rome, Lazio, Italy"
"Actor,Producer,Soundtrack",no awards no nominations,"17 Again,High School Musical 3: Senior Year,Hairspray,Extremely Wicked, Shockingly Evil and Vile",1.73 m,"October 18, 1987","San Luis Obispo, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Fantastic Four,Happythankyoumoreplease,Shooter,The Martian",1.57 m,"February 27, 1983","Bedford, New York, USA"
"Actress,Producer,Director",no awards no nominations,"I Know What You Did Last Summer,I Still Know What You Did Last Summer,The Tuxedo,Heartbreakers",1.57 m,"February 21, 1979","Waco, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"The Slammin' Salmon,Doom Patrol,The Big Bang Theory,Drop Dead Diva",1.70 m,"July 30, 1980","Vallejo, California, USA"
"Actress,Additional Crew",no awards no nominations,"Stateless,The Handmaid's Tale,Dexter,The Predator",(1.76 m,"July 30, 1982","Maroubra, Sydney, New South Wales, Australia"
"Actress,Producer,Soundtrack",no awards no nominations,"Criminal Minds,How I Met Your Father,Hollywood,Community",1.73 m,"March 10, 1969","Concord, Massachusetts, USA"
"Actress,Soundtrack",no awards no nominations,"Star Wars: Episode IX - The Rise of Skywalker,24 Hour Party People,Miss Pettigrew Lives for a Day,Harry Potter and the Goblet of Fire",(1.54 m,"November 24, 1965","Kincardine, Fife, Scotland, UK"
"Actor,Writer,Producer",no awards no nominations,"Thor: Love and Thunder,Ted Lasso,SuperBob,Shrinking", (1.80 m,July 17,United Kingdom
"Actor,Writer,Producer",no awards no nominations,"The Nutty Professor,Dreamgirls,Coming to America,Shrek",(1.78 m,"April 3, 1961","Brooklyn, New York City, New York, USA"
"Actor,Producer,Sound Department",no awards no nominations,"The Hurt Locker,The Town,Wind River,The Avengers",(1.74 m,"January 7, 1971","Modesto, California, USA"
"Actor,Writer,Producer",no awards no nominations,"All the Money in the World,Broadchurch,Garrow's Law,The ABC Murders",1.85 m,"February 19, 1979","Stockport, Cheshire, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Half-Life 2,Half-Life 2: Episode One,The Last of Us,Half-Life 2: Episode Two",1.73 m,"May 31, 1975","Okinawa, Japan"
"Actor,Producer,Writer",no awards no nominations,"Chinatown,As Good as It Gets,The Departed,One Flew Over the Cuckoo's Nest",(1.77 m,"April 22, 1937","Neptune, New Jersey, USA"
"Actress,Additional Crew",no awards no nominations,"Killer Fish,Inner Sanctum,Inner Sanctum II,Lipstick",3 m,"February 16, 1954","Portland, Oregon, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Wonder Woman,Red Notice,Wonder Woman 1984,Death on the Nile",(1.78 m,"April 30, 1985","Rosh Ha'ayin, Israel"
"Actress,Producer",no awards no nominations,"Detroit: Become Human,Blair Witch,The Twilight Saga: Breaking Dawn - Part 2,The Following",1.63 m,"February 12, 1986","Orange County, California, USA"
"Actor,Writer",no awards no nominations,"Private Practice,The Red Line,The Good Doctor,Away",1.88 m,"February 12, 1986","Orange County, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Frozen,Veronica Mars,Veronica Mars,Forgetting Sarah Marshall",1.55 m,"July 18, 1980","Huntington Woods, Michigan, USA"
"Actor,Producer,Writer",no awards no nominations,"Sons of Anarchy,Pacific Rim,Children of Men,King Arthur: Legend of the Sword",3 m,"April 10, 1980","Newcastle upon Tyne, Tyne and Wear, England, UK"
Actress,no awards no nominations,"Shrinking,Generation,An Autumn Summer,The Young Wife",3 m,"October 27, 2001",Indonesia
"Actress,Writer,Director",no awards no nominations,"In a World...,No Escape,No Strings Attached,It's Complicated",1.73 m,"March 24, 1979","New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Dirty Dancing,Ferris Bueller's Day Off,Red Dawn,Kaze Tachinu",1.60 m,"March 26, 1960","New York City, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"The Pacifier,Disconnect,House at the End of the Street,Chloe",(1.80 m,"October 14, 1988","Los Altos Hills, California, USA"
"Actor,Producer,Director",no awards no nominations,"The Lord of the Rings: The Return of the King,Captain Fantastic,The Lord of the Rings: The Two Towers,Eastern Promises",(1.80 m,"October 20, 1958","Manhattan, New York City, New York, USA"
"Writer,Actor,Producer",no awards no nominations,"Nobody,Better Call Saul,Mr. Show with Bob and David,Nebraska",1.75 m,"October 22, 1962","Naperville, Illinois, USA"
Actress,no awards no nominations,"Logan,The Acolyte,His Dark Materials,Ana",1.55 m,"January 4, 2005","Madrid, Spain"
"Actor,Producer,Writer",no awards no nominations,"The Office,The 40 Year Old Virgin,Foxcatcher,The Big Short",1.75 m,"August 16, 1962","Concord, Massachusetts, USA"
"Actress,Producer,Writer",no awards no nominations,"The In-Between,Secondhand Lions,Wizards of Waverly Place,Wizards of Waverly Place: The Movie",1.63 m,"February 12, 1993","Arlington, Texas, USA"
"Actress,Director,Producer",no awards no nominations,"Orange Is the New Black,That '70s Show,The Hero,The Girl on the Train",(1.78 m,"March 7, 1980","Watchung, New Jersey, USA"
"Actress,Stunts",no awards no nominations,"M3gan,Sweet Tooth,The Tank,The South Jersey Horror Podcast",(1.78 m,"March 7, 1980","Watchung, New Jersey, USA"
"Actor,Producer,Executive",no awards no nominations,"The Core,Hustle & Flow,The New Guy,Road Trip",3 m,"June 10, 1978","Nashville, Tennessee, USA"
"Actress,Producer,Writer",no awards no nominations,"Warm Bodies,Lights Out,I Am Number Four,Berlin Syndrome",(1.64 m,"February 26, 1986","Adelaide, South Australia, Australia"
"Actress,Soundtrack",no awards no nominations,Black Swan,1.68 m,"October 29, 1985","Bournemouth, Dorset, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Star Trek: The Next Generation,Star Trek: Picard,Maze,Marker",1.73 m,"March 2, 1949","Cuyahoga Falls, Ohio, USA"
"Producer,Actor,Director",no awards no nominations,"Tropic Thunder,Zoolander,Zoolander 2,The Secret Life of Walter Mitty",1.70 m,"November 30, 1965","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"As Above, So Below,Hamlet,Ready Player One,Spice Girls",1.63 m,"December 25, 1985","Cardiff, Wales, UK"
Actress,no awards no nominations,"Shooter,The Boys,For All Mankind,The Flash",1.73 m,"July 25, 1985","Luverne, Minnesota, USA"
"Producer,Actor,Writer",no awards no nominations,"Talladega Nights: The Ballad of Ricky Bobby,Anchorman 2: The Legend Continues,Anchorman: The Legend of Ron Burgundy,Blades of Glory",1.91 m,"July 16, 1967","Irvine, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Run Fatboy Run,Kimi,All Hail King Julien,Slumberland",1.60 m,June 27,"Kingston upon Thames, Surrey, England, UK"
"Actor,Director,Producer",no awards no nominations,"Honey Boy,The Peanut Butter Falcon,Fury,Transformers",(1.76 m,"June 11, 1986","Los Angeles, California, USA"
"Actor,Producer",no awards no nominations,"Terminator 2: Judgment Day,The Faculty,Fire in the Sky,The Marine", (1.82 m,"November 5, 1958","Marietta, Georgia, USA"
"Actress,Producer,Director",no awards no nominations,"The Middle,Star vs. The Forces of Evil,Weeds,Veronica Mars",1.57 m,"December 26, 1991","Los Angeles, California, USA"
"Actress,Music Department,Producer",no awards no nominations,"Sofia the First,Mr. Peabody & Sherman,Kiss Kiss Bang Bang,Modern Family",1.55 m,"January 28, 1998","Los Angeles, California, USA"
Actress,no awards no nominations,"The Suicide Squad,Parque Mayer,Road House,Guardians of the Galaxy Vol. 3",(1.68 m,"November 1, 1996","Almada, Portugal"
Actress,no awards no nominations,"Swamp Thing,Gotham,Crazy, Stupid, Love.,Teen Wolf",1.73 m,"February 6, 1985","Detroit, Michigan, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Underworld: Evolution,Underworld,Van Helsing,Vacancy",1.70 m,"July 26, 1973","Finsbury Park, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Arrested Development,Bad Words,Zootopia,Game Night",(1.80 m,"January 14, 1969","Rye, New York, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Ginger & Rosa,The Neon Demon,Mad Men,Bad Santa 2",1.73 m,"May 3, 1975","Knoxville, Tennessee, USA"
"Actress,Director,Writer",no awards no nominations,"Ready or Not,Three Billboards Outside Ebbing, Missouri,Guns Akimbo,Bill & Ted Face the Music",1.65 m,"February 23, 1992","Adelaide, South Australia, Australia"
Actress,no awards no nominations,"The Foreigner,Fringe,Into the Badlands,Star Trek: Picard",1.63 m,"March 28, 1961","Dublin, Ireland"
"Actor,Producer,Director",no awards no nominations,"Terminator 2: Judgment Day,The 6th Day,Last Action Hero,The Terminator",1.88 m,"July 30, 1947","Thal, Styria, Austria"
"Actor,Additional Crew,Writer",no awards no nominations,"Hannibal,Jagten,Doctor Strange,Binge Drinking",3 m,"November 22, 1965","Østerbro, Copenhagen, Denmark"
"Actor,Producer,Writer",no awards no nominations,"Star Trek,Wonder Woman,Star Trek Beyond,Star Trek Into Darkness",(1.84 m,"August 26, 1980","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"In Time,The Normal Heart,Magic Mike XXL,Magic Mike",(1.80 m,"October 11, 1977","Webster Groves, Missouri, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Watchmen,Gerald's Game,American Gangster,San Andreas",1.65 m,"August 29, 1971","Sarasota, Florida, USA"
"Actress,Soundtrack",no awards no nominations,"Scott Pilgrim vs. The World,Goon,Milk,Dan in Real Life",(1.69 m,"November 27, 1985","Toronto, Ontario, Canada"
"Additional Crew,Actress",no awards no nominations,"Fierce Creatures,Clarkson's Farm,Loose Women",,,
"Actor,Producer,Director",no awards no nominations,"There Will Be Blood,Little Miss Sunshine,12 Years a Slave,Love & Mercy",(1.84 m,"June 19, 1984","New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Ready Player One,Me and Earl and the Dying Girl,Sound of Metal,Thoroughbreds",(1.66 m,"December 27, 1993","Oldham, Greater Manchester, England, UK"
"Actress,Producer,Director",no awards no nominations,"American Pie,Scary Movie,Jay and Silent Bob Reboot,Love Actually",(1.78 m,"September 7, 1973","Houston, Texas, USA"
"Actress,Director,Producer",no awards no nominations,"Sweeney Todd: The Demon Barber of Fleet Street,Les Misérables,Fight Club,The King's Speech",1.57 m,"May 26, 1966","Golders Green, London, England, UK"
Actor,no awards no nominations,"Game of Thrones,Birdsong,In the Heart of the Sea,Ripper Street",(1.80 m,"March 21, 1974","Oxford, England, UK"
"Actor,Music Department,Producer",no awards no nominations,"The Irishman,Game Night,The Power of the Dog,Battleship",(1.78 m,"April 2, 1988","Dallas, Texas, USA"
"Actress,Producer,Script and Continuity Department",no awards no nominations,"Two Night Stand,Manhattan Love Story,Crazy, Stupid, Love.,Warm Bodies",(1.77 m,"November 9, 1988","Minneapolis, Minnesota, USA"
"Actress,Producer,Executive",no awards no nominations,"The Mortal Instruments: City of Bones,Love, Rosie,Mirror Mirror,Abduction",1.65 m,"March 18, 1989","Guildford, Surrey, England, UK"
"Actress,Producer,Director",no awards no nominations,"Everything Everywhere All at Once,Halloween,True Lies,Halloween H20: 20 Years Later",1.70 m,"November 22, 1958","Los Angeles, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Illusionist,Total Recall,Next,The Texas Chainsaw Massacre",1.70 m,"March 3, 1982","Ely, Minnesota, USA"
"Actor,Producer,Director",no awards no nominations,"It,It Chapter Two,Barbarian,Deadpool 2",(1.92 m,"August 9, 1990","Vällingby, Sweden"
"Actress,Producer",no awards no nominations,"Fast & Furious 7,Maze Runner: The Scorch Trials,Game of Thrones,Fast & Furious 9",1.70 m,"March 2, 1989","Southend-on-Sea, Essex, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Ace Ventura: Pet Detective,Eternal Sunshine of the Spotless Mind,The Mask,Bruce Almighty",1.88 m,"January 17, 1962","Newmarket, Ontario, Canada"
"Actress,Music Department,Producer",no awards no nominations,"Spy Kids 2: Island of Lost Dreams,Spy Kids,Spy Kids 3: Game Over,From Prada to Nada",1.55 m,"August 27, 1988","Miami, Florida, USA"
