prof,awards,famous,height,dob,birthplace
"Actress,Writer,Soundtrack",no awards no nominations,"2 Broke Girls,Monsters University,Hello, My Name Is Doris,Untitled True Crime Comedy",1.65 m,"December 26, 1985","Lancaster, Pennsylvania, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Dumbbells,12 Rounds,Surrogates,The Event",1.70 m,"April 29, 1984","Arlington, Texas, USA"
"Actor,Soundtrack",no awards no nominations,"The Bye Bye Man,Snatch,Emily in Paris,Supernatural",(1.77 m,"June 9, 1992","Ribble Valley, Lancashire, England, UK"
"Actress,Writer",no awards no nominations,"L.A. Law,Six Feet Under,Big Love,Brothers & Sisters",1.68 m,"February 13, 1962","Las Vegas, Nevada, USA"
"Actor,Producer,Director",no awards no nominations,"A River Runs Through It,Fire in the Sky,Some Kind of Wonderful,The Program",1.88 m,"April 23, 1960","York, Pennsylvania, USA"
"Actress,Stunts",no awards no nominations,"The 100,50/50,Tracers",1.65 m,"June 17, 1986","Thunder Bay, Ontario, Canada"
"Actress,Director,Writer",no awards no nominations,"Stella Blómkvist,One Day,Poldark,Blank",1.70 m,"May 22, 1988","Reykjavik, Iceland"
Actress,no awards no nominations,"Masters of the Universe,They Live,The Lords of Salem,31",(1.69 m,"May 10, 1948","Reading, Pennsylvania, USA"
Actor,no awards no nominations,"Vikings,The Bombardment,Krigen,Koldt på toppen", (1.82 m,"May 20, 1994","Slagelse, Denmark"
Actress,no awards no nominations,"Weird Science,Hard to Kill,Wrongfully Accused,The Woman in Red",1.73 m,"March 24, 1960","New York City, New York, USA"
"Actress,Writer,Additional Crew",no awards no nominations,"Unfinished Business,Forgetting Sarah Marshall,Year One,Long Shot",1.75 m,"January 4, 1980","Rockville Centre, Long Island, New York, USA"
"Actress,Producer,Director",no awards no nominations,"Bonnie and Clyde,Network,Chinatown,Mommie Dearest",1.70 m,"January 14, 1941","Bascom, Florida, USA"
"Actor,Soundtrack",no awards no nominations,"Serenity,Independence Day,Full Metal Jacket,The Patriot",1.93 m,"February 27, 1962","Winnetka, Illinois, USA"
Actor,no awards no nominations,"Big Little Lies,24,Flight 93,I'm Dying Up Here",1.85 m,"March 11, 1962","Ridgewood, New Jersey, USA"
Actress,no awards no nominations,"Orange,Kasane,Rurouni Kenshin: Kyoto Inferno,Rurouni Kenshin: The Legend Ends",(1.54 m,"February 3, 1995","Tokyo, Japan"
"Actor,Additional Crew,Production Manager",no awards no nominations,"GoldenEye,Congo,Mars Attacks!,The Living Daylights",(1.89 m,"February 12, 1936","Groesbeck, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"How I Met Your Father,Grown-ish,The Secret Life of the American Teenager,Life-Size 2",1.60 m,"July 26, 1988","Los Angeles, California, USA"
"Actress,Additional Crew",no awards no nominations,"Rachel Getting Married,Your Sister's Sister,Poltergeist,La La Land",(1.67 m,"October 26, 1971","Flushing, Queens, New York City, New York, USA"
"Actor,Producer",no awards no nominations,"True Blood,Dead Silence,Legend of the Guardians: The Owls of Ga'Hoole,Knights of Badassdom", (1.79 m,"November 28, 1976","Sydney, New South Wales, Australia"
"Actor,Producer,Additional Crew",no awards no nominations,"My Big Fat Greek Wedding,Northern Exposure,Serendipity,The Messengers",1.96 m,"May 9, 1961","Wheeling, West Virginia, USA"
Actor,no awards no nominations,"The Bold Type,Reign,Good Witch,Assassin's Creed: Unity",(1.78 m,"May 9, 1961","Wheeling, West Virginia, USA"
"Actress,Producer,Director",no awards no nominations,"Laverne & Shirley,American Graffiti,The Conversation,The Creature Wasn't Nice",1.63 m,"August 22, 1947","Van Nuys, California, USA"
Actor,no awards no nominations,"Peaky Blinders,Land Girls,Magwitch,Brief Encounters",3 m,"August 22, 1947","Van Nuys, California, USA"
"Director,Actress,Writer",no awards no nominations,"The Godfather Part III,The Beguiled,The Virgin Suicides,Lost in Translation",(1.66 m,"May 14, 1971","New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"12 Years a Slave,Dirty Pretty Things,The Boy Who Harnessed the Wind,Serenity",(1.78 m,"July 10, 1977","Forest Gate, London, England, UK"
"Actress,Additional Crew",no awards no nominations,"Creature from the Black Lagoon,Code Red,Catchfire,McQ",1.68 m,"October 17, 1926","Waterloo, Iowa, USA"
"Actress,Producer,Director",no awards no nominations,"The Hand That Rocks the Cradle,Runaway Train,Risky Business,Wedding Crashers",(1.66 m,"August 29, 1959","Santa Rosa, California, USA"
"Actor,Producer,Production Department",no awards no nominations,"Star Wars: The Force Awakens,Attack the Block,Pacific Rim: Uprising,Star Wars: The Last Jedi",1.75 m,"March 17, 1992","Peckham, London, England, UK"
"Actor,Music Department,Additional Crew",no awards no nominations,"An American Werewolf in London,Detroit Rock City,Steel and Lace,Hot Dog ...The Movie", (1.79 m,"February 13, 1951","Hartford, Connecticut, USA"
"Actress,Soundtrack",no awards no nominations,"For All Mankind,Nope,The Looming Tower,I Saw the Light",1.65 m,"February 18, 1983","Lexington, South Carolina, USA"
"Actress,Soundtrack",no awards no nominations,"Pretty Little Liars,Frances Ha,Damages,As the World Turns",1.63 m,"June 24, 1981","Alameda County, California, USA"
"Actor,Music Department,Writer",no awards no nominations,"The Sopranos,Lilyhammer,Running Scared,Nine Months",(1.71 m,"November 22, 1950","Winthrop, Massachusetts, USA"
Actor,no awards no nominations,"Rome,Hap and Leonard,Altered Carbon,Fisherman's Friends",1.86 m,"June 3, 1964","Taunton, Somerset, England, UK"
"Actress,Composer,Soundtrack",no awards no nominations,"Hospital Massacre,The Love Boat,Fantasy Island,Mir hat es immer Spaß gemacht",1.60 m,"January 28, 1950","New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"UFO: It Is Here,Rubinrot,Saphirblau,Vikings: Valhalla",(1.74 m,1990,"Berlin, Germany"
"Actor,Producer,Writer",no awards no nominations,"Sling Blade,Three's Company,Problem Child,Bad Santa",(1.80 m,"September 17, 1948","Burbank, California, USA"
"Actor,Soundtrack",no awards no nominations,"The Great Escape,The Man from U.N.C.L.E.,Sapphire & Steel,Baby Driver",1.70 m,"September 19, 1933","Glasgow, Scotland, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Soul to Keep,Entangled,The Sound of Fear,Daybreak",1.70 m,"September 19, 1933","Glasgow, Scotland, UK"
"Actress,Director,Producer",no awards no nominations,"Crossing Jordan,Law & Order,Wild Hogs,Exit Wounds",1.70 m,"November 25, 1968","Edmonton, Alberta, Canada"
"Actor,Soundtrack",no awards no nominations,"Grey's Anatomy,The Wedding Planner,The Musketeer,Broken City", (1.80 m,"July 11, 1970","Springfield, Ohio, USA"
"Actor,Producer,Director",no awards no nominations,CSI: NY,1.75 m,"February 9, 1977","Dublin, Ireland"
"Actress,Soundtrack",no awards no nominations,"Red Eye,Epic Movie,American Made,The Smurfs",1.63 m,"July 16, 1979","Bristol, Sullivan County, Tennessee, USA"
"Actress,Soundtrack",no awards no nominations,"Luther,Dune,A Christmas Carol,Nymphomaniac: Vol. I",1.63 m,"August 16, 1961","Paddington, London, England, UK"
"Actress,Producer,Director",no awards no nominations,"Scandal,Ray,Save the Last Dance,Django Unchained",1.63 m,"January 31, 1977","The Bronx, New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Three Colors: White,2 Days in Paris,Before Sunrise,Before Sunset",1.73 m,"December 21, 1969","Paris, France"
"Actress,Producer,Writer",no awards no nominations,"Friend Request,Foursome,Cassandra French's Finishing School,Ember",1.73 m,"February 15, 1988","Roseburg, Oregon, USA"
"Actress,Producer,Director",no awards no nominations,"I Am Legend,Predators,Elysium,Repo Men",1.63 m,"April 15, 1983","São Paulo, São Paulo, Brazil"
"Actor,Producer,Soundtrack",no awards no nominations,"Ted Lasso,Murder on the Orient Express,Save Me",1.63 m,"March 31, 1992","Reading, England, UK"
"Actor,Producer",no awards no nominations,"Street Fighter,Hudson Hawk,Any Given Sunday,The Program",1.96 m,"February 13, 1969","Philadelphia, Pennsylvania, USA"
Actress,no awards no nominations,"The Weekend Away,Batwoman,The Royals,Need for Speed",1.96 m,"February 13, 1969","Philadelphia, Pennsylvania, USA"
"Actor,Director,Producer",no awards no nominations,"The Walking Dead,A Million Little Things,Only,Mercy",(1.71 m,"June 27, 1999","Atlanta, Georgia, USA"
"Actor,Writer,Producer",no awards no nominations,"BlacKkKlansman,Blended,Smothered by Mothers,B61",(1.71 m,"February 13, 1960","Brooklyn, New York, USA"
Actor,no awards no nominations,"Saving Private Ryan,Solaris,Secretary,Twister", (1.82 m,"October 8, 1969","Saugus, California, USA"
"Actress,Director,Writer",no awards no nominations,"Pretty Little Liars,Clara,Lauren,Consent",(1.74 m,"October 28, 1985","Los Angeles County, California, USA"
"Actor,Soundtrack",no awards no nominations,"Invasion of the Body Snatchers,The Vidiot,Innerspace,Invasion of the Body Snatchers",(1.78 m,"February 15, 1914","Seattle, Washington, USA"
"Actress,Director,Soundtrack",no awards no nominations,"Angel Heart,High Fidelity,Enemy of the State,The Cosby Show",1.57 m,"November 16, 1967","San Francisco, California, USA"
"Actor,Director,Producer",no awards no nominations,"Wild Wild West,Fish Called Wanda,Dave,In & Out",1.88 m,"October 24, 1947","St. Louis, Missouri, USA"
Actress,no awards no nominations,"Mad Max: Fury Road,Gods of Egypt,Parachute,Yellowjackets",(1.78 m,"January 6, 1996","Bunbury, Western Australia, Australia"
"Actress,Producer,Additional Crew",no awards no nominations,"Transparent,Socket,Eli Stone,The Peripheral",1.68 m,"March 28, 1962","Schaumburg, Illinois, USA"
"Actor,Writer,Composer",no awards no nominations,"The Stranger,Game of Thrones,Three Girls",3 m,"December 15, 1965","Clapham, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Jerry Maguire,Radio,Outbreak,Men of Honor", (1.79 m,"January 2, 1968","The Bronx, New York City, New York, USA"
Actress,no awards no nominations,"Last Night in Soho,Inspector George Gently,The Pass,Hebburn",1.63 m,"January 2, 1968","The Bronx, New York City, New York, USA"
"Director,Writer,Editor",no awards no nominations,"Midnight Mass,The Haunting of Hill House,Doctor Sleep,Gerald's Game",3 m,"May 20, 1978","Salem, Massachusetts, USA"
"Actress,Soundtrack",no awards no nominations,"The Beverly Hillbillies,The Twilight Zone,Frankie and Johnny,Checkmate",1.70 m,"September 26, 1932","Pride, Louisiana, USA"
"Actress,Producer,Writer",no awards no nominations,"Ghost,Sister Act,The Color Purple,Sister Act 2: Back in the Habit",1.65 m,"November 13, 1955","New York City, New York, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Hard Target,Alien 2,AVP: Alien vs. Predator,The Quick and the Dead", (1.79 m,"May 5, 1940","New York City, New York, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"1883,A Walk Among the Tombstones,The Affair,Nightmare Cinema", (1.79 m,"June 26, 1991","West Palm Beach, Florida, USA"
"Actor,Producer,Director",no awards no nominations,"Ocean's Eleven,The Godfather Part III,The Lost City,Ocean's Twelve",1.75 m,"April 12, 1956","Havana, Cuba"
"Actor,Director,Producer",no awards no nominations,"Ozark,Seven Seconds,Sirens,Castle", (1.79 m,"September 16, 1978","Iowa City, Iowa, USA"
"Actor,Writer,Director",no awards no nominations,"Dead Man's Shoes,The World's End,In America,Tyrannosaur",(1.80 m,"September 5, 1973","Burton-on-Trent, Staffordshire, England, UK"
"Writer,Producer,Director",no awards no nominations,"Planes, Trains & Automobiles,Ferris Bueller's Day Off,Uncle Buck,Weird Science",1.85 m,"February 18, 1950","Lansing, Michigan, USA"
"Actress,Producer,Director",no awards no nominations,"Catch Me If You Can,Rumor Has It...,Made of Honor,Eureka",1.63 m,"April 2, 1978","Farmington Hills, Michigan, USA"
"Actress,Producer,Writer",no awards no nominations,"National Treasure: Edge of History,Mr. Mercedes,UnREAL,Birth/Rebirth",(1.80 m,April 30,"Urbana, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"Yellowstone,Disappointment Blvd,Collateral Beauty,Miracles from Heaven",1.63 m,"February 18, 2004","Dallas, Texas, USA"
Actress,no awards no nominations,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles III,The Stepfather,Invincible",1.65 m,"May 17, 1965","Boston, Massachusetts, USA"
"Actress,Soundtrack",no awards no nominations,"Keeping Up Appearances,Hetty Wainthropp Investigates,Objects of Affection,Nicholas Nickleby",1.65 m,"February 17, 1929","Tranmere, Birkenhead, Cheshire, England, UK"
"Actor,Producer,Music Department",no awards no nominations,"Hotel Mumbai,The Accidental Prime Minister,Saaransh,Khosla Ka Ghosla!",1.68 m,"March 7, 1955","Shimla, Himachal Pradesh, India"
"Actress,Producer,Music Department",no awards no nominations,"Despicable Me 2,The School of Rock,iCarly,Despicable Me",1.68 m,"May 14, 1993","Los Angeles, California, USA"
"Actor,Writer,Producer",no awards no nominations,"Innerspace,The Santa Clause 3: The Escape Clause,Inherent Vice,Three Amigos!",1.73 m,"March 26, 1950","Hamilton, Ontario, Canada"
"Actor,Director,Writer",no awards no nominations,"Ben-Hur,The Ten Commandments,The Omega Man,Planet of the Apes",1.91 m,"October 4, 1923","Wilmette, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"Encanto,Feast of the Seven Fishes,Disney Television Discovers: Talent Showcase,Following Hannah Stone",1.65 m,"January 7, 1995","Miami, Florida, USA"
"Writer,Actor,Producer",no awards no nominations,"Spider-Man: Into the Spider-Verse,John Mulaney: Kid Gorgeous at Radio City,Chip 'n Dale: Rescue Rangers,Big Mouth",3 m,"August 26, 1982","Chicago, Illinois, USA"
"Actor,Cinematographer,Composer",no awards no nominations,"The Man in the High Castle,Midway,Person of Interest,No Ordinary Family",3 m,"May 18, 1990","Ohio, USA"
"Writer,Producer,Additional Crew",no awards no nominations,"Million Dollar Baby,The Godfather,Cannonball Run II,Megaforce",3 m,"March 28, 1930","Montreal, Quebec, Canada"
"Actress,Writer,Producer",no awards no nominations,"Scary Movie 2,Tin Man,Hollywoodland,Last Exit",1.63 m,"July 8, 1973","Hamilton, Ontario, Canada"
"Actor,Producer,Additional Crew",no awards no nominations,"Superman,Superman III,Superman IV: The Quest for Peace,Somewhere in Time",1.93 m,"September 25, 1952","New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"God of War: Ragnarök,God of War,Insidious: Chapter 2,Curse of Chucky",1.73 m,"October 1, 1976","Los Angeles, California, USA"
"Actor,Soundtrack",no awards no nominations,"Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,The Twilight Saga: Breaking Dawn - Part 2,Shameless",1.70 m,"March 13, 1984","Vancouver, British Columbia, Canada"
"Actor,Producer,Writer",no awards no nominations,"Blade,Somewhere,Immortals,Felon",(1.71 m,"July 29, 1973","Atlanta, Georgia, USA"
"Actress,Producer,Writer",no awards no nominations,"Star Trek: First Contact,Gretel & Hansel,Sleepwalkers,Thor: The Dark World",1.65 m,"June 28, 1954","Upington, South Africa"
"Actress,Producer",no awards no nominations,"Queen & Slim,After Yang,Anne Boleyn,The Last Ship",(1.76 m,"September 7, 1986","Peterborough, England, UK"
"Producer,Director,Writer",no awards no nominations,"Aftersun,Tuesday,Blue Christmas,Laps",(1.76 m,"June 13, 1987","Edinburgh, Scotland, UK"
"Actor,Director,Soundtrack",no awards no nominations,"Caddyshack,Michael Clayton,The Ace,The Pledge",1.85 m,"April 24, 1955","Mount Vernon, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Lust for Life,Spartacus,Paths of Glory,Ace in the Hole",1.75 m,"December 9, 1916","Amsterdam, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Nina Forever,The Missing,The Innocents,12 Monkeys",1.75 m,"December 9, 1916","Amsterdam, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Tootsie,Close Encounters of the Third Kind,Young Frankenstein,After Hours",1.70 m,"December 11, 1947","Lakewood, Ohio, USA"
"Actress,Producer,Director",no awards no nominations,"Requiem for a Dream,Alice Doesn't Live Here Anymore,The Exorcist,Pieces of a Woman",1.70 m,"December 7, 1932","Detroit, Michigan, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Good Night, and Good Luck.,Lincoln,L.A. Confidential,Godzilla", (1.82 m,"January 26, 1949","San Francisco, California, USA"
"Actress,Producer,Music Department",no awards no nominations,"Grey's Anatomy,You've Got Mail,Spider-Man,Chicago",1.75 m,"August 31, 1975","Mazatlan, Sinaloa, Mexico"
"Actor,Writer,Soundtrack",no awards no nominations,"Gettysburg,The Lords of Salem,The Miracle Worker,Eliminators",1.88 m,"February 14, 1936","Jennings, Florida, USA"
"Actor,Director,Camera and Electrical Department",no awards no nominations,"The Constant Gardener,The Aviator,21 Grams,X-Men Origins: Wolverine",1.88 m,"May 14, 1962","Rome, Lazio, Italy"
"Actor,Producer,Writer",no awards no nominations,"The Goodbye Girl,Close Encounters of the Third Kind,Jaws,American Graffiti",(1.64 m,"October 29, 1947","Brooklyn, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Interstellar,The Dark Knight Rises,The Collector,The Collection",1.75 m,"February 6, 1977","Diana, West Virginia, USA"
"Actress,Producer",no awards no nominations,"The Matrix,Memento,Fido,The Matrix Revolutions",(1.74 m,"August 21, 1967","Vancouver, British Columbia, Canada"
"Actor,Soundtrack",no awards no nominations,"Happy-Go-Lucky,The World's End,21 Grams,The Disappearance of Alice Creed",(1.74 m,"June 9, 1968","Stepney, London, England, UK"
Actress,no awards no nominations,"Ginger Snaps,American Mary,Freddy vs. Jason,Insomnia",1.65 m,"November 2, 1981","Vancouver, British Columbia, Canada"
"Actress,Producer,Soundtrack",no awards no nominations,"Halloween: The Homecoming,Bring It On,Dark Was the Night,10 Things I Hate About You",1.73 m,"March 26, 1977","Seattle, Washington, USA"
"Actress,Producer,Director",no awards no nominations,"Desperate Housewives,The Sentinel,Harsh Times,Dora and the Lost City of Gold",(1.54 m,"March 15, 1975","Corpus Christi, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"NYPD Blue,Drive Angry,The 5 Mrs. Buchanans,Arrow",1.63 m,"January 21, 1968","Winnetka, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"30 Rock,National Lampoon's Vacation,Ally McBeal,Unbreakable Kimmy Schmidt",(1.64 m,"October 11, 1968","Parsippany-Troy Hills, New Jersey, USA"
Actress,no awards no nominations,"Sea of Love,Dear Heart,Rose of Santa Rosa,Twilight Zone: The Movie",(1.64 m,"November 16, 1922","Davenport, Iowa, USA"
"Actress,Director,Writer",no awards no nominations,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Sisterhood of Night",1.63 m,"July 9, 1995","Ilkley, Bradford, West Yorkshire, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"The Umbrella Academy,The Mortal Instruments: City of Bones,Fortitude,Misfits",3 m,"January 7, 1988","Portlaoise, County Laois, Ireland"
"Actress,Soundtrack",no awards no nominations,"Once Upon a Time in America,Thief,Falling Down,Play It As It Lays",(1.61 m,"August 27, 1943","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Working Girl,Something Wild,Body Double,Mulholland Flies",(1.76 m,"August 9, 1957","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Grimm,Easy,The Stand at Paxton County,The Bygone",1.75 m,"February 18, 1992","San Francisco, California, USA"
"Actress,Writer,Producer",no awards no nominations,"Revenge,Enter the Void,J. Edgar,Doctor Sleep",1.55 m,May 6,"Brooklyn, New York, USA"
Actor,no awards no nominations,"The Big Short,Life of Pi,Hot Fuzz,The Ritual",1.85 m,"March 10, 1983","Camberwell, London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"The Towering Inferno,Austin Powers in Goldmember,Austin Powers: International Man of Mystery,Dragon the Bruce Lee Story",(1.80 m,"February 10, 1930","Detroit, Michigan, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Landline,Radium Girls,The Journey Is the Destination,After the Wedding",(1.59 m,"February 10, 1930","Detroit, Michigan, USA"
"Actor,Writer,Producer",no awards no nominations,"All in the Family,Spinal Tap,The Wolf of Wall Street,The Story of Us",1.88 m,"March 6, 1947","The Bronx, New York City, New York, USA"
"Actor,Camera and Electrical Department",no awards no nominations,"A Series of Unfortunate Events,Stepmom,Road to Perdition,Good Boy!",(1.80 m,"January 7, 1990","New York City, New York, USA"
"Actress,Director,Producer",no awards no nominations,"Ray,If Beale Street Could Talk,The Harder They Fall,Miss Congeniality 2: Armed & Fabulous",1.60 m,"January 15, 1971","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Beverly Hills Cop,Fast Times at Ridgemont High,Beverly Hills Cop II,The Santa Clause",1.88 m,May 21,"Wilmington, Delaware, USA"
"Producer,Writer,Director",no awards no nominations,"El mariachi,Planet Terror,Grindhouse,Spy Kids 2: Island of Lost Dreams",1.88 m,"June 20, 1968","San Antonio, Texas, USA"
"Actor,Writer,Additional Crew",no awards no nominations,"The Green Mile,Wind River,Dances with Wolves,Maverick", (1.79 m,"June 22, 1952","Six Nations Reserve, Ontario, Canada"
"Actor,Director,Producer",no awards no nominations,"King Kong,Orange County,Untraceable,The House Bunny",(1.87 m,"November 24, 1977","Sacramento, California, USA"
"Actor,Writer,Director",no awards no nominations,"Saving Private Ryan,A Beautiful Mind,Deja Vu,Dazed and Confused",(1.81 m,"October 25, 1970","Santa Monica, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Sisterhood of the Traveling Pants,How to Train Your Dragon,Ugly Betty,How to Train Your Dragon 2",1.55 m,"April 18, 1984","Los Angeles, California, USA"
Actress,no awards no nominations,"Meet the Parents,Meet the Fockers,The Arrival,Little Fockers",1.65 m,"June 1, 1969","Dover, Delaware, USA"
"Actor,Director,Soundtrack",no awards no nominations,"The Full Monty,Trainspotting,Ravenous,T2 Trainspotting",(1.70 m,"April 14, 1961","Glasgow, Scotland, UK"
"Actor,Writer,Producer",no awards no nominations,"Seinfeld,The Hunchback of Notre Dame,Pretty Woman,Coneheads",(1.64 m,"September 23, 1959","Newark, New Jersey, USA"
"Actress,Additional Crew",no awards no nominations,"Crazy, Stupid, Love.,Undercovers,Gotham,Almost Human",1.65 m,"November 18, 1981","St. Croix, U.S. Virgin Islands"
"Actor,Soundtrack",no awards no nominations,"Pitch Perfect,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows: Part 1,The Inbetweeners 2", (1.81 m,"January 8, 1987","London, England, UK"
"Actor,Writer,Producer",no awards no nominations,"Somebody Somewhere,Adam,Greta,Morning Glory",,,
"Actress,Soundtrack",no awards no nominations,"Arrested Development,Scream 2,Cursed,Ally McBeal",1.73 m,"January 31, 1973","Geelong, Victoria, Australia"
"Actor,Producer,Director",no awards no nominations,"Miami Vice,A Boy and His Dog,Django Unchained,Knives Out",1.75 m,"December 15, 1949","Flat Creek, Missouri, USA"
"Actress,Producer",no awards no nominations,"Transformers: Revenge of the Fallen,Daybreakers,The Loft,Immortals",1.68 m,"January 29, 1985","Melbourne, Victoria, Australia"
"Actress,Producer,Writer",no awards no nominations,"Dynasty,Sex & Drugs & Rock & Roll,The Parent Trap,Romy and Michele's High School Reunion",1.73 m,"December 28, 1970","Oak Ridge, Tennessee, USA"
"Actor,Writer,Producer",no awards no nominations,"Damn,Rush Hour,Silver Linings Playbook,Rush Hour 3",1.85 m,"August 31, 1971","Atlanta, Georgia, USA"
"Producer,Writer,Director",no awards no nominations,"The X Files,Breaking Bad,El Camino: A Breaking Bad Movie,Better Call Saul",3 m,"February 10, 1967","Richmond, Virginia, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Cheers,The Good Place,Body Heat,Monster",(1.89 m,"December 29, 1947","San Diego, California, USA"
"Actress,Producer,Director",no awards no nominations,"Stargate SG-1,Sanctuary,Stargate: Continuum,Space Milkshake",1.75 m,"August 28, 1965","Rochford, Essex, England, UK"
Actress,no awards no nominations,"Spooks,Wire in the Blood,Cold Feet,Kingdom",1.70 m,"February 12, 1967","Paddington, London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Tulsa King,Inside Llewyn Davis,Blue Jasmine,Newsies",1.70 m,June 6,"Washington, District of Columbia, USA"
Actor,no awards no nominations,"Dear Edward,Wonka,Mr. Harrigan's Phone,The Mothership",1.70 m,June 6,"Washington, District of Columbia, USA"
Actor,no awards no nominations,"Game of Thrones,How I Live Now,Mr. Turner,Dark River",(1.78 m,June 6,"Washington, District of Columbia, USA"
"Actress,Producer,Writer",no awards no nominations,"Billy Lynn's Long Halftime Walk,Kellie Pickler: Best Days of Your Life,Wedding at Graceland,American Idol: The Search for a Superstar",1.57 m,"June 28, 1986","Albemarle, North Carolina, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Room,Death Race,The Crucible,Nixon",(1.78 m,"August 20, 1956","Rochelle, Illinois, USA"
"Actress,Executive,Soundtrack",no awards no nominations,"Broken Arrow,American Psycho,Super Mario Bros.,Pump Up the Volume",1.65 m,"May 12, 1970","Brooklyn, New York City, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"The Dictator,The LEGO Batman Movie,The House,They Came Together",(1.78 m,"December 18, 1972","Nahant, Massachusetts, USA"
"Actress,Director,Writer",no awards no nominations,"Graymail,Never Have I Ever,The Big Bang Theory,The Good Doctor",(1.59 m,March 3,"Connecticut, USA"
"Actor,Producer,Writer",no awards no nominations,"Buffy the Vampire Slayer,Dragonball Evolution,P.S. I Love You,Angel",1.75 m,"August 20, 1962","Greenville, Plumas County, California, USA"
"Actress,Soundtrack",no awards no nominations,"Vera Drake,Harry Potter and the Order of the Phoenix,Pride,Shakespeare in Love",2 m,"January 9, 1956","Archway, London, England, UK"
"Music Artist,Actor,Composer",no awards no nominations,"Trolls,The Social Network,In Time,Inside Llewyn Davis",(1.80 m,"January 31, 1981","Memphis, Tennessee, USA"
Actress,no awards no nominations,"Tristan + Isolde,Transformers: Age of Extinction,Underworld,Outlander",1.68 m,"March 18, 1980","London, England, UK"
"Actress,Producer,Writer",no awards no nominations,"Criminal Minds,Pretty the Series,Criminal Minds: Beyond Borders,Criminal Minds: Suspect Behavior",1.70 m,"July 7, 1972","Los Angeles County, California, USA"
"Actress,Producer,Music Department",no awards no nominations,"Dollface,The Social Network,Secret Obsession,Michael Mills Productions Ltd Montreal",1.57 m,"March 27, 1988","Carmichael, California, USA"
"Writer,Music Department,Composer",no awards no nominations,"The Fog,Halloween,New York 1997,Assault on Precinct 13",(1.80 m,"January 16, 1948","Carthage, New York, USA"
"Actor,Music Department,Additional Crew",no awards no nominations,"Winnie the Pooh,Christopher Robin,The Princess and the Frog,Aladdin",1.73 m,"November 3, 1952","Youngstown, Ohio, USA"
"Actress,Producer,Director",no awards no nominations,"The Blob,Saw III,Saw II,Saw VI",1.60 m,"July 3, 1969","Orangeburg, South Carolina, USA"
"Actor,Producer,Writer",no awards no nominations,"Mr. Turner,Sweeney Todd: The Demon Barber of Fleet Street,Vanilla Sky,Secrets & Lies",(1.78 m,"February 27, 1957","Battersea, London, England, UK"
"Actor,Director,Soundtrack",no awards no nominations,"The Lion King,Home Improvement,Tom and Huck,The Adventures of Pinocchio",1.68 m,"September 8, 1981","Bethlehem, Pennsylvania, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Nick and Norah's Infinite Playlist,The Disaster Artist,Roller Girls,What's Your Number?",1.65 m,"April 27, 1983","Boston, Massachusetts, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Hamilton,One Life to Live,Tick, Tick... Boom!,Pistol Whipped",1.70 m,"January 2, 1971","Santa Clara County, California, USA"
"Actor,Writer,Director",no awards no nominations,"WandaVision,Always Be My Maybe,Fresh Off the Boat,The Interview",1.75 m,March 23,"Los Angeles, California, USA"
