prof,awards,famous,height,dob,birthplace
"Actor,Writer,Additional Crew",no awards no nominations,"Bloods,Our Flag Means Death,The Bubble,Truth Seekers",(1.78 m,"June 20, 1991","London, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"To Kill a Mockingbird,Spellbound,The Boys from Brazil,Roman Holiday",(1.89 m,"April 5, 1916","La Jolla [now in San Diego], California, USA"
"Actor,Music Department,Producer",no awards no nominations,"The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Two Towers,Seed of Chucky",(1.69 m,"August 28, 1968","Glasgow, Scotland, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Boogie Nights,Remember the Titans,Blue Streak,The Incredibly True Adventure of Two Girls in Love",1.73 m,"October 7, 1970","Baltimore, Maryland, USA"
"Actress,Soundtrack",no awards no nominations,"Downton Abbey,Downtown Abbey,East Is East,The Lion, the Witch and the Wardrobe",(1.66 m,"August 7, 1953","Manchester, England, UK"
Actress,no awards no nominations,"My Week with Marilyn,My Family,Harry Potter and the Philosopher's Stone,Prime Suspect",(1.61 m,"May 13, 1949","New York City, New York, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Possession,Camille Claudel,Nosferatu: Phantom der Nacht,Subway",1.65 m,"June 27, 1955","Paris, France"
"Actress,Producer,Soundtrack",no awards no nominations,"You've Got Mail,Speak,Lolita,Flight 29 Down",1.65 m,"December 16, 1987","Omaha, Nebraska, USA"
"Actor,Producer,Writer",no awards no nominations,"Rise Roar Revolt,Magadheera,Rangasthalam,Zanjeer",(1.69 m,"March 27, 1985","Madras, Tamil Nadu, India"
"Actress,Soundtrack",no awards no nominations,"Fi,Medcezir,Ikimizin Yerine,Lale Devri",1.75 m,"July 1, 1992","Ankara, Turkey"
"Actor,Writer",no awards no nominations,"Teen Wolf,Malibu Horror Story",(1.71 m,"July 7, 1998","Houston, Texas, USA"
"Actor,Writer,Producer",no awards no nominations,"Jungle Cruise,Bad Education,Mother's Day,The Bad Education Movie",1.85 m,"July 7, 1988","Putney, Wandsworth, London, England, UK"
"Actor,Producer",no awards no nominations,"The GIrl,Mission: Impossible II,Hitman,My Week with Marilyn",(1.80 m,"November 25, 1965","Glenrothes, Fife, Scotland, UK"
"Actress,Music Department,Composer",no awards no nominations,"Emergency,Work It,The Short History of the Long Road,The Hate U Give",2 m,"May 11, 1999","Quakertown, Pennsylvania, USA"
"Actress,Director,Producer",no awards no nominations,"Anacondas: The Hunt for the Blood Orchid,Eureka,I Am Legend,Black Dynamite",1.63 m,"November 23, 1967","Chicago, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"The Year of Living Dangerously,Kindergarten Cop,Pocahontas,Silverado",1.45 m,"April 2, 1945","Morristown, New Jersey, USA"
Actress,no awards no nominations,"A League of Their Own,One Fine Day,Marvin's Room,Monk",(1.64 m,"July 17, 1968","New York City, New York, USA"
Actress,no awards no nominations,"Once Upon a Time... In Hollywood,Lady in the Lake,Scream,Better Things",(1.61 m,"March 25, 1999","Los Angeles, California, USA"
"Actress,Additional Crew,Stunts",no awards no nominations,"Superstore,The Exes,Two and a Half Men,No Tomorrow",(1.47 m,"January 26, 1978","St. Louis, Missouri, USA"
"Actor,Writer,Producer",no awards no nominations,"Get Out,Free Guy,The Angry Birds Movie 2,Bird Box",1.68 m,"December 17, 1979","Chicago, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"Lawrence of Arabia,The Lion in Winter,Troy,The Stunt Man",1.88 m,"August 2, 1932","Hunslet, Leeds, West Yorkshire, England, UK"
"Actress,Director,Writer",no awards no nominations,"The Man with the Golden Gun,The Wicker Man,Get Carter,The Double Man",1.65 m,"October 6, 1942","Stockholm, Sweden"
"Actor,Producer,Soundtrack",no awards no nominations,"Moonlight,The Retrieval,Captive State,The Equalizer 2",(1.80 m,"October 24, 1995","Carson, California, USA"
"Actor,Soundtrack",no awards no nominations,"Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode IX - The Rise of Skywalker",(1.78 m,"August 11, 1944","Carnoustie, Tayside, Scotland, UK"
"Actress,Producer,Writer",no awards no nominations,"The Others,Waking Ned,The Guard,Four Brothers",1.57 m,"December 10, 1941","Dublin, Ireland"
"Actor,Director,Producer",no awards no nominations,"Fantastic Beasts and Where to Find Them,Balls of Fury,Good Luck Chuck,Fanboys",1.65 m,"October 20, 1976","Brooklyn, New York, USA"
"Producer,Writer,Actor",no awards no nominations,"Beavis and Butt-Head Do America,King of the Hill,Office Space,Travis and Bob-head",(1.78 m,"October 17, 1962","Guayaquil, Ecuador"
Actor,no awards no nominations,"Titanic,Anaconda,Jumanji,The Mummy",(1.80 m,"May 21, 1948","Brisbane, Australia"
"Actress,Additional Crew,Producer",no awards no nominations,"Kung Fu Panda: Legends of Awesomeness,Rick and Morty,DC Super Hero Girls,Teen Titans: The Judas Contract",1.55 m,July 13,"Hoisington, Kansas, USA"
"Music Artist,Actress,Composer",no awards no nominations,"Don't Look Up,Sam & Cat,Charlie's Angels,Ariana Grande Feat. Iggy Azalea: Problem",(1.54 m,"June 26, 1993","Boca Raton, Florida, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Smallville,The Forever Purge,YellowBrickRoad,Longmire",1.75 m,"April 22, 1982","Chicago, Illinois, USA"
"Actress,Producer",no awards no nominations,"Queen of the South,Relationship Status,Law & Order: Special Victims Unit,Days of Our Lives",1.75 m,"April 23, 1988","Littleton, Colorado, USA"
"Actress,Soundtrack",no awards no nominations,"The Gilded Age,Tangled,Star Trek: Insurrection,The Nanny Diaries",1.73 m,"March 7, 1959","New York City, New York, USA"
Actress,no awards no nominations,"The Conjuring 2,I Kill Giants,Trumbo,Joy",(1.59 m,"October 16, 2002","Metairie, Louisiana, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Hercules,Fritt vilt,Chernobyl Diaries,Hansel & Gretel: Witch Hunters",(1.74 m,"March 2, 1980","Levanger, Norway"
"Actress,Producer,Soundtrack",no awards no nominations,"Phineas and Ferb,High School Musical 3: Senior Year,Scary Movie 5,Aliens in the Attic",(1.61 m,"July 2, 1985","West Deal, New Jersey, USA"
"Actress,Writer,Producer",no awards no nominations,"My Big Fat Greek Wedding,My Big Fat Greek Wedding 2,I Hate Valentine's Day,My Big Fat Greek Life",1.68 m,"September 24, 1962","Winnipeg, Manitoba, Canada"
"Actor,Producer,Director",no awards no nominations,"Stargate SG-1,Stargate: Continuum,Elysium,Stargate: Atlantis",3 m,December 15,"Vancouver, British Columbia, Canada"
"Actor,Soundtrack",no awards no nominations,"Stranger Things,Waiting for Anya,Abe,Bridge of Spies",(1.74 m,"October 3, 2004","New York City, New York, USA"
"Writer,Actor,Animation Department",no awards no nominations,"Brazil,Monty Python and the Holy Grail,The Meaning of Life,Time Bandits",1.75 m,"November 22, 1940","Minneapolis, Minnesota, USA"
"Actor,Producer,Writer",no awards no nominations,"The Usual Suspects,End of Days,Hereditary,Miller's Crossing",(1.78 m,"May 12, 1950","Dublin, Ireland"
"Actress,Soundtrack",no awards no nominations,"The Ten Commandments,Buccaneer's Girl,Band of Angels,Criss Cross",(1.63 m,"September 1, 1922","Vancouver, British Columbia, Canada"
"Producer,Actor,Director",no awards no nominations,"Scream 3,Never Been Kissed,Scream 2,Eight Legged Freaks", (1.79 m,"September 8, 1971","Winchester, Virginia, USA"
Actress,no awards no nominations,"One Flew Over the Cuckoo's Nest,Flowers in the Attic,Cruel Intentions,Star Trek: Deep Space Nine",(1.77 m,"July 22, 1934","Birmingham, Alabama, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Up,Mary Tyler Moore Show,Elf,JFK",1.75 m,"November 15, 1929","Kansas City, Missouri, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"San Andreas,I Origins,A Good Year,The Good Wife",1.60 m,"May 31, 1972","Edgware, Middlesex, England, UK"
"Actor,Producer,Director",no awards no nominations,"First Blood,Silverado,Cocoon,Ratatouille",(1.90 m,"July 9, 1938","Bridgeport, Connecticut, USA"
Actress,no awards no nominations,"My First Summer,The Lord of the Rings: The Rings of Power,True History of the Kelly Gang,Romper Stomper",(1.90 m,2000,Australia
"Actor,Producer,Writer",no awards no nominations,"Wanderlust,The State,The Ten,Childrens Hospital",(1.84 m,"December 19, 1968","Long Island, New York, USA"
"Actress,Producer",no awards no nominations,"12 Monkeys,Crown Vic,NCIS,Skyline",1.70 m,"November 9, 1981","Richmond, Virginia, USA"
Actress,no awards no nominations,"Doctor Strange in the Multiverse of Madness,The Baby-Sitters Club,Gentefied,Shadow Wolves",(1.63 m,"April 29, 2006","Los Angeles, California, USA"
"Actor,Producer,Stunts",no awards no nominations,"1883,Once Upon a Time... In Hollywood,Stranger Things,Gangster Squad",(1.80 m,"October 4, 1984","Lafayette, Louisiana, USA"
"Actress,Soundtrack",no awards no nominations,"Killjoys,Tru Calling,No Tomorrow,The L.A. Complex",1.75 m,"December 29, 1988","Edmonton, Alberta, Canada"
"Actress,Producer",no awards no nominations,"The Boys,Call of Duty: Modern Warfare,Where'd You Go, Bernadette,Timeless",1.75 m,"May 2, 1992",Sydney Australia
"Actor,Soundtrack,Producer",no awards no nominations,The Nightmare Before Christmas,1.85 m,"July 24, 1942","Beckley, West Virginia, USA"
"Actor,Stunts,Transportation Department",no awards no nominations,"Black Panther: Wakanda Forever,Ozark,American Horror Story,Queen of the South",1.91 m,"July 24, 1942","Beckley, West Virginia, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Logan's Run,Cabaret,Romeo and Juliet,Austin Powers: The Spy Who Shagged Me", (1.79 m,"March 27, 1942","Fulmer, Buckinghamshire, England, UK"
Actress,no awards no nominations,"La vie d'Adèle,Orpheline,Éperdument,Le fidèle",1.73 m,"November 22, 1993","Paris, France"
"Actress,Producer,Sound Department",no awards no nominations,"The Cat in the Hat,Haunt,Love Finds You in Charm,Riot",(1.59 m,"June 9, 1993","Upland, California, USA"
"Actor,Producer,Director",no awards no nominations,"Army of the Dead,Army of Thieves,The Red Baron,What a Man", (1.80 m,"March 11, 1981","Anklam, East Germany [now Mecklenburg-Western Pomerania, Germany]"
"Actor,Writer,Music Department",no awards no nominations,"Speechless,The Big Bang Theory,Childrens Hospital,The Heat",1.73 m,"May 30, 1971","New York City, New York, USA"
"Actor,Producer",no awards no nominations,"The Monster Squad,Daylight,Cutthroat Island,Rising Sun",1.73 m,"July 14, 1952","Chicago, Illinois, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Miss Congeniality,Bride Wars,Murphy Brown,Boston Legal",1.70 m,"May 9, 1946","Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Good Liar,Grabbers,The Pirates! In an Adventure with Scientists!,Being Human",(1.77 m,"November 14, 1981","Billericay Essex, England, UK"
"Actor,Producer,Director",no awards no nominations,"Charade,The Magnificent Seven,The Great Escape,Cross of Iron",(1.87 m,"August 31, 1928","Laurel, Nebraska, USA"
"Actor,Producer,Director",no awards no nominations,"Clouds,Five Feet Apart,Jane the Virgin,My Last Days",1.85 m,"January 24, 1984","Los Angeles, California, USA"
"Actress,Editor",no awards no nominations,"Mortal Kombat: Annihilation,O Brother, Where Art Thou?,Wild Wild West,Kicking & Screaming",1.73 m,May 26,"Durban, South Africa"
"Actress,Writer,Producer",no awards no nominations,"He's Just Not That Into You,Let's Be Cops,Another Period,The Do-Over",(1.50 m,"March 26, 1974","Rockford, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"Broad City,Billy Lynn's Long Halftime Walk,Bushwick",(1.50 m,"November 26, 1985",Guatemala
Actress,no awards no nominations,"Andromeda,The Arrangement,Continuum",1.68 m,June 8,"Toronto, Ontario, Canada"
Actor,no awards no nominations,"Disutorakushon beibîzu,Natsumi no hotaru,Isle of Dogs,Mukoku",1.68 m,"March 17, 1997","Tokyo, Japan"
"Writer,Producer,Actor",no awards no nominations,"The West Wing,A Few Good Men,The Trial of the Chicago 7,Molly's Game",(1.87 m,"June 9, 1961","New York City, New York, USA"
"Writer,Actor,Director",no awards no nominations,"The Great Dictator,Modern Times,City Lights,Limelight",1.63 m,"April 16, 1889","Walworth, London, England, UK"
"Actor,Director,Producer",no awards no nominations,"Heartstopper,Rocketman,His Dark Materials,Grandpa's Great Escape",1.85 m,"March 8, 2004","London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Easy A,Cougar Town,Young Sheldon,Utopia",(1.78 m,"November 20, 1985","Chicago, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"Witness for the Prosecution,Funny Face,Seven Brides for Seven Brothers,Bullet for a Badman",1.55 m,"May 30, 1935","Montréal, Québec, Canada"
"Actress,Producer,Director",no awards no nominations,"The Butterfly Effect 2,House of the Dead,Smallville,Saving Hope",1.73 m,"June 21, 1978","Calgary, Alberta, Canada"
"Actress,Director,Writer",no awards no nominations,"The Graduate,The Miracle Worker,The Turning Point,Great Expectations",1.73 m,"September 17, 1931","The Bronx, New York City, New York, USA"
"Actress,Additional Crew",no awards no nominations,"Grimm,The Ugly Truth,Smashed,Just My Luck",1.73 m,"March 10, 1977","Palo Alto, California, USA"
"Producer,Writer,Director",no awards no nominations,"A Beautiful Mind,Batman & Robin,Star Trek: Strange New Worlds,Cinderella Man",1.73 m,"July 7, 1962","New York City, New York, USA"
Actress,no awards no nominations,"Helstrom,Candy Jar,Five Feet Apart,Raising Dion",1.73 m,"July 7, 1962","New York City, New York, USA"
Actress,no awards no nominations,"Alchemy of Souls,Ibeon Saengeun Cheoeumira,Father Is Strange,Project Wolf Hunting",1.73 m,"July 7, 1962","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Ordinary People,Leverage,The Good Shepherd,Beautiful Girls",3 m,"August 16, 1960","Malibu, California, USA"
"Actor,Soundtrack",no awards no nominations,"Coming to America,Heatwave,The Thomas Crown Affair,White Chicks",1.88 m,"June 10, 1949","Newport News, Virginia, USA"
Actor,no awards no nominations,"High Life,House of the Dragon,The Last Kingdom,The Halcyon",(1.77 m,1997,"Derby, Derbyshire, England, UK"
"Producer,Actress,Writer",no awards no nominations,"Another Earth,Sound of My Voice,The East,The OA",1.73 m,"August 7, 1982","Chicago, Illinois, USA"
"Actress,Director,Producer",no awards no nominations,"Breakthrough,The Americans,House of Cards,Mercy Street",1.65 m,September 11,"Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Coach,The Incredibles,Poltergeist,The Family Stone",(1.92 m,"April 4, 1944","Spokane, Washington, USA"
"Actress,Soundtrack",no awards no nominations,"Twin Peaks,The Mod Squad,The Postman,Twin Peaks: Fire Walk with Me",1.68 m,"August 30, 1946","Manhattan, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Workaholics,The Good Place,The Brink,Bob Hearts Abishola",(1.67 m,"March 25, 1978","Michigan, USA"
"Producer,Director,Actor",no awards no nominations,"Training Day,The Magnificent Seven,The Equalizer,Southpaw",3 m,"May 30, 1965","Pittsburgh, Pennsylvania, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Scary Movie 4,Meet the Spartans,Scary Movie,Epic Movie",(1.59 m,"April 20, 1972","Sharonville, Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"Angels Crest,The Missing Person,Coven,Green Umbrella",(1.59 m,1987,"London, England, UK"
Actress,no awards no nominations,"Dynasty,The Chosen,Queen of the South,Blue Ridge",(1.59 m,"December 31, 1989","Minas Gerais, Brazil"
"Actor,Producer,Writer",no awards no nominations,"The Handmaid's Tale,Spiral: From the Book of Saw,The Social Network,The Ides of March",(1.78 m,"September 16, 1985","Hampstead, London, England, UK"
"Actor,Director,Writer",no awards no nominations,"The Magdalene Sisters,Tyrannosaur,Children of Men,War Horse",1.73 m,"November 2, 1959","Peterhead, Scotland, UK"
Actress,no awards no nominations,"Hanyo,Neoneun nae unmyeong,Milyang,Emergency Declaration",1.65 m,"February 11, 1973","Seoul, South Korea"
"Actress,Producer,Soundtrack",no awards no nominations,"Riverdale,Palm Springs,Dangerous Lies,The New Romantic",(1.58 m,"June 29, 1994","Charlottesville, Virginia, USA"
"Actress,Additional Crew",no awards no nominations,"The Walking Dead,Ozark,Love, Simon,Castle Rock",(1.72 m,September 1,"Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"The Eternals,The Lodge,American Woman,Into the Dark",(1.72 m,"November 18, 2005","Pittsburgh, Pennsylvania, USA"
"Actor,Producer,Director",no awards no nominations,"Fright Night,Cleopatra,Conquest of the Planet of the Apes,Yli Laidan",1.75 m,"September 17, 1928","Herne Hill, London, England, UK"
"Actress,Director,Writer",no awards no nominations,"Patriot,Strangers,Call Me Fitz,Elsewhere",1.65 m,April 9,"Hamilton, Ontario, Canada"
Actress,no awards no nominations,"Frances Ha,The Homesman,Larry Crowne,The House of the Spirits",1.70 m,"May 9, 1986","New York City, New York, USA"
Actress,no awards no nominations,"Burn Notice,Behind the Camera: The Unauthorized Story of 'Charlie's Angels',Grey's Anatomy,Cold Case",(1.74 m,"September 12, 1976","Tulsa, Oklahoma, USA"
"Actor,Writer,Director",no awards no nominations,"Mr. Chance,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,The Return of the Pink Panther,The Pink Panther Strikes Again",1.73 m,"September 8, 1925","Southsea, Hampshire, England, UK"
"Actress,Writer,Director",no awards no nominations,"The Blacklist,House of Cards,A Girl Walks Home Alone at Night",(1.77 m,"May 3, 1980","Los Angeles, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Some Like It Hot,Sweet Smell of Success,The Persuaders!,Spartacus",1.75 m,"June 3, 1925","Manhattan, New York City, New York, USA"
"Director,Producer,Writer",no awards no nominations,"RoboCop,Zwartboek,Elle,Hollow Man",1.73 m,"July 18, 1938","Amsterdam, Noord-Holland, Netherlands"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"The Game Plan,Five Points,American Pie Presents: Girls' Rules,Seven Pounds",1.60 m,"July 22, 1998","Arlington, Texas, USA"
Actor,no awards no nominations,"Harry Potter and the Order of the Phoenix,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Half-Blood Prince,Harry Potter and the Prisoner of Azkaban",,,
"Actor,Soundtrack",no awards no nominations,"Super 8,Deep Impact,Black Hawk Down,Drop Dead Fred",(1.78 m,"February 20, 1965","Long Island, New York, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Witness for the Prosecution,The Eagle also Fly,Rawhide,The Black Rose",(1.80 m,"May 5, 1914","Cincinnati, Ohio, USA"
"Actor,Producer,Writer",no awards no nominations,"Lost,The Wedding Ringer,Cooties,The Ridiculous 6",3 m,"April 28, 1973","Omaha, Nebraska, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Wolf Pack,Honor Society,Palm Trees and Power Lines",(1.80 m,"October 25, 2003","Madison, Wisconsin, USA"
"Producer,Actor,Writer",no awards no nominations,"Cabin Fever,Inglourious Basterds,Grindhouse,Hostel",3 m,"April 18, 1972","Boston, Massachusetts, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Hamilton,Tick, Tick... Boom!,Over the Moon,Moana",(1.71 m,"May 31, 1990","Libertyville, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"Band of Brothers,Ray Donovan,Once Upon a Time,Fight Club", (1.79 m,"June 8, 1976","Santa Ynez Valley, California, USA"
Actress,no awards no nominations,"Chicago Fire,Teen Wolf,The Walking Dead,Thunder Force",1.68 m,August 3,"New York City, New York, USA"
"Actor,Producer",no awards no nominations,"Zero Dark Thirty,Mudbound,Terminator Genisys,Everest",1.85 m,"July 17, 1969","Winton, Queensland, Australia"
"Actor,Director,Producer",no awards no nominations,"Everwood,The Patriot,Rookie Blue,Superman and Lois", (1.79 m,"July 6, 1983","Toronto, Ontario, Canada"
"Director,Producer,Additional Crew",no awards no nominations,"Succession,Game of Thrones,Shameless,The Affair", (1.79 m,"July 6, 1983","Toronto, Ontario, Canada"
"Actor,Producer,Director",no awards no nominations,"The Offer,Country Comfort,Six Feet Under,24",1.88 m,"April 24, 1977","Los Angeles, California, USA"
Actor,no awards no nominations,"Pete's Dragon,Wonderstruck,The Fabelmans,This Is Where I Leave You",1.73 m,"April 24, 1977","Los Angeles, California, USA"
Actress,no awards no nominations,"Guardians of the Galaxy,Tyrant,The Borgias,Suspension of Disbelief",1.70 m,"October 6, 1990","Geneva, Switzerland"
"Actor,Soundtrack",no awards no nominations,"Law & Order,Beauty and the Beast,Dirty Dancing,Universal Soldier",(1.86 m,"October 20, 1935","New York City, New York, USA"
"Music Artist,Actress,Composer",no awards no nominations,"Fifty Shades of Grey,Fifty Shades Freed,Pokémon: Detective Pikachu,Fifty Shades Darker",(1.68 m,"November 26, 1990","Pristina, Serbia, Yugoslavia [now Serbia]"
"Actor,Director,Producer",no awards no nominations,"The Long Good Friday,Who Framed Roger Rabbit,Mona Lisa,Super Mario Bros.",(1.63 m,"October 26, 1942","Bury St. Edmunds, Suffolk, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Knight and Day,Underground,Buffy the Vampire Slayer",1.88 m,"January 11, 1972","Butler, Pennsylvania, USA"
Actor,no awards no nominations,"Top Boy,Blue Story,Dev's Diary,The a List",1.88 m,"November 18, 1997","Spanish Town, Jamaica"
"Actress,Producer,Writer",no awards no nominations,"Hart to Hart,The Girl from U.N.C.L.E.,McLintock!,Herbie Rides Again",(1.69 m,November 2,"Hollywood, Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Bratz,Baby Daddy,Minutemen,Jonas",1.68 m,"September 15, 1988","Phoenix, Arizona, USA"
Actor,no awards no nominations,"Mad Men,The Bold Type,House of Cards,Unbreakable Kimmy Schmidt",3 m,"November 5, 1976","Whitefish Bay, Wisconsin, USA"
"Actor,Soundtrack",no awards no nominations,"What's Your Number?,Brothers & Sisters,Little Black Book,666 Park Avenue",(1.78 m,"September 15, 1979","Suffern, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Six Feet Under,Joker,The Aviator,Shelter",1.70 m,"March 15, 1953","Monroe, Georgia, USA"
"Music Artist,Actress,Composer",no awards no nominations,"The Chainsmokers feat. Halsey: Closer,The Huntsman: Winter's War,If I Can't Have Love, I Want Power,Nerve",1.63 m,"September 29, 1994","Edison, New Jersey, USA"
"Actress,Writer,Art Department",no awards no nominations,"Fauda,Liaison,Dirty Angels,Citadel",(1.74 m,"October 25, 1985",France
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Thunderball,From Russia with Love,Dr Jekyll & Sister Hyde,Quién sabe?",(1.69 m,"September 26, 1941","Port Antonio, Jamaica"
"Actor,Composer,Producer",no awards no nominations,"River,Possessor,Hyena Road,Reign",(1.96 m,"September 25, 1978","Vancouver, Canada"
"Actor,Soundtrack",no awards no nominations,"La Femme Nikita,The Core,The Patriot,Kiss of the Dragon", (1.80 m,"October 4, 1953","Istanbul, Turkey"
"Actress,Producer,Writer",no awards no nominations,"Community,Avengers: Endgame,Repo Men,Pound Puppies",1.55 m,August 12,"East Cleveland, Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"New Amsterdam,Castle,The Closer,Undercovers",1.55 m,"November 12, 1983","Morecambe, Lancashire, England, UK"
"Actor,Producer",no awards no nominations,"Apollo 18,Alphas,This Means War,The Most Wonderful Time of the Year",(1.87 m,"November 4, 1975","Belfast, Northern Ireland, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Teen Beach 2,The Last Summer,The Fosters,Teen Beach Movie",1.68 m,"August 18, 1993","Lismore, New South Wales, Australia"
"Actress,Writer,Additional Crew",no awards no nominations,"Willow,Frenzy,Upstairs, Downstairs,Return to Oz",1.68 m,"July 1, 1934","Stoke Newington, London, England, UK"
"Actress,Writer,Producer",no awards no nominations,"What Ever Happened to Baby Jane?,Mildred Pierce,The Damned Don't Cry,Torch Song",1.60 m,"March 23, 1905","San Antonio, Texas, USA"
Actress,no awards no nominations,"50 First Dates,Cotton",,,
"Actress,Additional Crew,Script and Continuity Department",no awards no nominations,"Innerspace,The 'Burbs,*batteries not included,American Dad!",1.65 m,"July 2, 1954","Chicago, Illinois, USA"
"Actor,Writer,Producer",no awards no nominations,"Inglourious Basterds,Kill Bill: Vol. 2,Final Chapter: Walking Tall,North Dallas Forty",(1.97 m,"February 13, 1941","Gothenburg, Västra Götalands län, Sweden"
Actress,no awards no nominations,"Star Trek: Picard,Cruel Summer,The Good Fight,Homeland",1.68 m,August 9,"Gainesville, Florida, USA"
"Actor,Director,Editor",no awards no nominations,"Rim of the World,A Celebration of the Music from Coco,The Flash,The Keys of Christmas",1.68 m,August 9,"Gainesville, Florida, USA"
"Actor,Producer",no awards no nominations,"Braveheart,Doomsday,Cowboys & Aliens,Wanted",(1.78 m,"July 9, 1965","Glasgow, Scotland, UK"
Actress,no awards no nominations,"Loving,The Lovebirds,Project Power,Instant Family",1.68 m,April 5,"Brooklyn, New York City, New York, USA"
Actress,no awards no nominations,"One Piece,Fear Street: Part Two - 1978,Hunters,The Romanoffs",1.65 m,"February 24, 1993","Hennepin, Minnesota, USA"
"Actress,Director,Writer",no awards no nominations,"Little Women,Sharp Objects,Babyteeth,The Devil All the Time",(1.62 m,"January 6, 1999","Sydney, New South Wales, Australia"
"Actor,Director,Writer",no awards no nominations,"B&B,The Hoist,The Durrells,Cold Feet",(1.62 m,"January 7, 1994","Durham, England"
"Actress,Stunts,Soundtrack",no awards no nominations,"The Last Starfighter,Weekend at Bernie's,Night of the Comet,The Apple",(1.67 m,"April 22, 1959","Edmonton, Alberta, Canada"
Actress,no awards no nominations,"My So-Called Life,The People Under the Stairs,Escape from L.A.,Baywatch",1.55 m,"May 22, 1974","Columbus, Ohio, USA"
"Actress,Soundtrack",no awards no nominations,"Gilmore Girls,Dirty Dancing,Wonder Boys,Friends with Kids",1.68 m,"February 28, 1944","Colorado Springs, Colorado, USA"
"Actor,Producer",no awards no nominations,"The Three Musketeers,Lake Placid,2012,Bicentennial Man",(1.92 m,"January 12, 1960","Windsor, Ontario, Canada"
"Actress,Director,Producer",no awards no nominations,"A Million Little Things,13 Reasons Why,17 Again,Terra Nova",1.57 m,September 2,"Rome, Lazio, Italy"
Actress,no awards no nominations,"Living,Sex Education,On the Edge,The Electrical Life of Louis Wain",1.70 m,"February 3, 1995","Stockport, Greater Manchester, England, UK"
"Actress,Writer,Producer",no awards no nominations,"The Poseidon Adventure,Dynasty,Torchlight,The Lady in Red",1.73 m,"January 5, 1953","Westport, Connecticut, USA"
"Actress,Producer,Costume and Wardrobe Department",no awards no nominations,"Dynasty,The Flintstones in Viva Rock Vegas,Esther and the King,Empire of the Ants",(1.68 m,"May 23, 1933","Paddington, London, England, UK"
"Music Artist,Actor,Composer",no awards no nominations,"Bullet Train,My Spy,Fast & Furious 9,Bad Bunny x Jhay Cortez: Dákiti",(1.80 m,"March 10, 1994","Almirante Sur, Vega Baja, Puerto Rico"
Actress,no awards no nominations,"Malignant,Dragonfly,Once and Again,Star Trek: Voyager",1.70 m,"January 27, 1958","San Diego, California, USA"
"Actor,Producer,Director",no awards no nominations,"Boy Meets World,A Goofy Movie,Full House,Hocus Pocus",1.55 m,"January 3, 1975","Providence, Rhode Island, USA"
Actress,no awards no nominations,"Blockers,The Mustang",1.63 m,March 30,"Los Angeles, California, USA"
"Actor,Second Unit Director or Assistant Director,Director",no awards no nominations,"Breakfast at Tiffany's,The Blue Max,The Carpetbaggers,The Groundstar Conspiracy",3 m,"October 1, 1928","Detroit, Michigan, USA"
"Actress,Writer,Director",no awards no nominations,"Turtles All the Way Down,Don't Make Me Go,After Everything,Dirk Gently's Holistic Detective Agency",1.60 m,April 13,"Santa Monica, California, USA"
