id_,names,worked_as,famous_movies,height,dob,birthplace,place  ,subcity,city   ,county ,state  ,country
nm3145634,Tao Tsuchiya,Actress,"Orange,Kasane,Rurouni Kenshin: Kyoto Inferno,Rurouni Kenshin: The Legend Ends",1.54,"February 3, 1995","Tokyo, Japan",Not Available,Not Available,Not available,Not Available,Tokyo,Japan
nm0000833,Joe Don Baker,"Actor,Additional Crew,Production Manager","GoldenEye,Congo,Mars Attacks!,The Living Daylights",1.89,"February 12, 1936","Groesbeck, Texas, USA",Not Available,Not Available,Groesbeck,Not Available,Texas,USA
nm2116006,Francia Raisa,"Actress,Soundtrack","How I Met Your Father,Grown-ish,The Secret Life of the American Teenager,Life-Size 2",1.6,"July 26, 1988","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm1679669,Rosemarie DeWitt,"Actress,Additional Crew","Rachel Getting Married,Your Sister's Sister,Poltergeist,La La Land",1.67,"October 26, 1971","Flushing, Queens, New York City, New York, USA",Flushing, Queens,New York City,Not Available,New York,USA
nm0477127,Ryan Kwanten,"Actor,Producer","True Blood,Dead Silence,Legend of the Guardians: The Owls of Ga'Hoole,Knights of Badassdom",1.79,"November 28, 1976","Sydney, New South Wales, Australia",Not Available,Not Available,Sydney,Not Available,New South Wales,Australia
nm0179173,John Corbett,"Actor,Producer,Additional Crew","My Big Fat Greek Wedding,Northern Exposure,Serendipity,The Messengers",1.96,"May 9, 1961","Wheeling, West Virginia, USA",Not Available,Not Available,Wheeling,Not Available,West Virginia,USA
nm3005219,Dan Jeannotte,Actor,"The Bold Type,Reign,Good Witch,Assassin's Creed: Unity",1.78,"May 9, 1961","Wheeling, West Virginia, USA",Not Available,Not Available,Wheeling,Not Available,West Virginia,USA
nm0930286,Cindy Williams,"Actress,Producer,Director","Laverne & Shirley,American Graffiti,The Conversation,The Creature Wasn't Nice",1.63,"August 22, 1947","Van Nuys, California, USA",Not Available,Not Available,Van Nuys,Not Available,California,USA
nm4735652,Samuel Edward-Cook,Actor,"Peaky Blinders,Land Girls,Magwitch,Brief Encounters",3.0,"August 22, 1947","Van Nuys, California, USA",Not Available,Not Available,Van Nuys,Not Available,California,USA
nm0001068,Sofia Coppola,"Director,Actress,Writer","The Godfather Part III,The Beguiled,The Virgin Suicides,Lost in Translation",1.66,"May 14, 1971","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0252230,Chiwetel Ejiofor,"Actor,Director,Writer","12 Years a Slave,Dirty Pretty Things,The Boy Who Harnessed the Wind,Serenity",1.78,"July 10, 1977","Forest Gate, London, England, UK",Forest Gate,Not Available,London,Not Available,England,UK
nm0011105,Julie Adams,"Actress,Additional Crew","Creature from the Black Lagoon,Code Red,Catchfire,McQ",1.68,"October 17, 1926","Waterloo, Iowa, USA",Not Available,Not Available,Waterloo,Not Available,Iowa,USA
nm0000360,Rebecca De Mornay,"Actress,Producer,Director","The Hand That Rocks the Cradle,Runaway Train,Risky Business,Wedding Crashers",1.66,"August 29, 1959","Santa Rosa, California, USA",Not Available,Not Available,Santa Rosa,Not Available,California,USA
nm3915784,John Boyega,"Actor,Producer,Production Department","Star Wars: The Force Awakens,Attack the Block,Pacific Rim: Uprising,Star Wars: The Last Jedi",1.75,"March 17, 1992","Peckham, London, England, UK",Peckham,Not Available,London,Not Available,England,UK
nm0622544,David Naughton,"Actor,Music Department,Additional Crew","An American Werewolf in London,Detroit Rock City,Steel and Lace,Hot Dog ...The Movie",1.79,"February 13, 1951","Hartford, Connecticut, USA",Not Available,Not Available,Hartford,Not Available,Connecticut,USA
nm2486357,Wrenn Schmidt,"Actress,Soundtrack","For All Mankind,Nope,The Looming Tower,I Saw the Light",1.65,"February 18, 1983","Lexington, South Carolina, USA",Not Available,Not Available,Lexington,Not Available,South Carolina,USA
nm2326075,Vanessa Ray,"Actress,Soundtrack","Pretty Little Liars,Frances Ha,Damages,As the World Turns",1.63,"June 24, 1981","Alameda County, California, USA",Not Available,Not Available,Alameda County,Not Available,California,USA
nm0005523,Steven Van Zandt,"Actor,Music Department,Writer","The Sopranos,Lilyhammer,Running Scared,Nine Months",1.71,"November 22, 1950","Winthrop, Massachusetts, USA",Not Available,Not Available,Winthrop,Not Available,Massachusetts,USA
nm0700856,James Purefoy,Actor,"Rome,Hap and Leonard,Altered Carbon,Fisherman's Friends",1.86,"June 3, 1964","Taunton, Somerset, England, UK",Taunton,Not Available,Somerset,Not Available,England,UK
nm0072902,Barbi Benton,"Actress,Composer,Soundtrack","Hospital Massacre,The Love Boat,Fantasy Island,Mir hat es immer Spaß gemacht",1.6,"January 28, 1950","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm3546045,Laura Berlin,"Actress,Soundtrack","UFO: It Is Here,Rubinrot,Saphirblau,Vikings: Valhalla",1.74,1990,"Berlin, Germany",Not Available,Not Available,Not available,Not Available,Berlin,Germany
nm0000615,John Ritter,"Actor,Producer,Writer","Sling Blade,Three's Company,Problem Child,Bad Santa",1.8,"September 17, 1948","Burbank, California, USA",Not Available,Not Available,Burbank,Not Available,California,USA
nm0564724,David McCallum,"Actor,Soundtrack","The Great Escape,The Man from U.N.C.L.E.,Sapphire & Steel,Baby Driver",1.7,"September 19, 1933","Glasgow, Scotland, UK",Not Available,Not Available,Glasgow,Not Available,Scotland,UK
nm6779623,Sandra Mae Frank,"Actress,Producer,Soundtrack","Soul to Keep,Entangled,The Sound of Fear,Daybreak",1.7,"September 19, 1933","Glasgow, Scotland, UK",Not Available,Not Available,Glasgow,Not Available,Scotland,UK
nm0005007,Jill Hennessy,"Actress,Director,Producer","Crossing Jordan,Law & Order,Wild Hogs,Exit Wounds",1.7,"November 25, 1968","Edmonton, Alberta, Canada",Not Available,Not Available,Edmonton,Not Available,Alberta,Canada
nm0150362,Justin Chambers,"Actor,Soundtrack","Grey's Anatomy,The Wedding Planner,The Musketeer,Broken City",1.8,"July 11, 1970","Springfield, Ohio, USA",Not Available,Not Available,Springfield,Not Available,Ohio,USA
nm0118568,A.J. Buckley,"Actor,Producer,Director",CSI: NY,1.75,"February 9, 1977","Dublin, Ireland",Not Available,Not Available,Not available,Not Available,Dublin,Ireland
nm1724323,Jayma Mays,"Actress,Soundtrack","Red Eye,Epic Movie,American Made,The Smurfs",1.63,"July 16, 1979","Bristol, Sullivan County, Tennessee, USA",Bristol,Not Available,Sullivan County,Not Available,Tennessee,USA
nm0716293,Saskia Reeves,"Actress,Soundtrack","Luther,Dune,A Christmas Carol,Nymphomaniac: Vol. I",1.63,"August 16, 1961","Paddington, London, England, UK",Paddington,Not Available,London,Not Available,England,UK
nm0913488,Kerry Washington,"Actress,Producer,Director","Scandal,Ray,Save the Last Dance,Django Unchained",1.63,"January 31, 1977","The Bronx, New York City, New York, USA",The Bronx,Not Available,New York City,Not Available,New York,USA
nm0000365,Julie Delpy,"Actress,Writer,Producer","Three Colors: White,2 Days in Paris,Before Sunrise,Before Sunset",1.73,"December 21, 1969","Paris, France",Not Available,Not Available,Not available,Not Available,Paris,France
nm6964082,Brooke Markham,"Actress,Producer,Writer","Friend Request,Foursome,Cassandra French's Finishing School,Ember",1.73,"February 15, 1988","Roseburg, Oregon, USA",Not Available,Not Available,Roseburg,Not Available,Oregon,USA
nm0103797,Alice Braga,"Actress,Producer,Director","I Am Legend,Predators,Elysium,Repo Men",1.63,"April 15, 1983","São Paulo, São Paulo, Brazil",Not Available,Not Available,São Paulo,Not Available,São Paulo,Brazil
nm4651633,Phil Dunster,"Actor,Producer,Soundtrack","Ted Lasso,Murder on the Orient Express,Save Me",1.63,"March 31, 1992","Reading, England, UK",Not Available,Not Available,Reading,Not Available,England,UK
nm0117420,Andrew Bryniarski,"Actor,Producer","Street Fighter,Hudson Hawk,Any Given Sunday,The Program",1.96,"February 13, 1969","Philadelphia, Pennsylvania, USA",Not Available,Not Available,Philadelphia,Not Available,Pennsylvania,USA
nm4168062,Christina Wolfe,Actress,"The Weekend Away,Batwoman,The Royals,Need for Speed",1.96,"February 13, 1969","Philadelphia, Pennsylvania, USA",Not Available,Not Available,Philadelphia,Not Available,Pennsylvania,USA
nm3385128,Chandler Riggs,"Actor,Director,Producer","The Walking Dead,A Million Little Things,Only,Mercy",1.71,"June 27, 1999","Atlanta, Georgia, USA",Not Available,Not Available,Atlanta,Not Available,Georgia,USA
nm0123946,Michael Buscemi,"Actor,Writer,Producer","BlacKkKlansman,Blended,Smothered by Mothers,B61",1.71,"February 13, 1960","Brooklyn, New York, USA",Not Available,Not Available,Brooklyn,Not Available,New York,USA
nm0001111,Jeremy Davies,Actor,"Saving Private Ryan,Solaris,Secretary,Twister",1.82,"October 8, 1969","Saugus, California, USA",Not Available,Not Available,Saugus,Not Available,California,USA
nm0069079,Troian Bellisario,"Actress,Director,Writer","Pretty Little Liars,Clara,Lauren,Consent",1.74,"October 28, 1985","Los Angeles County, California, USA",Not Available,Not Available,Los Angeles County,Not Available,California,USA
nm0002994,Kevin McCarthy,"Actor,Soundtrack","Invasion of the Body Snatchers,The Vidiot,Innerspace,Invasion of the Body Snatchers",1.78,"February 15, 1914","Seattle, Washington, USA",Not Available,Not Available,Seattle,Not Available,Washington,USA
nm0000956,Lisa Bonet,"Actress,Director,Soundtrack","Angel Heart,High Fidelity,Enemy of the State,The Cosby Show",1.57,"November 16, 1967","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm0000177,Kevin Kline,"Actor,Director,Producer","Wild Wild West,Fish Called Wanda,Dave,In & Out",1.88,"October 24, 1947","St. Louis, Missouri, USA",Not Available,Not Available,St. Louis,Not Available,Missouri,USA
nm5196907,Courtney Eaton,Actress,"Mad Max: Fury Road,Gods of Egypt,Parachute,Yellowjackets",1.78,"January 6, 1996","Bunbury, Western Australia, Australia",Not Available,Not Available,Bunbury,Not Available,Western Australia,Australia
nm1267765,Alexandra Billings,"Actress,Producer,Additional Crew","Transparent,Socket,Eli Stone,The Peripheral",1.68,"March 28, 1962","Schaumburg, Illinois, USA",Not Available,Not Available,Schaumburg,Not Available,Illinois,USA
nm0443373,Paul Kaye,"Actor,Writer,Composer","The Stranger,Game of Thrones,Three Girls",3.0,"December 15, 1965","Clapham, London, England, UK",Clapham,Not Available,London,Not Available,England,UK
nm0000421,Cuba Gooding Jr.,"Actor,Producer,Director","Jerry Maguire,Radio,Outbreak,Men of Honor",1.79,"January 2, 1968","The Bronx, New York City, New York, USA",The Bronx,Not Available,New York City,Not Available,New York,USA
nm3287529,Lisa McGrillis,Actress,"Last Night in Soho,Inspector George Gently,The Pass,Hebburn",1.63,"January 2, 1968","The Bronx, New York City, New York, USA",The Bronx,Not Available,New York City,Not Available,New York,USA
nm1093039,Mike Flanagan,"Director,Writer,Editor","Midnight Mass,The Haunting of Hill House,Doctor Sleep,Gerald's Game",3.0,"May 20, 1978","Salem, Massachusetts, USA",Not Available,Not Available,Salem,Not Available,Massachusetts,USA
nm0235031,Donna Douglas,"Actress,Soundtrack","The Beverly Hillbillies,The Twilight Zone,Frankie and Johnny,Checkmate",1.7,"September 26, 1932","Pride, Louisiana, USA",Not Available,Not Available,Pride,Not Available,Louisiana,USA
nm0000155,Whoopi Goldberg,"Actress,Producer,Writer","Ghost,Sister Act,The Color Purple,Sister Act 2: Back in the Habit",1.65,"November 13, 1955","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0000448,Lance Henriksen,"Actor,Producer,Additional Crew","Hard Target,Alien 2,AVP: Alien vs. Predator,The Quick and the Dead",1.79,"May 5, 1940","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm2235173,Eric Nelsen,"Actor,Producer,Additional Crew","1883,A Walk Among the Tombstones,The Affair,Nightmare Cinema",1.79,"June 26, 1991","West Palm Beach, Florida, USA",Not Available,Not Available,West Palm Beach,Not Available,Florida,USA
nm0000412,Andy Garcia,"Actor,Producer,Director","Ocean's Eleven,The Godfather Part III,The Lost City,Ocean's Twelve",1.75,"April 12, 1956","Havana, Cuba",Not Available,Not Available,Not available,Not Available,Havana,Cuba
nm1134612,Michael Mosley,"Actor,Director,Producer","Ozark,Seven Seconds,Sirens,Castle",1.79,"September 16, 1978","Iowa City, Iowa, USA",Not Available,Not Available,Iowa City,Not Available,Iowa,USA
nm0175916,Paddy Considine,"Actor,Writer,Director","Dead Man's Shoes,The World's End,In America,Tyrannosaur",1.8,"September 5, 1973","Burton-on-Trent, Staffordshire, England, UK",Burton-on-Trent,Not Available,Staffordshire,Not Available,England,UK
nm0000455,John Hughes,"Writer,Producer,Director","Planes, Trains & Automobiles,Ferris Bueller's Day Off,Uncle Buck,Weird Science",1.85,"February 18, 1950","Lansing, Michigan, USA",Not Available,Not Available,Lansing,Not Available,Michigan,USA
nm0628120,Jaime Ray Newman,"Actress,Producer,Director","Catch Me If You Can,Rumor Has It...,Made of Honor,Eureka",1.63,"April 2, 1978","Farmington Hills, Michigan, USA",Not Available,Not Available,Farmington Hills,Not Available,Michigan,USA
nm2815589,Breeda Wool,"Actress,Producer,Writer","National Treasure: Edge of History,Mr. Mercedes,UnREAL,Birth/Rebirth",1.8,April 30,"Urbana, Illinois, USA",Not Available,Not Available,Urbana,Not Available,Illinois,USA
nm4814017,Kylie Rogers,"Actress,Soundtrack","Yellowstone,Disappointment Blvd,Collateral Beauty,Miracles from Heaven",1.63,"February 18, 2004","Dallas, Texas, USA",Not Available,Not Available,Dallas,Not Available,Texas,USA
nm0876958,Paige Turco,Actress,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Teenage Mutant Ninja Turtles III,The Stepfather,Invincible",1.65,"May 17, 1965","Boston, Massachusetts, USA",Not Available,Not Available,Boston,Not Available,Massachusetts,USA
nm0746151,Patricia Routledge,"Actress,Soundtrack","Keeping Up Appearances,Hetty Wainthropp Investigates,Objects of Affection,Nicholas Nickleby",1.65,"February 17, 1929","Tranmere, Birkenhead, Cheshire, England, UK",Tranmere, Birkenhead,Cheshire,Not Available,England,UK
nm0451600,Anupam Kher,"Actor,Producer,Music Department","Hotel Mumbai,The Accidental Prime Minister,Saaransh,Khosla Ka Ghosla!",1.68,"March 7, 1955","Shimla, Himachal Pradesh, India",Not Available,Not Available,Shimla,Not Available,Himachal Pradesh,India
nm1388927,Miranda Cosgrove,"Actress,Producer,Music Department","Despicable Me 2,The School of Rock,iCarly,Despicable Me",1.68,"May 14, 1993","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0001737,Martin Short,"Actor,Writer,Producer","Innerspace,The Santa Clause 3: The Escape Clause,Inherent Vice,Three Amigos!",1.73,"March 26, 1950","Hamilton, Ontario, Canada",Not Available,Not Available,Hamilton,Not Available,Ontario,Canada
nm0000032,Charlton Heston,"Actor,Director,Writer","Ben-Hur,The Ten Commandments,The Omega Man,Planet of the Apes",1.91,"October 4, 1923","Wilmette, Illinois, USA",Not Available,Not Available,Wilmette,Not Available,Illinois,USA
nm8731846,Jessica Darrow,"Actress,Soundtrack","Encanto,Feast of the Seven Fishes,Disney Television Discovers: Talent Showcase,Following Hannah Stone",1.65,"January 7, 1995","Miami, Florida, USA",Not Available,Not Available,Miami,Not Available,Florida,USA
nm1825214,John Mulaney,"Writer,Actor,Producer","Spider-Man: Into the Spider-Verse,John Mulaney: Kid Gorgeous at Radio City,Chip 'n Dale: Rescue Rangers,Big Mouth",3.0,"August 26, 1982","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm3312554,Luke Kleintank,"Actor,Cinematographer,Composer","The Man in the High Castle,Midway,Person of Interest,No Ordinary Family",3.0,"May 18, 1990","Ohio, USA",Not Available,Not Available,Not available,Not Available,Ohio,USA
nm0748665,Albert S. Ruddy,"Writer,Producer,Additional Crew","Million Dollar Baby,The Godfather,Cannonball Run II,Megaforce",3.0,"March 28, 1930","Montreal, Quebec, Canada",Not Available,Not Available,Montreal,Not Available,Quebec,Canada
nm0005370,Kathleen Robertson,"Actress,Writer,Producer","Scary Movie 2,Tin Man,Hollywoodland,Last Exit",1.63,"July 8, 1973","Hamilton, Ontario, Canada",Not Available,Not Available,Hamilton,Not Available,Ontario,Canada
nm0001659,Christopher Reeve,"Actor,Producer,Additional Crew","Superman,Superman III,Superman IV: The Quest for Peace,Somewhere in Time",1.93,"September 25, 1952","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0084426,Danielle Bisutti,"Actress,Writer,Producer","God of War: Ragnarök,God of War,Insidious: Chapter 2,Curse of Chucky",1.73,"October 1, 1976","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0279720,Noel Fisher,"Actor,Soundtrack","Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,The Twilight Saga: Breaking Dawn - Part 2,Shameless",1.7,"March 13, 1984","Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm0001151,Stephen Dorff,"Actor,Producer,Writer","Blade,Somewhere,Immortals,Felon",1.71,"July 29, 1973","Atlanta, Georgia, USA",Not Available,Not Available,Atlanta,Not Available,Georgia,USA
nm0000481,Alice Krige,"Actress,Producer,Writer","Star Trek: First Contact,Gretel & Hansel,Sleepwalkers,Thor: The Dark World",1.65,"June 28, 1954","Upington, South Africa",Not Available,Not Available,Not available,Not Available,Upington,South Africa
nm3853652,Jodie Turner-Smith,"Actress,Producer","Queen & Slim,After Yang,Anne Boleyn,The Last Ship",1.76,"September 7, 1986","Peterborough, England, UK",Not Available,Not Available,Peterborough,Not Available,England,UK
nm3834799,Charlotte Wells,"Producer,Director,Writer","Aftersun,Tuesday,Blue Christmas,Laps",1.76,"June 13, 1987","Edinburgh, Scotland, UK",Not Available,Not Available,Edinburgh,Not Available,Scotland,UK
nm0001574,Michael O'Keefe,"Actor,Director,Soundtrack","Caddyshack,Michael Clayton,The Ace,The Pledge",1.85,"April 24, 1955","Mount Vernon, New York, USA",Not Available,Not Available,Mount Vernon,Not Available,New York,USA
nm0000018,Kirk Douglas,"Actor,Producer,Director","Lust for Life,Spartacus,Paths of Glory,Ace in the Hole",1.75,"December 9, 1916","Amsterdam, New York, USA",Not Available,Not Available,Amsterdam,Not Available,New York,USA
nm4092854,Abigail Hardingham,"Actress,Writer,Producer","Nina Forever,The Missing,The Innocents,12 Monkeys",1.75,"December 9, 1916","Amsterdam, New York, USA",Not Available,Not Available,Amsterdam,Not Available,New York,USA
nm0000414,Teri Garr,"Actress,Soundtrack","Tootsie,Close Encounters of the Third Kind,Young Frankenstein,After Hours",1.7,"December 11, 1947","Lakewood, Ohio, USA",Not Available,Not Available,Lakewood,Not Available,Ohio,USA
nm0000995,Ellen Burstyn,"Actress,Producer,Director","Requiem for a Dream,Alice Doesn't Live Here Anymore,The Exorcist,Pieces of a Woman",1.7,"December 7, 1932","Detroit, Michigan, USA",Not Available,Not Available,Detroit,Not Available,Michigan,USA
nm0000657,David Strathairn,"Actor,Producer,Additional Crew","Good Night, and Good Luck.,Lincoln,L.A. Confidential,Godzilla",1.82,"January 26, 1949","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm0708381,Sara Ramirez,"Actress,Producer,Music Department","Grey's Anatomy,You've Got Mail,Spider-Man,Chicago",1.75,"August 31, 1975","Mazatlan, Sinaloa, Mexico",Not Available,Not Available,Mazatlan,Not Available,Sinaloa,Mexico
nm0697785,Andrew Prine,"Actor,Writer,Soundtrack","Gettysburg,The Lords of Salem,The Miracle Worker,Eliminators",1.88,"February 14, 1936","Jennings, Florida, USA",Not Available,Not Available,Jennings,Not Available,Florida,USA
nm0396812,Danny Huston,"Actor,Director,Camera and Electrical Department","The Constant Gardener,The Aviator,21 Grams,X-Men Origins: Wolverine",1.88,"May 14, 1962","Rome, Lazio, Italy",Not Available,Not Available,Rome,Not Available,Lazio,Italy
nm0000377,Richard Dreyfuss,"Actor,Producer,Writer","The Goodbye Girl,Close Encounters of the Third Kind,Jaws,American Graffiti",1.64,"October 29, 1947","Brooklyn, New York City, New York, USA",Brooklyn,Not Available,New York City,Not Available,New York,USA
nm1577637,Josh Stewart,"Actor,Producer,Director","Interstellar,The Dark Knight Rises,The Collector,The Collection",1.75,"February 6, 1977","Diana, West Virginia, USA",Not Available,Not Available,Diana,Not Available,West Virginia,USA
nm0005251,Carrie-Anne Moss,"Actress,Producer","The Matrix,Memento,Fido,The Matrix Revolutions",1.74,"August 21, 1967","Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm0550371,Eddie Marsan,"Actor,Soundtrack","Happy-Go-Lucky,The World's End,21 Grams,The Disappearance of Alice Creed",1.74,"June 9, 1968","Stepney, London, England, UK",Stepney,Not Available,London,Not Available,England,UK
nm0410622,Katharine Isabelle,Actress,"Ginger Snaps,American Mary,Freddy vs. Jason,Insomnia",1.65,"November 2, 1981","Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm0435323,Bianca Kajlich,"Actress,Producer,Soundtrack","Halloween: The Homecoming,Bring It On,Dark Was the Night,10 Things I Hate About You",1.73,"March 26, 1977","Seattle, Washington, USA",Not Available,Not Available,Seattle,Not Available,Washington,USA
nm0519456,Eva Longoria,"Actress,Producer,Director","Desperate Housewives,The Sentinel,Harsh Times,Dora and the Lost City of Gold",1.54,"March 15, 1975","Corpus Christi, Texas, USA",Not Available,Not Available,Corpus Christi,Not Available,Texas,USA
nm0005383,Charlotte Ross,"Actress,Soundtrack","NYPD Blue,Drive Angry,The 5 Mrs. Buchanans,Arrow",1.63,"January 21, 1968","Winnetka, Illinois, USA",Not Available,Not Available,Winnetka,Not Available,Illinois,USA
nm0005105,Jane Krakowski,"Actress,Soundtrack","30 Rock,National Lampoon's Vacation,Ally McBeal,Unbreakable Kimmy Schmidt",1.64,"October 11, 1968","Parsippany-Troy Hills, New Jersey, USA",Not Available,Not Available,Parsippany-Troy Hills,Not Available,New Jersey,USA
nm0058117,Patricia Barry,Actress,"Sea of Love,Dear Heart,Rose of Santa Rosa,Twilight Zone: The Movie",1.64,"November 16, 1922","Davenport, Iowa, USA",Not Available,Not Available,Davenport,Not Available,Iowa,USA
nm1670137,Georgie Henley,"Actress,Director,Writer","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Sisterhood of Night",1.63,"July 9, 1995","Ilkley, Bradford, West Yorkshire, England, UK",Ilkley, Bradford,West Yorkshire,Not Available,England,UK
nm1588066,Robert Sheehan,"Actor,Producer,Soundtrack","The Umbrella Academy,The Mortal Instruments: City of Bones,Fortitude,Misfits",3.0,"January 7, 1988","Portlaoise, County Laois, Ireland",Not Available,Not Available,Portlaoise,Not Available,County Laois,Ireland
nm0001839,Tuesday Weld,"Actress,Soundtrack","Once Upon a Time in America,Thief,Falling Down,Play It As It Lays",1.61,"August 27, 1943","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0000429,Melanie Griffith,"Actress,Producer","Working Girl,Something Wild,Body Double,Mulholland Flies",1.76,"August 9, 1957","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm6452826,Jacqueline Toboni,"Actress,Producer","Grimm,Easy,The Stand at Paxton County,The Bygone",1.75,"February 18, 1992","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm3014840,Emily Alyn Lind,"Actress,Writer,Producer","Revenge,Enter the Void,J. Edgar,Doctor Sleep",1.55,May 6,"Brooklyn, New York, USA",Not Available,Not Available,Brooklyn,Not Available,New York,USA
nm1245863,Rafe Spall,Actor,"The Big Short,Life of Pi,Hot Fuzz,The Ritual",1.85,"March 10, 1983","Camberwell, London, England, UK",Camberwell,Not Available,London,Not Available,England,UK
nm0001822,Robert Wagner,"Actor,Producer,Soundtrack","The Towering Inferno,Austin Powers in Goldmember,Austin Powers: International Man of Mystery,Dragon the Bruce Lee Story",1.8,"February 10, 1930","Detroit, Michigan, USA",Not Available,Not Available,Detroit,Not Available,Michigan,USA
nm5362984,Abby Quinn,"Actress,Producer,Soundtrack","Landline,Radium Girls,The Journey Is the Destination,After the Wedding",1.59,"February 10, 1930","Detroit, Michigan, USA",Not Available,Not Available,Detroit,Not Available,Michigan,USA
nm0001661,Rob Reiner,"Actor,Writer,Producer","All in the Family,Spinal Tap,The Wolf of Wall Street,The Story of Us",1.88,"March 6, 1947","The Bronx, New York City, New York, USA",The Bronx,Not Available,New York City,Not Available,New York,USA
nm0014582,Liam Aiken,"Actor,Camera and Electrical Department","A Series of Unfortunate Events,Stepmom,Road to Perdition,Good Boy!",1.8,"January 7, 1990","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0005093,Regina King,"Actress,Director,Producer","Ray,If Beale Street Could Talk,The Harder They Fall,Miss Congeniality 2: Armed & Fabulous",1.6,"January 15, 1971","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0001662,Judge Reinhold,"Actor,Producer,Director","Beverly Hills Cop,Fast Times at Ridgemont High,Beverly Hills Cop II,The Santa Clause",1.88,May 21,"Wilmington, Delaware, USA",Not Available,Not Available,Wilmington,Not Available,Delaware,USA
nm0001675,Robert Rodriguez,"Producer,Writer,Director","El mariachi,Planet Terror,Grindhouse,Spy Kids 2: Island of Lost Dreams",1.88,"June 20, 1968","San Antonio, Texas, USA",Not Available,Not Available,San Antonio,Not Available,Texas,USA
nm0001295,Graham Greene,"Actor,Writer,Additional Crew","The Green Mile,Wind River,Dances with Wolves,Maverick",1.79,"June 22, 1952","Six Nations Reserve, Ontario, Canada",Not Available,Not Available,Six Nations Reserve,Not Available,Ontario,Canada
nm0004988,Colin Hanks,"Actor,Director,Producer","King Kong,Orange County,Untraceable,The House Bunny",1.87,"November 24, 1977","Sacramento, California, USA",Not Available,Not Available,Sacramento,Not Available,California,USA
nm0004965,Adam Goldberg,"Actor,Writer,Director","Saving Private Ryan,A Beautiful Mind,Deja Vu,Dazed and Confused",1.81,"October 25, 1970","Santa Monica, California, USA",Not Available,Not Available,Santa Monica,Not Available,California,USA
nm1065229,America Ferrera,"Actress,Producer,Director","The Sisterhood of the Traveling Pants,How to Train Your Dragon,Ugly Betty,How to Train Your Dragon 2",1.55,"April 18, 1984","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0001632,Teri Polo,Actress,"Meet the Parents,Meet the Fockers,The Arrival,Little Fockers",1.65,"June 1, 1969","Dover, Delaware, USA",Not Available,Not Available,Dover,Not Available,Delaware,USA
nm0001015,Robert Carlyle,"Actor,Director,Soundtrack","The Full Monty,Trainspotting,Ravenous,T2 Trainspotting",1.7,"April 14, 1961","Glasgow, Scotland, UK",Not Available,Not Available,Glasgow,Not Available,Scotland,UK
nm0004517,Jason Alexander,"Actor,Writer,Producer","Seinfeld,The Hunchback of Notre Dame,Pretty Woman,Coneheads",1.64,"September 23, 1959","Newark, New Jersey, USA",Not Available,Not Available,Newark,Not Available,New Jersey,USA
nm2065368,Mekia Cox,"Actress,Additional Crew","Crazy, Stupid, Love.,Undercovers,Gotham,Almost Human",1.65,"November 18, 1981","St. Croix, U.S. Virgin Islands",Not Available,Not Available,Not available,Not Available,St. Croix,U.S. Virgin Islands
nm2238815,Freddie Stroma,"Actor,Soundtrack","Pitch Perfect,Harry Potter and the Half-Blood Prince,Harry Potter and the Deathly Hallows: Part 1,The Inbetweeners 2",1.81,"January 8, 1987","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
