id_,names,profession,worked_as,famous_for,famous_movies,height,dob,birthplace,img_link,profile_link
nm0940851,D.B. Woodside,Actor,"Actor,Director,Writer",Lucifer,"Lucifer,24,Juliet Must Live,Murder One",1.91 m,"July 25, 1969","Jamaica, Queens, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMzAyMTA3OTQ3NF5BMl5BanBnXkFtZTcwODA0NTM5Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0940851
nm0572721,Zoe McLellan,Actress,Actress,Dungeons & Dragons,"Dungeons & Dragons,Deadly Honeymoon,Mr. Holland's Opus,JAG",1.70 m,"November 6, 1974","La Jolla, California, USA","https://m.media-amazon.com/images/M/MV5BMzQyOTcxMTc4NF5BMl5BanBnXkFtZTcwNjI3NjEzMQ@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0572721
nm3818748,Katie Findlay,Actress,"Actress,Soundtrack",How to Get Away with Murder,"How to Get Away with Murder,Man Seeking Woman,Straight Up,The Killing",1.75 m,"August 28, 1990","Windsor, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BNmFhNjJjMjctNGYyNS00Yzc4LWFiODQtZDhjY2UwMTEwMzhjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3818748
nm0295041,Bonita Friedericy,Actress,"Actress,Writer,Producer",Chuck,"Chuck,Paranormal Activity 3,Next,Christmas with the Kranks",1.60 m,"October 10, 1961","Charlottesville, Virginia, USA","https://m.media-amazon.com/images/M/MV5BMjExNDY5MzUxOV5BMl5BanBnXkFtZTcwNjcyNjk1MQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0295041
nm1490123,James Wan,Writer,"Producer,Writer,Director",Saw,"Saw,The Conjuring 2,Fast & Furious 7,Aquaman",(1.61 m,"February 26, 1977","Kuching, Sarawak, Malaysia","https://m.media-amazon.com/images/M/MV5BMTY5NzExMTQ5N15BMl5BanBnXkFtZTcwNjY1NDQzOQ@@._V1_UY209_CR38,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1490123
nm0000693,Peter Weller,Actor,"Actor,Director,Writer",RoboCop,"RoboCop,Naked Lunch,RoboCop 2,Buckaroo",3 m,"June 24, 1947","Stevens Point, Wisconsin, USA","https://m.media-amazon.com/images/M/MV5BMTE5MTIxNTM1NV5BMl5BanBnXkFtZTYwOTMzNjc1._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000693
nm9316817,Niccy Lin,Actress,Actress,Official Secrets,"Official Secrets,You,Lockdown Kings,Kantsaywhere",3 m,"June 24, 1947","Stevens Point, Wisconsin, USA","https://m.media-amazon.com/images/M/MV5BZmFlZWQyMmItNjg5Yi00ZGM4LTliMDctNzQyYWExMTk1OTQzXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm9316817
nm0004929,David Foley,Actor,"Actor,Writer,Producer",The Kids in the Hall,"The Kids in the Hall,The Wrong Guy,A Bug's Life,Postal",1.73 m,"January 4, 1963","Toronto, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BYjQzMWVjNmQtNTIxMC00M2ViLWI0NGQtNjk4N2FjNjE3NWZkXkEyXkFqcGdeQXVyNzk0NjM2Nw@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004929
nm0000475,Patsy Kensit,Actress,"Actress,Composer,Soundtrack",Lethal Weapon 2,"Lethal Weapon 2,Absolute Beginners,Hanover Street,Emmerdale",1.65 m,"March 4, 1968","Hounslow, London, England, UK","https://m.media-amazon.com/images/M/MV5BMTQxMDUwOTEzMl5BMl5BanBnXkFtZTcwNDE2ODY5Nw@@._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000475
nm0001710,David Schwimmer,Actor,"Actor,Director,Producer",Friends,"Friends,Six Days Seven Nights,Big Nothing,Band of Brothers",1.85 m,"November 2, 1966","Astoria, New York, USA","https://m.media-amazon.com/images/M/MV5BMTQ2Mjg5ODIzNF5BMl5BanBnXkFtZTgwNjIwMjI0ODE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001710
nm0924154,Shea Whigham,Actor,"Actor,Producer",Take Shelter,"Take Shelter,Splinter,Non-Stop,Kamikaze Pizza",1.73 m,"January 5, 1969","Tallahassee, Florida, USA","https://m.media-amazon.com/images/M/MV5BNTQzMDUwNjg1NF5BMl5BanBnXkFtZTgwMzE0NjcxNDE@._V1_UY209_CR37,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0924154
nm0000071,James Stewart,Actor,"Actor,Director,Producer",Anatomy of a Murder,"Anatomy of a Murder,Vertigo,Mr. Smith Goes to Washington,The Philadelphia Story",1.91 m,"May 20, 1908","Indiana, Pennsylvania, USA","https://m.media-amazon.com/images/M/MV5BMjIwNzMzODY0NV5BMl5BanBnXkFtZTcwMDk3NDQyOA@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000071
nm0000271,Anne Archer,Actress,"Actress,Producer,Writer",Fatal Attraction,"Fatal Attraction,Short Cuts,Patriot Games,The Art of War",1.68 m,"August 24, 1947","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BZTY1MTUzMjQtMjI5NC00MDk4LWJkMjAtODEyYzQxOGUyNjI3XkEyXkFqcGdeQXVyMTg2MTM5OTM@._V1_UY209_CR27,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000271
nm0848560,Russ Tamblyn,Actor,"Actor,Additional Crew,Writer",West Side Story,"West Side Story,The Haunting,Seven Brides for Seven Brothers,Tom Thumb",(1.77 m,"December 30, 1934","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTcyNjM2NDMwMl5BMl5BanBnXkFtZTYwNjA3NTY0._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0848560
nm0001669,Miranda Richardson,Actress,"Actress,Soundtrack",The Crying Game,"The Crying Game,Spider,The Hours,Sleepy Hollow",1.65 m,"March 3, 1958","Southport, Lancashire, England, UK","https://m.media-amazon.com/images/M/MV5BMjA4NzM2ODE5N15BMl5BanBnXkFtZTcwNzAyMDc0NA@@._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001669
nm2397206,Jake Austin Walker,Actor,"Actor,Soundtrack",Stargirl,"Stargirl,Rectify,Fear the Walking Dead,Lethal Weapon", (1.82 m,"June 24, 1997","Hattiesburg, Mississippi, USA","https://m.media-amazon.com/images/M/MV5BMTVlMGE5YmItNzU5Yi00MGFjLWE5NWEtNzZkMWE2OTNiMzU2XkEyXkFqcGdeQXVyNjY1ODIzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2397206
nm0834947,Brenda Strong,Actress,"Actress,Producer,Director",Desperate Housewives,"Desperate Housewives,Starship Troopers,Spaceballs,#3 Normandy Lane",(1.80 m,"March 25, 1960","Portland, Oregon, USA","https://m.media-amazon.com/images/M/MV5BMTc3OTY0NjY3MV5BMl5BanBnXkFtZTcwOTYwMTkxNw@@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0834947
nm0704270,Zachary Quinto,Actor,"Actor,Producer,Writer",Star Trek,"Star Trek,Margin Call,Star Trek Beyond,Star Trek Into Darkness",(1.85 m,"June 2, 1977","Pittsburgh, Pennsylvania, USA","https://m.media-amazon.com/images/M/MV5BMjQ4NDQ2MmYtODY3OS00MjE1LTk4ZjktNTE2OGQ1NmZhNzgyXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0704270
nm0384060,Bernard Hill,Actor,"Actor,Additional Crew,Soundtrack",The Lord of the Rings: The Return of the King,"The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,Titanic,The Scorpion King",1.75 m,"December 17, 1944","Manchester, England, UK","https://m.media-amazon.com/images/M/MV5BMjA0MTI3MzE1M15BMl5BanBnXkFtZTYwODgzMDk1._V1_UY209_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0384060
nm0001251,Peter Gallagher,Actor,"Actor,Writer,Soundtrack",American Beauty,"American Beauty,The O.C.,Mr. Deeds,While You Were Sleeping",1.75 m,"August 19, 1955","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTY3MzMzNTc0OF5BMl5BanBnXkFtZTcwMTAyNzg0OA@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001251
nm5366148,Kahyun Kim,Actress,"Actress,Soundtrack",Cocaine Bear,"Cocaine Bear,American Gods,Freaky Friday,The Mysteries of Laura",1.75 m,"August 19, 1955","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMjE5ODMxODc2Nl5BMl5BanBnXkFtZTgwNjk5MTYzOTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5366148
nm0001463,Janet Leigh,Actress,"Actress,Producer,Additional Crew",Psycho,"Psycho,The Candidate of Manchuria,Touch of Evil,The Fog",1.65 m,"July 6, 1927","Merced, California, USA","https://m.media-amazon.com/images/M/MV5BMjU3MjY5OTE0MF5BMl5BanBnXkFtZTYwMzUyMDY2._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001463
nm3094377,Willow Shields,Actress,"Actress,Additional Crew,Soundtrack",The Hunger Games,"The Hunger Games,The Hunger Games: Catching Fire,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 1",1.60 m,"June 1, 2000","Albuquerque, New Mexico, USA","https://m.media-amazon.com/images/M/MV5BYmFiODgyOGEtMGQxZS00ZDA3LThjNGEtMGZiOTY0Nzk5OGY4XkEyXkFqcGdeQXVyMTk3NTE3NzY@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3094377
nm0004959,Thomas Gibson,Actor,"Actor,Director,Writer",Dharma & Greg,"Dharma & Greg,Criminal Minds,Far and Away,Chicago Hope",1.88 m,July 3,"Charleston, South Carolina, USA","https://m.media-amazon.com/images/M/MV5BMTQ5OTAzNDg3OV5BMl5BanBnXkFtZTYwODQ3NDE2._V1_UY209_CR1,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004959
nm7004940,Lux Pascal,Actress,Actress,Juana Brava,"Narcos,Juana Brava,Prueba de Actitud,La Jauría",1.88 m,"June 4, 1992",USA,"https://m.media-amazon.com/images/M/MV5BN2MwODM0NTEtYjY1ZS00MzMzLWE3ZDgtZWNhNjM4ZDIxMzI1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7004940
nm0460694,Robert Knepper,Actor,"Actor,Producer,Additional Crew",Prison Break,"Prison Break,Transporter 3,Hitman,The Hunger Games: Mockingjay - Part 2",(1.78 m,"July 8, 1959","Fremont, Ohio, USA","https://m.media-amazon.com/images/M/MV5BYTBlZmM0NTItNWFmYS00ODk1LWEzMTgtNjczMDI3MjY1ZDQ5XkEyXkFqcGdeQXVyNTg3MTgxMTc@._V1_UY209_CR116,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0460694
nm0001324,Ian Hart,Actor,"Actor,Writer,Additional Crew",Harry Potter and the Sorcerer's Stone,"Harry Potter and the Philosopher's Stone,Backbeat,Escape from Pretoria,Enemy of the State",(1.72 m,"October 8, 1964","Knotty Ash, Liverpool, Merseyside, England, UK","https://m.media-amazon.com/images/M/MV5BMjAwMTQ2MjI4Ml5BMl5BanBnXkFtZTYwMjUxNDMz._V1_UY209_CR15,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001324
nm3901455,Mariana Treviño,Actress,Actress,Club de Cuervos,"Club De Cuervos,Cómo cortar a tu patán,Overboard,A Man Called Otto",1.68 m,"November 21, 1977","Monterrey, Nuevo Leon, Mexico","https://m.media-amazon.com/images/M/MV5BZDNiYzdmOTQtMjk0OS00YmMzLWFhZDUtZDIxNzZkMWQ5NTI1XkEyXkFqcGdeQXVyNDk1OTgyOTk@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3901455
nm0838588,Cree Summer,Actress,"Actress,Music Department,Writer",Atlantis: The Lost Empire,"Atlantis: The Lost Empire,Clifford the Big Red Dog,Voltron: Legendary Defender,The Care Bears Movie",1.60 m,"July 7, 1969","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTY4NGRjMGUtMGJjNS00MmZhLTk2NGYtN2NhNGQyMzNhYzczXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0838588
nm0001455,Matt LeBlanc,Actor,"Actor,Producer,Soundtrack",Friends,"Friends,Lost in Space,Episodes,Joey",(1.77 m,"July 25, 1967","Newton, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BODQ0NTI0OTk0M15BMl5BanBnXkFtZTcwMDk2MDg5Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001455
nm0000249,James Woods,Actor,"Actor,Producer,Director",Vampires,"Vampires,Hercules,The Virgin Suicides,Videodrome",(1.80 m,"April 18, 1947","Vernal, Utah, USA","https://m.media-amazon.com/images/M/MV5BMTM3NTEzNjI5NV5BMl5BanBnXkFtZTcwNjQzOTkwNA@@._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000249
nm0001136,Bruce Dern,Actor,"Actor,Producer,Soundtrack",Nebraska,"Nebraska,The Hateful Eight,The 'Burbs,Devil Dog's",1.85 m,"June 4, 1936","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTIzMDE0MzAzOV5BMl5BanBnXkFtZTYwODQxMDQ1._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001136
nm0307497,Alex Garland,Writer,"Writer,Producer,Director",Ex Machina,"Ex Machina,Annihilation,Men,28 Days Later...",1.85 m,"May 26, 1970","London, England, UK","https://m.media-amazon.com/images/M/MV5BMTU1ODcxMzA2NF5BMl5BanBnXkFtZTgwNjc2NDk3NTM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0307497
nm0518178,Gina Lollobrigida,Actress,"Actress,Director,Writer",Notre-Dame de Paris,"Notre-Dame de Paris,Solomon and Sheba,Come September,Buona Sera, Mrs. Campbell",(1.58 m,"July 4, 1927","Subiaco, Lazio, Italy","https://m.media-amazon.com/images/M/MV5BMjEzODg2OTc3OV5BMl5BanBnXkFtZTcwNjU2MjgwOA@@._V1_UY209_CR14,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0518178
nm0000332,Don Cheadle,Actor,"Actor,Producer,Director",Crash,"Crash,The Guard,Hotel Rwanda,Traffic",(1.72 m,"November 29, 1964","Kansas City, Missouri, USA","https://m.media-amazon.com/images/M/MV5BNDMxNDM3MzY5N15BMl5BanBnXkFtZTcwMjkzOTY4MQ@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000332
nm0637615,Gaspar Noé,Director,"Director,Producer,Writer",Enter the Void,"Enter the Void,Irréversible,Climax,Seul Contre Tous",(1.72 m,"December 27, 1963","Buenos Aires, Argentina","https://m.media-amazon.com/images/M/MV5BMjA1ODY2NTg3NF5BMl5BanBnXkFtZTYwOTMwNzA2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0637615
nm0083795,Eva Birthistle,Actress,"Actress,Director,Writer",Imagine Me & You,"Imagine Me & You,Brooklyn,Ae Fond Kiss...,The Children",1.63 m,April 1974,"Bray, County Wicklow, Ireland","https://m.media-amazon.com/images/M/MV5BNDc5NjNkN2QtOTEyMS00OTAxLTlmNjItODQxOTVlMGQ1OTgwXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0083795
nm0930637,Gary Anthony Williams,Actor,"Actor,Writer,Director",Teenage Mutant Ninja Turtles: Out of the Shadows,"Teenage Mutant Ninja Turtles: Out of the Shadows,Batman: The Dark Knight Returns, Part 1,Harold & Kumar Go to White Castle,I Don't Feel at Home in This World Anymore.",(1.80 m,"March 14, 1966","Atlanta, Georgia, USA","https://m.media-amazon.com/images/M/MV5BMjkwZmRmNDYtMzIxOC00YzdlLTgzZTQtZjc5YjZhMDk4NzdmXkEyXkFqcGdeQXVyMTI0OTgyNjcx._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0930637
nm1315378,Kayvan Novak,Actor,"Actor,Writer,Director",Four Lions,"Four Lions,Fonejacker,Facejacker,Syriana",1.85 m,"November 23, 1978","London, England, UK","https://m.media-amazon.com/images/M/MV5BMTQ0NzY1NDAxNF5BMl5BanBnXkFtZTcwNTY1NTEzMQ@@._V1_UY209_CR27,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1315378
nm0388933,Jake Hoffman,Actor,"Actor,Director,Writer",Sam & Kate,"Sam & Kate,The Wolf of Wall Street,The Irishman,Click",1.68 m,"March 20, 1981","Los Angeles County, California, USA","https://m.media-amazon.com/images/M/MV5BYzk3ZTQ3M2ItZjJkOC00M2Y2LWJlNjEtYWMxZGYzYTA0MDRiXkEyXkFqcGdeQXVyMTYxMzM4Mg@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0388933
nm0955471,Ziyi Zhang,Actress,"Actress,Producer,Director",Yi dai zong shi,"Yi dai zong shi,Matlub Alam Bagadhra Hat,Wo Hu Cang Long,Memoirs of a Geisha",1.65 m,"February 9, 1979","Beijing, China","https://m.media-amazon.com/images/M/MV5BNjk1NzY2ODAyOF5BMl5BanBnXkFtZTgwNTE2NjExMDI@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0955471
nm2792296,Sonequa Martin-Green,Actress,"Actress,Producer,Writer",Star Trek: Discovery,"Star Trek: Discovery,The Walking Dead,Spae Jam 2: A New Legacy,Once Upon a Time",(1.64 m,"March 21, 1985","Russellville, Alabama, USA","https://m.media-amazon.com/images/M/MV5BMTgxMTc1MTYzM15BMl5BanBnXkFtZTgwNzI5NjMwOTE@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2792296
nm0001505,Joe Mantegna,Actor,"Actor,Producer,Director",The Godfather Part III,"The Godfather Part III,Baby's Day Out,Innocent Moves,Celebrity", (1.82 m,"November 13, 1947","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BZDU3MTQyMDUtMmMyOC00NzMzLTg3OTEtY2Q5ZWQ1MWE0Y2JjXkEyXkFqcGdeQXVyMTU0MTk2ODEz._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001505
nm0001518,Dylan McDermott,Actor,"Actor,Director,Writer",The Practice,"The Practice,The Perks of Being a Wallflower,Olympus Has Fallen,Hamburger Hill",3 m,"October 26, 1961","Waterbury, Connecticut, USA","https://m.media-amazon.com/images/M/MV5BMjEwMjY2NzU4OF5BMl5BanBnXkFtZTcwODg2NDc4Ng@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001518
nm0004812,Lynda Carter,Actress,"Actress,Music Department,Producer",Wonder Woman,"Wonder Woman,Sky High,The Dukes of Hazzard,Wonder Woman 1984",1.75 m,"July 24, 1951","Phoenix, Arizona, USA","https://m.media-amazon.com/images/M/MV5BYWQ4MTFjZDAtYTk5OS00MTM1LThjYTgtNjA0YjExMzYwZmRlXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UY209_CR18,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004812
nm1910274,John Magaro,Actor,"Actor,Director,Producer",The Big Short,"The Big Short,Carol,First Cow,Call Jane",1.70 m,"February 16, 1983","Akron, Ohio, USA","https://m.media-amazon.com/images/M/MV5BY2JhODMwZDAtMjE5OC00MzgzLWE5OTYtMGJmMmM0Nzk5NDMxXkEyXkFqcGdeQXVyNjAwNDMzMTU@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1910274
nm0000529,Debi Mazar,Actress,"Actress,Make-Up Department,Producer",Empire Records,"Empire Records,The Insider,Beethoven's 2nd,Entourage",1.65 m,"August 13, 1964","Queens, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BODgyNTQxMjM5NV5BMl5BanBnXkFtZTcwOTExOTAyMw@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000529
nm0297578,Patrick Fugit,Actor,"Actor,Producer,Camera and Electrical Department",Almost Famous,"Almost Famous,Gone Girl,Kamikaze Pizza,Saved!",3 m,"October 27, 1982","Salt Lake City, Utah, USA","https://m.media-amazon.com/images/M/MV5BNDAyOTY4MzkxNF5BMl5BanBnXkFtZTgwMjIxNjA1OTE@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0297578
nm0319121,Seth Gilliam,Actor,"Actor,Additional Crew",The Walking Dead,"The Walking Dead,The Wire,Courage Under Fire,Teen Wolf",(1.74 m,"November 5, 1968","New York, USA","https://m.media-amazon.com/images/M/MV5BY2I4NTU5OWMtZjAyMy00Yjc5LWFiNjUtMzQ0OTI1MmJhMjI2XkEyXkFqcGdeQXVyNDgwNTcxOTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0319121
nm3160752,Emma Kenney,Actress,"Actress,Soundtrack",Shameless,"Shameless,Epic,Bittersweet,Growing up Gorman",1.70 m,"September 14, 1999","Manhattan, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BZDMyMDU3NjEtMjhmNC00OTcyLWE4MjctZDY3NjY3NjFmNWVlXkEyXkFqcGdeQXVyMTcwNTQ1NTQ@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3160752
nm0000333,Cher,Actress,"Music Artist,Actress,Composer",Moonstruck,"Moonstruck,Burlesque,Mermaids,Mask",(1.74 m,"May 20, 1946","El Centro, California, USA","https://m.media-amazon.com/images/M/MV5BMTc1NTM4NzQ1Ml5BMl5BanBnXkFtZTcwNjc3MDgwNA@@._V1_UY209_CR23,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000333
nm0001472,Jet Li,Actor,"Actor,Producer,Additional Crew",Huo Yuan Jia,"Huo Yuan Jia,The One,Kiss of the Dragon,Tau ming chong",1.68 m,"April 26, 1963","Beijing, China","https://m.media-amazon.com/images/M/MV5BMjAxNjc0MjIyM15BMl5BanBnXkFtZTcwNTM2NDA4MQ@@._V1_UY209_CR16,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001472
nm6085272,Chelsea Edge,Actress,Actress,I Hate Suzie,"I Hate Suzie,Suspicion,The Missing,Vera",1.65 m,"April 26, 1963","Beijing, China","https://m.media-amazon.com/images/M/MV5BMDk3OGJlYjYtNTczZS00NTNmLTg3OGUtYmZiZmZjZmYxYzc4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6085272
nm0559144,Marlee Matlin,Actress,"Actress,Producer,Director",CODA,"CODA,Children of a Lesser God,Law & Order: Special Victims Unit,Picket Fences",1.63 m,"August 24, 1965","Morton Grove, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMjIyMjAxMzI0OV5BMl5BanBnXkFtZTcwOTIyOTgyNQ@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0559144
nm7615637,Sam Jay,Actress,"Writer,Actress,Producer",You People,"You People,Saturday Night Live,Bust Down,That Damn Michael Che",1.63 m,"January 13, 1982","Atlanta, Georgia, USA","https://m.media-amazon.com/images/M/MV5BNmJhNTY0NGMtZDVmMS00OGIwLTljZTItMDgyYWRlYjY3MGYwXkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7615637
nm1006297,Joe Armstrong,Actor,Actor,Robin Hood,"Robin Hood,Darkest Hour,Blackpool,The Village",(1.78 m,"October 7, 1978","Hammersmith, London, England, UK","https://m.media-amazon.com/images/M/MV5BMTUyMzMxMjc2Ml5BMl5BanBnXkFtZTcwODQ1NjkxOA@@._V1_UY209_CR19,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1006297
nm4125734,Rick Glassman,Actor,"Actor,Producer,Director",Undateable,"Undateable,A Futile and Stupid Gesture,The Sixth Lead,The Comedians",(1.78 m,"July 23, 1984","Orange, Ohio, USA","https://m.media-amazon.com/images/M/MV5BMTQzMTU0MDkwNF5BMl5BanBnXkFtZTgwMDg1MDQ2MTE@._V1_UY209_CR76,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4125734
nm0940158,Bokeem Woodbine,Actor,"Actor,Producer,Soundtrack",Spider-Man: Homecoming,"Spider-Man: Homecoming,Fargo,Queen & Slim,Halo",3 m,"April 13, 1973","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BODY0MjQ0MDQyNl5BMl5BanBnXkFtZTgwMTgxNzQxNjM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0940158
nm1489978,Jill Wagner,Actress,"Actress,Producer,Writer",Splinter,"Splinter,Braven,Teen Wolf,Stargate: Atlantis",1.73 m,"January 13, 1979","Winston-Salem, North Carolina, USA","https://m.media-amazon.com/images/M/MV5BYTEwYjVmMTgtNzU0NC00MGQ4LWJmNTYtMzY3MTI5NjM5ZDEwXkEyXkFqcGdeQXVyMzAzMTg1OQ@@._V1_UY209_CR46,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1489978
nm7635388,Auli'i Cravalho,Actress,"Actress,Soundtrack",Moana,"Moana,Ralph Breaks the Internet: Wreck-It Ralph 2,All Together Now,Mean Girls Musical",1.60 m,"November 22, 2000","Kohala, Hawaii, USA","https://m.media-amazon.com/images/M/MV5BNTQzNGMxODEtMzJhMy00OWYxLTgyYzUtNDM1Yzg5ZTYwNTU0XkEyXkFqcGdeQXVyMTUxNDA0MDE2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7635388
nm0924508,Betty White,Actress,"Actress,Producer,Writer",The Proposal,"The Proposal,The Golden Girls,Lake Placid,Mary Tyler Moore Show",1.63 m,"January 17, 1922","Oak Park, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMjA2OTA5NTUyMF5BMl5BanBnXkFtZTcwNjMwNzYzMw@@._V1_UY209_CR7,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0924508
nm0001739,Jean Simmons,Actress,"Actress,Soundtrack",Guys and Dolls,"Guys and Dolls,Spartacus,Hamlet,The Thorn Birds",1.63 m,"January 31, 1929","Crouch Hill, London, England, UK","https://m.media-amazon.com/images/M/MV5BMTM3OTQ1ODk3N15BMl5BanBnXkFtZTYwMDk4MDM2._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001739
nm0000101,Dan Aykroyd,Writer,"Writer,Actor,Producer",Ghostbusters,"Ghostbusters,Blues Brothers 2000,Valkenvania,The Blues Brothers",1.85 m,"July 1, 1952","Ottawa, Ontario, Canada","https://m.media-amazon.com/images/M/MV5BMTI2MDA3NTg0NF5BMl5BanBnXkFtZTYwMzM5ODgz._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000101
